person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
legasse-l,Légasse,Louis Légasse; Léon Légasse,3,3,6,administrateur,1926,1937,Documentation générale
hourcade-m,Hourcade,Hourcade; Maurice Hourcade,3,3,3,administrateur,1926,1937,Documentation générale
legasse-a,Légasse,A. Légasse; Arnaud Légasse,2,2,3,administrateur,1937,1937,Documentation générale
arnaud-legasse,Arnaud-Légasse,Arnaud-Légasse,2,2,2,administrateur_delegue,1926,1926,Documentation générale
pepin-p,Pépin,Pierre Pépin,2,2,2,administrateur_delegue,1926,1926,Documentation générale
legasse-j,Légasse,Jean Légasse,2,2,2,administrateur,1926,1937,Documentation générale
angibeau-g,Angibeau,Gaston Angibeau,1,1,2,administrateur,1926,1937,Documentation générale
letouze-a,Letouzé,Albert Letouzé,1,1,2,administrateur,1926,1937,Documentation générale
houduce-e,Houduce,Émile Houduce,1,1,1,president,1926,1926,Documentation générale
houduce-fils-e,Houduce fils,Émile Houduce fils,1,1,1,administrateur,1926,1926,Documentation générale
anderson-f,Anderson,Anderson,1,1,1,president,1926,1926,Documentation générale
belloir,Belloir,Belloir,1,1,1,administrateur_delegue,1926,1926,Documentation générale
ganvin,Ganvin,Ganvin,1,1,1,administrateur,1926,1926,Documentation générale
vasseur,Vasseur,Vasseur,1,1,1,administrateur,1926,1926,Documentation générale
haye,Haye,Haye,1,1,1,administrateur,1926,1926,Documentation générale
urtasum,Urtasum,Urtasum,1,1,1,administrateur,1937,1937,Documentation générale
legasse-f,Légasse,Ferdinand-Louis Légasse,1,1,1,administrateur,1937,1937,Documentation générale
alimentation,Alimentation,Alimentation,1,1,1,administrateur,1937,1937,Documentation générale
depot-des-messageries-hachette-gustave-dagort,Dépôt des messageries Hachette. Gustave Dagort,Dépôt des messageries Hachette. Gustave Dagort,1,1,1,administrateur,1937,1937,Documentation générale
vins,Vins,Vins,1,1,1,administrateur,1937,1937,Documentation générale
consign-folquet-freres,consign. Folquet frères,consign. Folquet frères,1,1,1,administrateur,1937,1937,Documentation générale
en-gros-c,en gros,Commerçants en gros,1,1,1,administrateur,1937,1937,Documentation générale
consign-a-derouet,consign. A. Dérouet,consign. A. Dérouet,1,1,1,administrateur,1937,1937,Documentation générale
constructeur-de-navires-v-d-gauvin,Constructeur de navires. V.-D. Gauvin,Constructeur de navires. V.-D. Gauvin,1,1,1,administrateur,1937,1937,Documentation générale
parfumerie,Parfumerie,Parfumerie,1,1,1,administrateur,1937,1937,Documentation générale
papeterie-henri-girardin,papeterie. Henri Girardin,papeterie. Henri Girardin,1,1,1,administrateur,1937,1937,Documentation générale
epicerie,Épicerie,Épicerie,1,1,1,administrateur,1937,1937,Documentation générale
