person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
blanchenay-h,baliakaraidin,1,1910,1910,administrateur,1
de-catelin-j,baliakaraidin,2,1906,1910,administrateur,1
ed-mille,baliakaraidin,1,1910,1910,administrateur,1
eugenidi-e,baliakaraidin,1,1910,1910,administrateur,1
fernandez-i,baliakaraidin,1,1910,1910,administrateur,1
mavrogordato-t,baliakaraidin,2,1906,1910,administrateur,1
pdt-is-fernandez,baliakaraidin,1,1906,1906,administrateur,1
rouzaud-t,baliakaraidin,2,1906,1910,administrateur,1
supplement-sur-les-colonies-francaises-d-afrique,baliakaraidin,1,1910,1910,administrateur,1
testa-c,baliakaraidin,1,1910,1910,administrateur,1
v-pdt-eustache-eugenidi,baliakaraidin,1,1906,1906,administrateur,1
agache-d,banquepaysorient,1,1925,1925,president,1
boudon-r-rene,banquepaysorient,1,1925,1925,president,1
carpentier-e,banquepaysorient,1,1925,1925,president,1
chauvy-e,banquepaysorient,1,1938,1938,administrateur,1
delpech-j,banquepaysorient,2,1925,1938,president,1
devies-m,banquepaysorient,2,1925,1938,president,1
e-guiffray,banquepaysorient,1,1925,1925,president,1
fabri-c,banquepaysorient,2,1925,1938,president,1
furst-a,banquepaysorient,2,1925,1938,president,1
grandjean-g,banquepaysorient,1,1925,1925,vice_president,1
guiffray-e,banquepaysorient,1,1938,1938,administrateur,1
l-epine-m,banquepaysorient,1,1925,1925,president,1
leroy-p,banquepaysorient,1,1938,1938,administrateur,1
level-e,banquepaysorient,1,1938,1938,administrateur,1
lorthiois-j,banquepaysorient,2,1925,1938,president,1
luquet-a,banquepaysorient,2,1925,1938,vice_president,1
menasche-j,banquepaysorient,1,1938,1938,administrateur,1
orosdi-l,banquepaysorient,1,1925,1925,president,1
petit-c,banquepaysorient,2,1925,1938,vice_president,1
allemands,consortiumconstantinople,1,1911,1911,administrateur,1
francais,consortiumconstantinople,1,1911,1911,administrateur,1
ou-hongrois-b,consortiumconstantinople,1,1911,1911,administrateur,1
boussac,cotonniereadana,1,1920,1920,administrateur,1
loisy,cotonniereadana,1,1920,1920,administrateur,1
regnault,cotonniereadana,1,1920,1920,administrateur,1
chalas,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
cottage-de-la-bocca,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
effendi-n,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
elzear-g,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
et-andre-vidal,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
gille-p,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
hamdy-bey-e,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
hotel-d-iena,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
l-intendant-general-fernand-bonnier,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
londres-e,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
sadi-bey-r,etudesreconstructionsmyrne,1,1923,1923,administrateur,1
abegg-arter-c,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
aubanel-l,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
barbiere-c,exploitationcheminsferorientaux,2,1931,1933,administrateur,1
barriere-c,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
berlin,exploitationcheminsferorientaux,1,1906,1906,administrateur,1
bey-b,exploitationcheminsferorientaux,1,1933,1933,administrateur,1
bey-m,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
bey-s,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
bousquet-h,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
charpentier-j,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
chemins-de-fer-orientaux,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
d-eclairage-m,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
d-electricite-a,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
devies,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
electrique-du-littoral-mediterraneen-e,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
electrique-du-maroc-e,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
electrique-du-sud-ouest-e,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
electrique-s,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
fabri-c,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
frey-j,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
gutmann-b,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
gwinner-a,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
helfferich-c,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
hydrauliques-e,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
kreyenbroeck-g,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
laroche-c,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
liharzik-f,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
marcus-h,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
maritime-de-caronte-e,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
marocaine-de-distribution-d-eau,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
marocains-de-mehedya-kenitra-p,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
morawitz-c,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
motrices-de-la-vis-f,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
navals-francais-c,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
p-wiedmann-c,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
pdt-ch-schrader,exploitationcheminsferorientaux,1,1906,1906,administrateur,1
rabat-sale,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
raux-f,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
rebuffel-c,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
schrader-o,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
stogermayer-c,exploitationcheminsferorientaux,1,1912,1912,administrateur,1
syndicale-des-forces-hydrauliques-c,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
thun-salm-o,exploitationcheminsferorientaux,1,1906,1906,administrateur,1
travaux-d-extreme-orient-g,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
travaux-de-marseille-g,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
travaux-en-beton-arme-g,exploitationcheminsferorientaux,1,1929,1929,administrateur,1
v-pdt-ch-abegg-arter,exploitationcheminsferorientaux,1,1906,1906,administrateur,1
von-neurath-l,exploitationcheminsferorientaux,1,1933,1933,administrateur,1
weyl-e,exploitationcheminsferorientaux,3,1929,1933,administrateur,1
auboyneau-g,financiereorient,1,1909,1909,administrateur,1
benac-a,financiereorient,1,1909,1909,administrateur,1
buron-g,financiereorient,2,1896,1898,administrateur,1
de-frondeville-f,financiereorient,1,1909,1909,administrateur,1
hahn,financiereorient,1,1898,1898,secretaire,0
henrotte,financiereorient,2,1896,1898,administrateur,1
isaac-de-camondo,financiereorient,1,1909,1909,administrateur,1
laurans-a,financiereorient,1,1909,1909,administrateur,1
lefranc,financiereorient,1,1898,1898,secretaire,0
lefranc-l,financiereorient,1,1898,1898,administrateur,1
mirabaud-a,financiereorient,1,1909,1909,administrateur,1
nagelmackers,financiereorient,2,1896,1898,administrateur,1
naville,financiereorient,2,1896,1898,president,1
naville-p,financiereorient,1,1909,1909,administrateur,1
ruiz-a,financiereorient,1,1909,1909,administrateur,1
