person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
deffes-j,Deffès,J. Deffès; Jules Deffès,4,4,7,administrateur,1907,1917,
genebrias-de-fredaigue-g,Genébrias de Fredaigue,Genébrias de Fredaigue; Génébrias de Fredaigue,3,3,5,administrateur,1910,1917,
auboyneau-g,Auboyneau,G. Auboyneau,3,3,3,administrateur,1903,1910,
pangiris-bey-s,Pangiris Bey,S. E. Pangiris Bey; S.E. Alexandre Pangiris Bey; S.E. Pangiris Bey,3,3,3,administrateur,1903,1910,
zarifi-l,Zarifi,L. Zarifi; Léonidas Zarifi,3,3,3,administrateur,1904,1910,
emond-r,Emond,Emond,2,2,11,administrateur,1897,1933,
haladjian-p,Haladjian,Haladjian; P. Haladjian,2,2,11,administrateur,1902,1933,
boutan,Boutan,Boutan,2,2,10,administrateur,1897,1933,
rey-a,Rey,A. Rey; Alexis Rey,2,2,9,administrateur,1907,1931,
is-fernandez,Is. Fernandez,Is. Fernandez,2,2,7,administrateur,1899,1933,
pissard-l,Pissard,L. Pissard; Léon Pissard,2,2,7,administrateur,1920,1940,
zarifi,Zarifi,Zarifi,2,2,7,administrateur,1897,1920,
fournier,Fournier,Fournier,2,2,6,administrateur,1897,1917,
wiener-h,Wiener,H. Wiener; Henri Wiener; Henry Wiener,2,2,6,administrateur,1907,1920,
devies,Devies,Devies,2,2,5,administrateur,1925,1938,
fabri-c,Fabri,C. Fabri; Ch. Fabri,2,2,5,administrateur,1925,1938,
bey-s,Bey,Sabbag bey; Seiffeddin Bey,2,2,4,administrateur,1929,1933,
bernard-a,Bernard,A. Bernard; André Bernard,2,2,4,administrateur,1897,1912,
laurans-a,Laurans,A. Laurans; Albert Laurans,2,2,4,administrateur,1909,1917,
thors-j,Thors,J. T. Thors; J. Thors; Joseph-Henri Thors,2,2,3,administrateur,1912,1914,
henrotte,[…] Henrotte,Henrotte; […] Henrotte,2,2,3,administrateur,1896,1898,
nagelmackers,Nagelmackers,Nagelmackers,2,2,3,administrateur,1896,1898,
sallandrouze-de-lamornais,Sallandrouze de Lamornais,Sallandrouze de Lamornais,2,2,3,administrateur,1909,1931,
rouzaud-t,Rouzaud,T. Rouzaud,2,2,2,administrateur,1899,1912,
arachtingi-j,Arachtingi,Arachtingi; J.-M. Arachtingi,2,2,2,administrateur,1914,1914,
menasche-j,Menasché,J. Menasché; J. Ménasché,2,2,2,administrateur,1938,1938,
naville-p,Naville,P. Naville,2,2,2,president,1903,1909,
mirabaud-a,Mirabaud,Albert Mirabaud,2,2,2,administrateur,1909,1909,
benac-a,Bénac,André Bénac,2,2,2,administrateur,1909,1909,
isaac-de-camondo,Isaac de Camondo,Isaac de Camondo,2,2,2,administrateur,1909,1909,
em-salem,Em. Salem,Em. Salem,1,1,8,administrateur,1912,1940,
volpi,Volpi,Volpi,1,1,7,administrateur,1914,1933,
smyrne,Smyrne,Smyrne,1,1,7,commissaire_aux_comptes,1914,1914,
naville-e,Naville,E.-A. Naville,1,1,6,administrateur,1912,1927,
pangyris-bey,Pangyris-Bey,Pangyris-Bey,1,1,6,administrateur,1912,1927,
robin,Robin,Robin,1,1,5,administrateur,1929,1940,
nevejans-p,Nevejans,P. Nevejans,1,1,5,administrateur,1929,1940,
roudy-a,Roudy,A. Roudy,1,1,5,administrateur,1929,1940,
briere-p,Brière,Brière,1,1,5,administrateur,1920,1933,
constantinople,Constantinople,Constantinople,2,1,5,commissaire_aux_comptes,1913,1914,
mavrogordato-a,Mavrogordato,A. Mavrogordato,1,1,4,administrateur,1914,1931,
urruty-f,Urruty,F. Urruty,1,1,4,administrateur,1931,1940,
weyl,Weyl,Weyl,1,1,4,administrateur,1920,1933,
nogara,Nogara,Nogara,1,1,4,administrateur,1923,1933,
eugenidi-e,Eugenidi,E. Eugenidi,1,1,3,administrateur,1912,1920,
