company_id_1,company_id_2,period,weight,shared_directors
frsephosphatesoceanie,phosphatesoceanie,1914_1929,10,bertrand-l; bouffe-g; carrier-m; f-gorchs-chacou; hersent-g; hersent-j; johnston-g; king-a; pilter-j; touze-e
comptoirsoceanie,cotonniereetablissementsoceanie,1914_1929,8,agache-e; eug-jacquey; froment-guieysse-g; gallois-c; h-picot; l-bertrand; lammens-l; luffer-a
cotonniereetablissementsoceanie,francotahitienne,1914_1929,6,agache-e; bertrand-l; froment-guieysse-g; gallois-c; lammens-l; picot-h
comptoirsoceanie,ilesmarquises,1914_1929,5,agache-e; froment-guieysse-g; gallois-c; h-picot; l-bertrand
cotonniereetablissementsoceanie,ilesmarquises,1914_1929,5,agache-e; froment-guieysse-g; gallois-c; h-picot; l-bertrand
comptoirsoceanie,francotahitienne,1914_1929,4,agache-e; froment-guieysse-g; gallois-c; lammens-l
concessionnaireportpapeete,phosphatesoceanie,1914_1929,4,bertrand-l; gorchs-chacou-f; johnston-g; mesnier-j
comptoirsoceanie,tahiti,1914_1929,4,chiris; chiris-g; cunisset-p; levy-e
cotonniereetablissementsoceanie,immobiliereagricoleoceanie,1914_1929,3,agache-e; froment-guieysse-g; picot-h
francotahitienne,ilesmarquises,1914_1929,3,agache-e; froment-guieysse-g; gallois-c
francotahitienne,immobiliereagricoleoceanie,1914_1929,3,agache-e; froment-guieysse-g; picot-h
agricolemopelia,comptoirsoceanie,1914_1929,3,chiris-g; flipo-p; levy-e
comptoirsoceanie,immobiliereagricoleoceanie,1914_1929,2,agache-e; froment-guieysse-g
concessionnaireportpapeete,cotonniereetablissementsoceanie,1914_1929,2,bertrand-l; froment-guieysse-g
concessionnaireportpapeete,francotahitienne,1914_1929,2,bertrand-l; froment-guieysse-g
ilesmarquises,immobiliereagricoleoceanie,1914_1929,2,agache-e; froment-guieysse-g
agricolemopelia,tahiti,1914_1929,2,chiris-g; levy-e
concessionnaireportpapeete,frsephosphatesoceanie,1914_1929,2,bertrand-l; johnston-g
concessionnaireportpapeete,navaleoceanie,1914_1929,1,ballande-a
comptoirsoceanie,concessionnaireportpapeete,1914_1929,1,froment-guieysse-g
concessionnaireportpapeete,ilesmarquises,1914_1929,1,froment-guieysse-g
concessionnaireportpapeete,immobiliereagricoleoceanie,1914_1929,1,froment-guieysse-g
cotonniereetablissementsoceanie,frsephosphatesoceanie,1914_1929,1,bertrand-l
cotonniereetablissementsoceanie,phosphatesoceanie,1914_1929,1,bertrand-l
francotahitienne,frsephosphatesoceanie,1914_1929,1,bertrand-l
francotahitienne,phosphatesoceanie,1914_1929,1,bertrand-l
agricolemopelia,ilesmarquises,1914_1929,1,tassy
frsephosphatesoceanie,immobiliereagricoleoceanie,1914_1929,1,touze-e
immobiliereagricoleoceanie,phosphatesoceanie,1914_1929,1,touze-e
frsephosphatesoceanie,phosphatesoceanie,1930_1944,6,bertrand-l; hersent-j; johnston-g; king-a; pilter-j; touze-e
