company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
frsephosphatesoceanie,phosphatesoceanie,Cie frse des PHOSPHATES de l'OCÉANIE,Compagnie française des Phosphates de l'Océanie,14,balding-b; bertrand-l; bouffe-g; carrier; carrier-m; galoppe-r; gorchs-chacou-f; hersent-g; hersent-g-georges; hersent-j; johnston-g; king-a; pilter-j; touze-e
comptoirsoceanie,cotonniereetablissementsoceanie,Comptoirs français d’Océanie,Société Cotonnière des Établissements français de l’Océanie,8,agache-e; bertrand-l; eug-jacquey; froment-guieysse-g; gallois-c; lammens-l; luffer-a; picot-h
comptoirsoceanie,francotahitienne,Comptoirs français d’Océanie,Compagnie Franco-Tahitienne,6,agache-e; bertrand-l; froment-guieysse-g; gallois-c; lammens-l; picot-h
cotonniereetablissementsoceanie,francotahitienne,Société Cotonnière des Établissements français de l’Océanie,Compagnie Franco-Tahitienne,6,agache-e; bertrand-l; froment-guieysse-g; gallois-c; lammens-l; picot-h
comptoirsoceanie,ilesmarquises,Comptoirs français d’Océanie,Société Française des îles Marquises,5,agache-e; bertrand-l; froment-guieysse-g; gallois-c; picot-h
cotonniereetablissementsoceanie,ilesmarquises,Société Cotonnière des Établissements français de l’Océanie,Société Française des îles Marquises,5,agache-e; bertrand-l; froment-guieysse-g; gallois-c; picot-h
francotahitienne,ilesmarquises,Compagnie Franco-Tahitienne,Société Française des îles Marquises,5,agache-e; bertrand-l; froment-guieysse-g; gallois-c; picot-h
concessionnaireportpapeete,phosphatesoceanie,Cie concessionnaire du port de Papeete,Compagnie française des Phosphates de l'Océanie,4,bertrand-l; gorchs-chacou-f; johnston-g; mesnier-j
comptoirsoceanie,immobiliereagricoleoceanie,Comptoirs français d’Océanie,Compagnie Immobilière et Agricole de l'Océanie,4,agache-e; froment-guieysse-g; marquises; picot-h
comptoirsoceanie,tahiti,Comptoirs français d’Océanie,Compagnie Française de Tahiti,4,chiris; chiris-g; cunisset-p; levy-e-edmond
concessionnaireportpapeete,portpapeeteetudes,Cie concessionnaire du port de Papeete,"Port de Papeete (Société d'études, puis concessionnaire du)",3,hivonnait-p; ristelhueber-p; roume-e
concessionnaireportpapeete,frsephosphatesoceanie,Cie concessionnaire du port de Papeete,Cie frse des PHOSPHATES de l'OCÉANIE,3,bertrand-l; gorchs-chacou-f; johnston-g
cotonniereetablissementsoceanie,immobiliereagricoleoceanie,Société Cotonnière des Établissements français de l’Océanie,Compagnie Immobilière et Agricole de l'Océanie,3,agache-e; froment-guieysse-g; picot-h
francotahitienne,immobiliereagricoleoceanie,Compagnie Franco-Tahitienne,Compagnie Immobilière et Agricole de l'Océanie,3,agache-e; froment-guieysse-g; picot-h
ilesmarquises,immobiliereagricoleoceanie,Société Française des îles Marquises,Compagnie Immobilière et Agricole de l'Océanie,3,agache-e; froment-guieysse-g; picot-h
agricolemopelia,comptoirsoceanie,Société agricole de Mopélia,Comptoirs français d’Océanie,3,chiris-g; flipo-p; levy-e-edmond
comptoirsoceanie,concessionnaireportpapeete,Comptoirs français d’Océanie,Cie concessionnaire du port de Papeete,2,bertrand-l; froment-guieysse-g
concessionnaireportpapeete,cotonniereetablissementsoceanie,Cie concessionnaire du port de Papeete,Société Cotonnière des Établissements français de l’Océanie,2,bertrand-l; froment-guieysse-g
concessionnaireportpapeete,francotahitienne,Cie concessionnaire du port de Papeete,Compagnie Franco-Tahitienne,2,bertrand-l; froment-guieysse-g
concessionnaireportpapeete,ilesmarquises,Cie concessionnaire du port de Papeete,Société Française des îles Marquises,2,bertrand-l; froment-guieysse-g
agricolemopelia,tahiti,Société agricole de Mopélia,Compagnie Française de Tahiti,2,chiris-g; levy-e-edmond
concessionnaireportpapeete,navaleoceanie,Cie concessionnaire du port de Papeete,Compagnie Navale de l'Océanie,1,ballande-a
comptoirsoceanie,frsephosphatesoceanie,Comptoirs français d’Océanie,Cie frse des PHOSPHATES de l'OCÉANIE,1,bertrand-l
comptoirsoceanie,phosphatesoceanie,Comptoirs français d’Océanie,Compagnie française des Phosphates de l'Océanie,1,bertrand-l
cotonniereetablissementsoceanie,frsephosphatesoceanie,Société Cotonnière des Établissements français de l’Océanie,Cie frse des PHOSPHATES de l'OCÉANIE,1,bertrand-l
cotonniereetablissementsoceanie,phosphatesoceanie,Société Cotonnière des Établissements français de l’Océanie,Compagnie française des Phosphates de l'Océanie,1,bertrand-l
francotahitienne,frsephosphatesoceanie,Compagnie Franco-Tahitienne,Cie frse des PHOSPHATES de l'OCÉANIE,1,bertrand-l
francotahitienne,phosphatesoceanie,Compagnie Franco-Tahitienne,Compagnie française des Phosphates de l'Océanie,1,bertrand-l
frsephosphatesoceanie,ilesmarquises,Cie frse des PHOSPHATES de l'OCÉANIE,Société Française des îles Marquises,1,bertrand-l
ilesmarquises,phosphatesoceanie,Société Française des îles Marquises,Compagnie française des Phosphates de l'Océanie,1,bertrand-l
concessionnaireportpapeete,immobiliereagricoleoceanie,Cie concessionnaire du port de Papeete,Compagnie Immobilière et Agricole de l'Océanie,1,froment-guieysse-g
agricolemopelia,ilesmarquises,Société agricole de Mopélia,Société Française des îles Marquises,1,tassy
frsephosphatesoceanie,immobiliereagricoleoceanie,Cie frse des PHOSPHATES de l'OCÉANIE,Compagnie Immobilière et Agricole de l'Océanie,1,touze-e
immobiliereagricoleoceanie,phosphatesoceanie,Compagnie Immobilière et Agricole de l'Océanie,Compagnie française des Phosphates de l'Océanie,1,touze-e
