person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
chiris-g,agricolemopelia,2,1923,1926,president,1
dite-s-p-e-s,agricolemopelia,1,1923,1923,administrateur,1
flige-p,agricolemopelia,1,1923,1923,administrateur,1
flipo-p,agricolemopelia,1,1926,1926,administrateur,1
francais-d-oceanie-c,agricolemopelia,1,1926,1926,administrateur,1
levy-e-edmond,agricolemopelia,2,1923,1926,administrateur_delegue,1
paris,agricolemopelia,1,1923,1923,administrateur,1
rocca,agricolemopelia,1,1923,1923,administrateur,1
tassy,agricolemopelia,2,1923,1926,administrateur,1
chabeau-j,commercialeilespacifique,1,1937,1937,administrateur_delegue,1
mackintosh-a,commercialeilespacifique,1,1937,1937,gerant,0
venture-l,commercialeilespacifique,1,1937,1937,president,1
agache-e,comptoirsoceanie,1,1922,1922,administrateur,1
bertrand-l,comptoirsoceanie,1,1922,1922,administrateur,1
chiris,comptoirsoceanie,1,1918,1918,administrateur,1
chiris-g,comptoirsoceanie,5,1921,1926,president,1
cunisset-p,comptoirsoceanie,5,1921,1926,administrateur,1
eug-jacquey,comptoirsoceanie,1,1922,1922,administrateur,1
flipo,comptoirsoceanie,1,1918,1918,administrateur,1
flipo-p,comptoirsoceanie,5,1921,1926,administrateur,1
froment-guieysse-g,comptoirsoceanie,1,1922,1922,administrateur,1
gallois-c,comptoirsoceanie,1,1922,1922,administrateur,1
lammens-l,comptoirsoceanie,1,1922,1922,administrateur,1
levy-e-edmond,comptoirsoceanie,4,1921,1926,administrateur,1
luffer-a,comptoirsoceanie,1,1922,1922,administrateur,1
marquises,comptoirsoceanie,1,1925,1925,president,1
paulin-c,comptoirsoceanie,4,1921,1926,administrateur,1
picot-h,comptoirsoceanie,1,1922,1922,president,1
rocca-j,comptoirsoceanie,3,1921,1925,administrateur,1
tuamotou,comptoirsoceanie,1,1925,1925,president,1
babeau-a,concessionnaireportpapeete,3,1922,1926,administrateur,1
ballande,concessionnaireportpapeete,2,1922,1922,administrateur,1
ballande-a,concessionnaireportpapeete,1,1926,1926,administrateur,1
bertrand-l,concessionnaireportpapeete,2,1922,1926,administrateur,1
brouillet,concessionnaireportpapeete,1,1922,1922,administrateur,1
brouillet-r,concessionnaireportpapeete,1,1926,1926,administrateur,1
froment-guieysse-g,concessionnaireportpapeete,2,1922,1926,administrateur,1
geraud-l,concessionnaireportpapeete,1,1926,1926,administrateur,1
gorchs-chacou-f,concessionnaireportpapeete,1,1926,1926,administrateur,1
guillain-m,concessionnaireportpapeete,1,1926,1926,administrateur,1
hivonnait-p,concessionnaireportpapeete,2,1922,1922,vice_president,1
johnston,concessionnaireportpapeete,2,1922,1922,administrateur,1
johnston-g,concessionnaireportpapeete,1,1926,1926,administrateur,1
mesnier-j,concessionnaireportpapeete,2,1922,1922,administrateur,1
quellennec-e,concessionnaireportpapeete,1,1926,1926,vice_president,1
ristelhueber-p,concessionnaireportpapeete,2,1922,1922,administrateur,1
roume,concessionnaireportpapeete,2,1922,1922,president,1
roume-e,concessionnaireportpapeete,1,1926,1926,president,1
waldeck-rousseau-r,concessionnaireportpapeete,2,1922,1922,administrateur,1
agache-e,cotonniereetablissementsoceanie,2,1926,1928,administrateur,1
bertrand-l,cotonniereetablissementsoceanie,2,1926,1928,administrateur,1
eug-jacquey,cotonniereetablissementsoceanie,2,1926,1928,administrateur,1
froment-guieysse-g,cotonniereetablissementsoceanie,2,1926,1928,administrateur_delegue,1
gallois-c,cotonniereetablissementsoceanie,2,1926,1928,administrateur,1
laeuffer-a,cotonniereetablissementsoceanie,1,1926,1926,administrateur,1
lammens-l,cotonniereetablissementsoceanie,2,1926,1928,administrateur,1
luffer-a,cotonniereetablissementsoceanie,1,1928,1928,administrateur,1
picot-h,cotonniereetablissementsoceanie,2,1926,1928,president,1
agache-e,francotahitienne,4,1922,1926,administrateur,1
baille-j,francotahitienne,2,1922,1923,administrateur,1
baille-l,francotahitienne,1,1925,1925,president,1
bertrand-l,francotahitienne,4,1922,1926,administrateur,1
de-cossette,francotahitienne,1,1926,1926,administrateur,1
de-lafaulotte-a-alexandre,francotahitienne,1,1926,1926,administrateur,1
de-valcourt-e,francotahitienne,2,1922,1926,administrateur,1
ed-raoul-duval,francotahitienne,1,1923,1923,administrateur,1
froment-guieysse-g,francotahitienne,4,1922,1926,administrateur_delegue,1
gallois-c,francotahitienne,3,1922,1925,administrateur,1
lammens-l,francotahitienne,3,1922,1925,administrateur,1
leplus-p,francotahitienne,4,1922,1926,administrateur,1
picot-h,francotahitienne,5,1922,1926,president,1
quertier-d,francotahitienne,3,1922,1925,administrateur,1
raoul-duval,francotahitienne,2,1922,1925,administrateur,1
steinmann-h,francotahitienne,4,1922,1926,administrateur,1
texier-l,francotahitienne,1,1926,1926,administrateur,1
balding-b,frsephosphatesoceanie,1,1938,1938,administrateur,1
barnet-herts-h,frsephosphatesoceanie,1,1925,1925,president,1
bertrand-l,frsephosphatesoceanie,2,1925,1938,administrateur_delegue,1
bouffe-c,frsephosphatesoceanie,1,1938,1938,administrateur,1
bouffe-g,frsephosphatesoceanie,1,1925,1925,president,1
carrier,frsephosphatesoceanie,1,1938,1938,administrateur,1
carrier-m,frsephosphatesoceanie,1,1925,1925,president,1
crozier-p,frsephosphatesoceanie,2,1925,1938,president,1
galoppe-r,frsephosphatesoceanie,1,1925,1925,president,1
gorchs-chacou-f,frsephosphatesoceanie,1,1925,1925,administrateur,1
hersent-g,frsephosphatesoceanie,1,1938,1938,president,1
hersent-g-georges,frsephosphatesoceanie,1,1925,1925,president,1
hersent-j,frsephosphatesoceanie,2,1925,1938,president,1
house-n,frsephosphatesoceanie,1,1925,1925,president,1
johnston-g,frsephosphatesoceanie,2,1925,1938,president,1
king-a,frsephosphatesoceanie,2,1925,1938,president,1
neuilly,frsephosphatesoceanie,1,1925,1925,administrateur,1
park-r,frsephosphatesoceanie,1,1925,1925,president,1
pilter-j,frsephosphatesoceanie,2,1925,1938,vice_president,1
street-s,frsephosphatesoceanie,1,1925,1925,president,1
touze-e,frsephosphatesoceanie,2,1925,1938,president,1
vente-de-phosphates,frsephosphatesoceanie,1,1925,1925,president,1
agache-e,ilesmarquises,2,1922,1922,administrateur,1
bertrand-l,ilesmarquises,2,1922,1922,administrateur,1
ed-de-valcourt,ilesmarquises,2,1922,1922,administrateur,1
froment-guieysse-g,ilesmarquises,2,1922,1922,administrateur,1
gallois-c,ilesmarquises,2,1922,1922,administrateur,1
pelleray-e,ilesmarquises,2,1922,1922,administrateur,1
picot-h,ilesmarquises,2,1922,1922,president,1
rosalie-de-roux,ilesmarquises,1,1922,1922,administrateur,1
tassy,ilesmarquises,1,1922,1922,administrateur,1
agache-e,immobiliereagricoleoceanie,2,1928,1938,administrateur,1
bonhoure-a,immobiliereagricoleoceanie,1,1928,1928,administrateur,1
cocoteraies-a-tahiti,immobiliereagricoleoceanie,1,1938,1938,vice_president,1
froment-guieysse-g,immobiliereagricoleoceanie,1,1928,1928,administrateur,1
gouverneur-a-bonhoure,immobiliereagricoleoceanie,1,1938,1938,vice_president,1
gouverneur-g-julien,immobiliereagricoleoceanie,1,1938,1938,vice_president,1
julien-g,immobiliereagricoleoceanie,1,1928,1928,administrateur,1
marquises,immobiliereagricoleoceanie,1,1938,1938,vice_president,1
picot-h,immobiliereagricoleoceanie,2,1928,1938,administrateur,1
sigogne-l,immobiliereagricoleoceanie,2,1928,1938,administrateur,1
touze-e,immobiliereagricoleoceanie,2,1928,1938,administrateur,1
ballande-a,navaleoceanie,1,1922,1922,administrateur,1
chavane-l,navaleoceanie,1,1922,1922,administrateur,1
larcher,navaleoceanie,1,1922,1922,administrateur,1
leveque-p,navaleoceanie,1,1922,1922,administrateur,1
soula-a,navaleoceanie,1,1922,1922,administrateur,1
tandonnet-p,navaleoceanie,1,1922,1922,administrateur,1
van-bree-f,navaleoceanie,1,1922,1922,administrateur,1
agnew-a,petrolesshellilesfrancaisespacifique,1,1937,1937,administrateur,1
brylinski-a,petrolesshellilesfrancaisespacifique,1,1937,1937,administrateur,1
coll-n,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
com-e-martin,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
coprah,petrolesshellilesfrancaisespacifique,4,1951,1951,administrateur,1
couture,petrolesshellilesfrancaisespacifique,1,1937,1937,gerant,0
frogier-p,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
gastu-j,petrolesshellilesfrancaisespacifique,1,1937,1937,administrateur,1
general-a,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
generales-m,petrolesshellilesfrancaisespacifique,2,1937,1951,gerant,1
godber-f,petrolesshellilesfrancaisespacifique,1,1937,1937,administrateur,1
grojant,petrolesshellilesfrancaisespacifique,1,1937,1937,gerant,0
guerin-l,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
import,petrolesshellilesfrancaisespacifique,2,1937,1951,gerant,1
legh-jones-g,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
negociants-papeete-j-atem,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
papeete,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
peinture,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
tissus,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
vanille,petrolesshellilesfrancaisespacifique,2,1951,1951,administrateur,1
vidal-j,petrolesshellilesfrancaisespacifique,1,1951,1951,administrateur,1
wallut-a,petrolesshellilesfrancaisespacifique,1,1937,1937,administrateur,1
arundel-j,phosphatesoceanie,1,1925,1925,administrateur,1
balding-b,phosphatesoceanie,12,1921,1940,administrateur,1
bertrand-l,phosphatesoceanie,12,1921,1948,president,1
bouffe-g,phosphatesoceanie,14,1926,1953,administrateur,1
carrier,phosphatesoceanie,4,1921,1929,administrateur,1
carrier-m,phosphatesoceanie,1,1926,1926,administrateur,1
dickinson-a,phosphatesoceanie,1,1927,1927,administrateur,1
dubois-j,phosphatesoceanie,1,1953,1953,president,1
et-touze,phosphatesoceanie,1,1929,1929,administrateur_delegue,1
ewart-j,phosphatesoceanie,2,1925,1927,administrateur,1
faure-a,phosphatesoceanie,2,1951,1951,president,1
galoppe-r,phosphatesoceanie,1,1929,1929,administrateur,1
gorchs-chacou-f,phosphatesoceanie,4,1921,1927,administrateur,1
grand-g,phosphatesoceanie,1,1937,1937,administrateur,1
h-muir-r,phosphatesoceanie,2,1951,1951,vice_president,1
hersent,phosphatesoceanie,2,1945,1948,administrateur,1
hersent-g,phosphatesoceanie,7,1927,1945,administrateur,1
hersent-g-georges,phosphatesoceanie,2,1925,1926,president,1
hersent-j,phosphatesoceanie,12,1921,1940,administrateur,1
hersent-m,phosphatesoceanie,2,1951,1951,vice_president,1
johnston-g,phosphatesoceanie,14,1921,1953,administrateur,1
king-a,phosphatesoceanie,10,1926,1948,administrateur,1
kurg-a,phosphatesoceanie,1,1929,1929,administrateur,1
marceron-m,phosphatesoceanie,9,1929,1948,administrateur,1
mesnier-j,phosphatesoceanie,1,1925,1925,administrateur,1
moquet-l,phosphatesoceanie,3,1937,1951,administrateur,1
outhenin-chalandre-h,phosphatesoceanie,2,1951,1951,administrateur,1
ph-crozier,phosphatesoceanie,9,1921,1945,administrateur,1
ph-crozier-probablement-rene-brouillet,phosphatesoceanie,1,1922,1922,administrateur,1
pilter-j,phosphatesoceanie,9,1921,1933,administrateur,1
regismanset-c,phosphatesoceanie,2,1933,1937,administrateur,1
t-balding-b,phosphatesoceanie,2,1951,1951,administrateur,1
taraud-a,phosphatesoceanie,1,1922,1922,vice_president,1
th-balding-b,phosphatesoceanie,1,1948,1948,administrateur,1
touze-e,phosphatesoceanie,14,1921,1951,president,1
vanson-a,phosphatesoceanie,3,1940,1953,administrateur,1
woss-h,phosphatesoceanie,1,1925,1925,administrateur,1
dewisme-j,portpapeeteetudes,1,1910,1910,administrateur,1
hivonnait-p,portpapeeteetudes,1,1910,1910,administrateur,1
kunkler-l,portpapeeteetudes,1,1910,1910,administrateur,1
ristelhueber-p,portpapeeteetudes,1,1910,1910,administrateur,1
roume-e,portpapeeteetudes,1,1910,1910,administrateur,1
a-chiris-l,tahiti,2,1951,1951,president,1
admin-dir-edmond-levy,tahiti,1,1914,1914,administrateur,1
chiris,tahiti,1,1914,1914,administrateur,1
chiris-g,tahiti,5,1914,1937,president,1
cunisset-p,tahiti,5,1914,1937,administrateur,1
guibourt-g,tahiti,2,1936,1937,administrateur_delegue,1
herve-r,tahiti,2,1951,1951,administrateur,1
levy,tahiti,3,1914,1922,administrateur,1
levy-e-edmond,tahiti,6,1914,1951,administrateur,1
mayer-r,tahiti,1,1926,1926,administrateur,1
papeete,tahiti,1,1928,1928,administrateur,1
pfeiffer-c-claude,tahiti,2,1951,1951,administrateur,1
raffard,tahiti,1,1914,1914,administrateur,1
raffard-w,tahiti,3,1914,1926,administrateur,1
rouff-j,tahiti,1,1914,1914,administrateur,1
beatty-h,vapeurstahitiens,1,1922,1922,administrateur,1
meunier-a,vapeurstahitiens,1,1922,1922,administrateur,1
polier-l,vapeurstahitiens,1,1922,1922,administrateur,1
