company_id,name,sectors,n_ties,n_directors,first_year,last_year
agriculturecommerceindustrieafrique,"Cie d'Agriculture, de commerce et d'industrie d’Afrique",Agro-alimentaire,26,18,1922,1951
culturesbananeraieskinsan,Société des Cultures et bananeraies du Kin-San,Agro-alimentaire,15,15,1927,1951
agricoleguinee,"Cie Agricole de la Guinée française, puis Agricole de Guinée",Agro-alimentaire,22,14,1923,1938
grandstravauxafricains,Grands Travaux africains,Industrie,14,13,1926,1936
miniereguinee,Compagnie Minière de la Guinée française,Mines,23,12,1920,1947
minessiguiri,Compagnie des Mines de Siguiri,Mines,11,9,1922,1924
minierekobabalato,Société Minière du Koba de Balato,Mines,9,9,1908,1908
garrigueschichignoud,"Garrigues, Chichignoud et Cie",Commerce,13,8,1923,1925
bananeriesafricaines,Bananeries africaines,Agro-alimentaire,12,8,1929,1938
camayenne,La Camayenne,Agro-alimentaire,10,8,1909,1909
plantationsguineesanankoroni,"Plantations de la Guinée française, Sanankoroni",Agro-alimentaire,8,8,1939,1939
kobatatema,"Société du Koba, Tatéma",Agro-alimentaire,8,8,1948,1948
huileriesrizeriesguinee,Société des Huileries-rizeries de Guinée,Agro-alimentaire,12,7,1922,1922
yoniakolente,La Yonia-Kolenté,Agro-alimentaire,10,7,1936,1950
exploitationsminieresafriqueoccidentale,Exploitations minières en Afrique Occidentale,Mines,8,7,1935,1935
guineenneculture,Société Guinéenne de Culture,Agro-alimentaire,7,7,1930,1930
lyonnaisegisementsauriferesguinee,Compagnie des Lyonnaise des Gisements aurifères en Guinée,Mines,7,7,1908,1908
guineennerecherchesexploitationsminieres,Société Guinéenne de Recherches et d'exploitations minières,Mines,7,6,1939,1950
miniereconakry,Compagnie Minière de Conakry,Agro-alimentaire,6,6,,
mineshauteguinee,Société des Mines de la Haute-Guinée,Mines,6,6,1907,1907
industriellecommercialeagricoleguinee,"Société Industrielle, Commerciale et Agricole de la Guinée Française",Commerce,6,6,1922,1922
recherchesminieresafriqueoccidentale,Société de Recherches minières de l'Afrique Occidentale,Mines,6,5,1909,1909
colonialeexportation,Cie coloniale d'exportation,Commerce,5,5,1922,1922
rouchard,"Rouchard, puis S.A. des Éts Rouchard",Commerce,4,4,1932,1932
unioncomptoirsoutremer,Union des comptoirs d'outre-mer,Commerce,16,3,,
plantationscaoutchoucriocompony,Société de Plantations de caoutchouc du Rio-Compony,Agro-alimentaire,3,3,1900,1900
commercialeagricoleguinee,Société Commerciale et agricole de Guinée,Agro-alimentaire,3,3,1951,1951
colonialefoutadjalon,Société Coloniale du Fouta-Djalon,Commerce,2,2,1919,1919
minierecolonialeouestafricain,Société Minière et coloniale de l'Ouest-Africain,Mines,3,1,1913,1913
constantinfrere,Constantin et frère,,13,0,1951,1951
bananeraiesguineennes,Société des Bananeraies guinéennes,Agro-alimentaire,3,0,1927,1927
entreprisemorosini,Entreprise Morosini,Industrie,2,0,1888,1888
