person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
baer-e,Baer,Edgar Baer,2,2,3,administrateur,1935,1950,Mines
delmas-p,Delmas,Pierre Delmas,2,2,2,administrateur,1938,1951,Agro-alimentaire
auxiliaire-africaine-s,auxiliaire africaine. 4,Sté auxiliaire africaine; Sté auxiliaire africaine. 4,2,2,2,administrateur,1938,1951,Agro-alimentaire
lamaiziere-l,Lamaizière,Lamaizière,2,2,2,president,1908,1908,Mines
lethel-t,Léthel,Léthel; Th Lethel,2,2,2,administrateur,1908,1908,Mines
de-breteuil-c,de Breteuil,Charles de Breteuil,2,2,2,administrateur_delegue,1935,1939,Mines
bryce-doyle-d,Bryce Doyle,Donald Bryce Doyle,2,2,2,administrateur,1935,1939,Mines
c-drosso,C Drosso,C Drosso,2,2,2,administrateur,1922,1922,Mines
collignon-e,Collignon,Collignon,2,2,2,administrateur,1907,1908,Mines
mollet-h,Mollet,H. Mollet; Henry Mollet,2,2,2,administrateur,1907,1908,Mines
burrage-r,Burrage,Russel Burrage; Russell Burrage,1,1,5,administrateur,1920,1947,Mines
garnier-g,Garnier,Gérard Garnier,1,1,4,administrateur,1920,1933,Mines
de-la-bouglise-r,de la Bouglise,Robert de La Bouglise; Robert de la Bouglise,1,1,4,administrateur,1921,1947,Mines
robert-g,Robert,Georges Robert,1,1,3,administrateur,1923,1938,Agro-alimentaire
accambray-l,Accambray,Accambray; Léon Accambray,1,1,3,administrateur,1922,1922,Agro-alimentaire
cosnier-h,Cosnier,Cosnier; Henri Cosnier,1,1,3,administrateur,1922,1922,Agro-alimentaire
poizat-e,Poizat,Ernest Poizat; Poizat,1,1,3,administrateur,1922,1922,Agro-alimentaire
petitjean,Petitjean,Petitjean,2,1,2,gerant,1927,1951,Agro-alimentaire
d-alauzier-l,d'Alauzier,Louis d'Alauzier,1,1,2,administrateur,1923,1938,Agro-alimentaire
adriaensen-l,Adriaensen,Louis Adriaensen,1,1,2,administrateur,1923,1938,Agro-alimentaire
delubac-a,Delubac,Auguste Delubac,1,1,2,administrateur,1923,1938,Agro-alimentaire
de-camaret-h,de Camaret,Henri de Camaret,1,1,2,administrateur,1923,1938,Agro-alimentaire
meriadec-du-plessix-quenquis,Mériadec du Plessix-Quenquis,Mériadec du Plessix-Quenquis,1,1,2,administrateur,1923,1938,Agro-alimentaire
de-gheest-j,de Gheest,Joseph de Gheest,1,1,2,administrateur,1923,1938,Agro-alimentaire
o-quin-p,O'Quin,P. O'Quin,1,1,2,administrateur_delegue,1933,1938,Agro-alimentaire
delmas-r,Delmas,Robert Delmas,1,1,2,administrateur,1933,1938,Agro-alimentaire
loste-h,Loste,H. Loste,1,1,2,administrateur,1933,1938,Agro-alimentaire
freres-m,frères,Maurel frères,1,1,2,administrateur,1933,1938,Agro-alimentaire
beynis-g,Beynis,Georges Beynis,1,1,2,administrateur,1922,1922,Agro-alimentaire
de-la-bouglise-m,de La Bouglise,Maurice de La Bouglise,1,1,2,administrateur,1933,1947,Mines
guillard-p,Guillard,Paul Guillard,1,1,2,administrateur,1926,1936,Industrie
bernard-l,Bernard,Louis Bernard,1,1,2,administrateur,1923,1925,Commerce
chaveton-h,Chaveton,Henri Chaveton,1,1,2,administrateur,1923,1925,Commerce
dausset-l,Dausset,Louis Dausset,1,1,2,administrateur,1923,1925,Commerce
delarbre-a,Delarbre,Alfred Delarbre,1,1,2,administrateur,1923,1925,Commerce
boutal-f,Boutal,Fernand Boutal,1,1,2,administrateur,1922,1922,Agro-alimentaire
fourneau-l,Fourneau,Lucien Fourneau,1,1,2,administrateur,1922,1922,Agro-alimentaire
legrand-j,Legrand,Jean Legrand,1,1,2,administrateur,1922,1922,Agro-alimentaire
legrand-r,Legrand,René Legrand,1,1,2,administrateur,1922,1922,Agro-alimentaire
loisy-x,Loisy,Xavier Loisy,1,1,2,administrateur,1922,1922,Agro-alimentaire
guiraud-j,Guiraud,J. Guiraud; Joseph Guiraud,1,1,2,administrateur,1909,1909,Agro-alimentaire
guiraud-e,Guiraud,E. Guiraud; Ernest Guiraud,1,1,2,administrateur,1909,1909,Agro-alimentaire
serre-e,Serre,E. Serre; Édouard Serre,1,1,2,administrateur,1909,1909,Agro-alimentaire
chevrillon-l,Chevrillon,Louis Chevrillon,1,1,2,president,1935,1935,Mines
chopy,Chopy,Chopy,1,1,2,administrateur,1922,1924,Mines
hunebelle,Hunebelle,Hunebelle,1,1,2,administrateur,1922,1924,Mines
barbier-l,Barbier,L. Barbier; Louis Barbier,1,1,2,administrateur,1909,1909,Mines
boyer-e,Boyer,E. Boyer; Edmond Boyer,1,1,2,administrateur,1909,1909,Mines
hieulle-e,Hieulle. 1,E. Hieulle. 1; Edmond Hieulle,1,1,2,administrateur,1909,1909,Mines
carnot-l,Carnot,Lazare Carnot,1,1,2,administrateur,1936,1950,Agro-alimentaire
froissart-l,Froissart,Louis Froissart,1,1,2,administrateur,1936,1950,Agro-alimentaire
le-bret-r,Le Bret,René Le Bret,1,1,2,administrateur,1936,1950,Agro-alimentaire
ullens-de-schooten-m,Ullens de Schooten,Marcel Ullens de Schooten,1,1,1,administrateur,1923,1923,Agro-alimentaire
et-raoul-woycikowsky,et Raoul Woycikowsky,et Raoul Woycikowsky,1,1,1,administrateur,1923,1923,Agro-alimentaire
de-schooten-m,de Schooten,Marcel de Schooten,1,1,1,administrateur,1938,1938,Agro-alimentaire
woycitowsky-r,Woycitowsky,Raoul Woycitowsky,1,1,1,administrateur,1938,1938,Agro-alimentaire
d-alauzier-m,d'Alauzier,Maurice d'Alauzier,1,1,1,president,1937,1937,Agro-alimentaire
d-alauzier-j,d'Alauzier,Joseph d'Alauzier,1,1,1,administrateur,1937,1937,Agro-alimentaire
de-chatellus-p,de Chatellus,Pierre de Chatellus,1,1,1,administrateur,1937,1937,Agro-alimentaire
mahe,Mahé,Mahé,1,1,1,president,1927,1927,Agro-alimentaire
pezon-j,Pezon,Pezon,1,1,1,administrateur_delegue,1927,1927,Agro-alimentaire
croze-h,Croze,Croze,1,1,1,administrateur,1927,1927,Agro-alimentaire
kempf-a,Kempf,Kempf,1,1,1,administrateur,1927,1927,Agro-alimentaire
kyriacopoulos,Kyriacopoulos,Kyriacopoulos,1,1,1,administrateur,1927,1927,Agro-alimentaire
de-lestrade,de Lestrade,de Lestrade,1,1,1,administrateur,1927,1927,Agro-alimentaire
vautier,Vautier,Vautier,1,1,1,administrateur,1927,1927,Agro-alimentaire
vendus-en-france,vendus en France,vendus en France,1,1,1,administrateur,1930,1930,Agro-alimentaire
sise-a-korofindi,sise à Korofindi,sise à Korofindi,1,1,1,administrateur,1930,1930,Agro-alimentaire
michel,Michel,Michel,1,1,1,administrateur,1930,1930,Agro-alimentaire
huelva,Huelva,Huelva,1,1,1,president,1951,1951,Agro-alimentaire
d-industries-agricoles-n,d'industries agricoles],Nossybéenne d'industries agricoles],1,1,1,president,1951,1951,Agro-alimentaire
lefevre,Lefèvre,Lefèvre,1,1,1,administrateur,1951,1951,Agro-alimentaire
tournadour-p,Tournadour,Pierre Tournadour,1,1,1,administrateur,1951,1951,Agro-alimentaire
p-forveille-imprimeur-de-titres-paris-rodez,? P. Forveille imprimeur de titres Paris-Rodez,? P. Forveille imprimeur de titres Paris-Rodez,1,1,1,administrateur,1929,1929,Agro-alimentaire
fouque-r,Fouque,Robert Fouque,1,1,1,administrateur,1933,1933,Agro-alimentaire
gheerbant,Gheerbant,Gheerbant,1,1,1,administrateur,1922,1922,Agro-alimentaire
beynis,Beynis,Beynis,1,1,1,administrateur,1922,1922,Agro-alimentaire
dreyfuss,Dreyfuss,Dreyfuss,1,1,1,administrateur,1922,1922,Agro-alimentaire
loi,Loi,Loi,1,1,1,administrateur,1922,1922,Agro-alimentaire
jehan-laurent-accambray,Jehan-Laurent Accambray,Jehan-Laurent Accambray,1,1,1,administrateur,1922,1922,Agro-alimentaire
publiciste-a-paris,publiciste à Paris,publiciste à Paris,1,1,1,administrateur,1922,1922,Agro-alimentaire
dreyfus-sic-dreifuss-s,Dreyfus [sic: Dreifuss,Sali Dreyfus [sic: Dreifuss,1,1,1,administrateur,1922,1922,Agro-alimentaire
dreifuss-s,Dreifuss,Sali Dreifuss,1,1,1,administrateur,1922,1922,Agro-alimentaire
gheerbrandt-j,Gheerbrandt,Jehan Gheerbrandt,1,1,1,administrateur,1922,1922,Agro-alimentaire
tournan-depute-i,Tournan [député,Isidore Tournan [député,1,1,1,administrateur,1922,1922,Agro-alimentaire
lemoine,Lemoine,Lemoine,1,1,1,president,1951,1951,Agro-alimentaire
bonnafont,Bonnafont,Bonnafont,1,1,1,administrateur,1951,1951,Agro-alimentaire
damour-p,Damour,P. Damour,1,1,1,administrateur,1951,1951,Agro-alimentaire
malterre-e,Malterre,Malterre,1,1,1,administrateur,1951,1951,Agro-alimentaire
tournan-i,Tournan,Tournan,1,1,1,administrateur,1951,1951,Agro-alimentaire
crouan,Crouan,Crouan,1,1,1,administrateur,1900,1900,Agro-alimentaire
binder,Binder,Binder,1,1,1,administrateur,1900,1900,Agro-alimentaire
tiebaut,Tiébaut,Tiébaut,1,1,1,administrateur,1900,1900,Agro-alimentaire
repartition-sur-le-produit-net,Répartition: Sur le produit net,Répartition: Sur le produit net,1,1,1,administrateur,1900,1900,Agro-alimentaire
garreau-dombasle-m,Garreau-Dombasle,Maurice Garreau-Dombasle,1,1,1,president_directeur_general,,,Agro-alimentaire
damien-r,Damien,René Damien,1,1,1,administrateur,,,Agro-alimentaire
h-kyle-d,H. Kyle,Dennis H. Kyle,1,1,1,administrateur,,,Agro-alimentaire
legoux-p,Legoux,Pierre Legoux,1,1,1,administrateur,,,Agro-alimentaire
reynaud-a,Reynaud,André Reynaud,1,1,1,administrateur,,,Agro-alimentaire
r-wheeler-c,R. Wheeler,Charles R. Wheeler,1,1,1,administrateur,,,Agro-alimentaire
massachusetts,Massachusetts,Massachusetts,1,1,1,administrateur,1920,1920,Mines
et-robert-de-la-bouglise,et Robert de la Bouglise,et Robert de la Bouglise,1,1,1,administrateur,1920,1920,Mines
bohe-p,Bohé,Pierre Bohé,1,1,1,administrateur,1947,1947,Mines
weber,Weber,Weber,1,1,1,administrateur,1919,1919,Commerce
cerf-s,Cerf,Cerf,1,1,1,administrateur,1919,1919,Commerce
michez-a,Michez,Alexandre Michez,1,1,1,president,1951,1951,Agro-alimentaire
join-lambert-f,Join-Lambert1,Francis Join-Lambert1,1,1,1,administrateur,1951,1951,Agro-alimentaire
gilly-l,Gilly,Lucien Gilly,1,1,1,administrateur,1951,1951,Agro-alimentaire
carlier-m,Carlier,Maurice Carlier,1,1,1,administrateur,1926,1926,Industrie
buffet-r,Buffet,René Buffet,1,1,1,administrateur,1926,1926,Industrie
aubert-j,Aubert,Jean Aubert,1,1,1,administrateur,1926,1926,Industrie
herbelin-l,Herbelin,Ludovic Herbelin,1,1,1,administrateur,1926,1926,Industrie
houssaye-c,Houssaye,Charles Houssaye,1,1,1,administrateur,1926,1926,Industrie
colaneri-f,Colaneri,François Colaneri,1,1,1,administrateur,1926,1926,Industrie
de-montluc-p,de Montluc,Pierre de Montluc,1,1,1,administrateur,1926,1926,Industrie
desmoineaux-r,Desmoineaux,Roger Desmoineaux,1,1,1,administrateur,1926,1926,Industrie
chevalier-g,Chevalier,Gaston Chevalier,1,1,1,administrateur,1926,1926,Industrie
brosse-m,Brossé,Marius Brossé,1,1,1,president,1936,1936,Industrie
deschamps-p,Deschamps,Pierre Deschamps,1,1,1,administrateur,1936,1936,Industrie
ducos-j,Ducos,Jean Ducos,1,1,1,administrateur,1936,1936,Industrie
et-maurice-delarbre,et Maurice Delarbre,et Maurice Delarbre,1,1,1,administrateur,1923,1923,Commerce
delarbre-m,Delarbre,Maurice Delarbre,1,1,1,administrateur,1925,1925,Commerce
caplain-st-andre-a,Caplain-St-André,André Caplain-St-André,1,1,1,administrateur,1925,1925,Commerce
herrnberger-h,Herrnberger,Henri Herrnberger,1,1,1,administrateur,1925,1925,Commerce
mutignon-e,Mutignon,Eugène Mutignon,1,1,1,president,1930,1930,Agro-alimentaire
del-porto-a,del Porto,Albert del Porto,1,1,1,administrateur,1930,1930,Agro-alimentaire
nissim-l,Nissim,Léon Nissim,1,1,1,administrateur,1930,1930,Agro-alimentaire
mascart-c,Mascart,Charles Mascart,1,1,1,administrateur,1930,1930,Agro-alimentaire
francois-e,François,Edgar François,1,1,1,administrateur,1930,1930,Agro-alimentaire
veuf,Veuf,Veuf,1,1,1,administrateur,1930,1930,Agro-alimentaire
remarie-a-paris-viiie,remarié à Paris VIIIe,remarié à Paris VIIIe,1,1,1,administrateur,1930,1930,Agro-alimentaire
et-louis-oudot,et Louis Oudot,et Louis Oudot,1,1,1,administrateur,1922,1922,Agro-alimentaire
oudot-l,Oudot,Louis Oudot,1,1,1,administrateur,1922,1922,Agro-alimentaire
pres-brive,près Brive,près Brive,1,1,1,administrateur,1909,1909,Agro-alimentaire
paul-raineau-a,Paul Raineau,Agnan Paul Raineau,1,1,1,administrateur,1909,1909,Agro-alimentaire
de-thevenard,de Thévenard,de Thévenard,1,1,1,administrateur,1909,1909,Agro-alimentaire
raineau-a,Raineau,A. Raineau,1,1,1,administrateur,1909,1909,Agro-alimentaire
blanc,Blanc,Blanc,1,1,1,administrateur,1908,1908,Mines
jarre-c,Jarre,Camille Jarre,1,1,1,administrateur,1908,1908,Mines
