company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
mineshauteguinee,minierekobabalato,Société des Mines de la Haute-Guinée,Société Minière du Koba de Balato,4,collignon; lethel-t; mollet-h; perquel-j
dragagesauriferestinkisso,minierekobabalato,Société des Dragages aurifères du Tinkisso,Société Minière du Koba de Balato,3,d-iray; mollet-h; rodolphe-le-prevost
exploitationsminieresafriqueoccidentale,guineennerecherchesexploitationsminieres,Exploitations minières en Afrique Occidentale,Société Guinéenne de Recherches et d'exploitations minières,3,baer-e; bryce-doyle-d; de-breteuil-c
minessiguiri,miniereguinee,Compagnie des Mines de Siguiri,Compagnie Minière de la Guinée française,3,buffet-p; drosso-c; villiaume-m
bananeriesafricaines,culturesbananeraieskinsan,Bananeries africaines,Société des Cultures et bananeraies du Kin-San,2,auxiliaire-africaine-s; delmas-p-pierre
lyonnaisegisementsauriferesguinee,minierekobabalato,Compagnie des Lyonnaise des Gisements aurifères en Guinée,Société Minière du Koba de Balato,2,lamaiziere; lethel-t
minessiguiri,minierekobabalato,Compagnie des Mines de Siguiri,Société Minière du Koba de Balato,2,collignon-a; perquel-j
dragagesauriferestinkisso,mineshauteguinee,Société des Dragages aurifères du Tinkisso,Société des Mines de la Haute-Guinée,1,mollet-h
lyonnaisegisementsauriferesguinee,mineshauteguinee,Compagnie des Lyonnaise des Gisements aurifères en Guinée,Société des Mines de la Haute-Guinée,1,lethel-t
mineshauteguinee,minessiguiri,Société des Mines de la Haute-Guinée,Compagnie des Mines de Siguiri,1,perquel-j
