company_id,name,sectors,n_ties,n_directors,first_year,last_year
plantationspalmeraiesogooue,Cie générale des Plantations et palmeraies de l'Ogooué,Agro-alimentaire,78,40,1928,1959
industriellebasogooue,Société Industrielle du Bas-Ogooué,Industrie,49,33,1920,1925
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,Industrie,52,30,1920,1959
commercialeindustrielleagricolehautogooue,"Société commerciale, industrielle et agricole du Haut-Ogooué",Industrie,62,27,1912,1952
hautengounie,Compagnie de la Haute-N'Gounié,Sociétés commerciales,33,24,1899,1938
agricoleindustrielleogooue,Société Agricole et Industrielle de l’Ogooué,Agro-alimentaire,28,19,1910,1936
hautogooue,HAUT-OGOOUÉ,Industrie,20,17,1925,1938
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",Industrie,25,16,1921,1952
unionforestiereafricaine,Union forestière africaine,Industrie,20,14,1921,1951
gabon,Compagnie Française du Gabon,Industrie; Sociétés commerciales,17,14,1900,1909
agricoleforestiereindustrielleafrique,"Société Agricole, Forestière et Industrielle pour l'Afrique",Agro-alimentaire,14,12,1912,1926
plantationswoleuntem,Société des Plantations du Woleu N'Tem,Agro-alimentaire,12,12,1931,1931
colonialecommerceindustrie,Société Coloniale pour le Commerce et l'Industrie,Industrie,13,11,1918,1918
multiplex,Multiplex,Industrie,12,11,1936,1953
forestiereabanga,Compagnie Forestière de l'Abanga,Industrie,10,9,1929,1936
hautebokoue,Société de la Haute-Bokoué,Industrie,10,9,1934,1934
agricolecommercialesettecama,Société Agricole et Commerciale du Setté Cama,Agro-alimentaire,16,8,1899,1900
colonialegabon,Compagnie Coloniale du Gabon,Agro-alimentaire,11,8,1900,1900
colonialefernanvaz,Cie Coloniale du Fernan-Vaz,Agro-alimentaire,10,8,1899,1900
forestierelittoralgabonnais,"Société Forestière du littoral gabonnais, puis Forestière du littoral gabonais",Industrie,8,8,1936,1936
agricolecommercialebasogoue,Société Agricole et Commerciale du Bas-Ogoué,Agro-alimentaire,8,8,1900,1900
industriellecongolyonportgentilexploitationforestiere,"Société Industrielle du Congo, Lyon, Port-Gentil. Exploitation forestière.",Industrie,8,8,,
1929,"S.A., 1929 Anciens Établissements A. Defaye",Agro-alimentaire,15,7,1929,1947
colonialeogoouengounie,Compagnie Coloniale de l'Ogooué-N'Gounié,Sociétés commerciales,13,7,1899,1903
caoutchoucsgabon,Société des Caoutchoucs du Gabon,Agro-alimentaire,10,7,1926,1926
factoreriesndjole,Société des Factoreries de N'Djolé,Sociétés commerciales,8,7,1923,1923
plantationsogooue,Société des Plantations de l'Ogooué,Agro-alimentaire,7,7,1916,1919
africaine,L'Africaine,Industrie,9,6,1924,1929
equatoriale,L'Équatoriale,Industrie,9,6,1924,1929
unioncolonialeagricoleforestiere,Union coloniale agricole et forestière,Industrie,7,6,1936,1948
fermiereogoue,Compagnie Fermière de l'Ogoué,Agro-alimentaire,6,6,1909,1909
colonialeetudesforestieresparis,"Société Coloniale d'Études Forestières, Paris, puis Congolaise d'Exploitations forestières",Industrie,6,6,1930,1930
minesuraniumfranceville,Compagnie des Mines d'uranium de Franceville,Mines,6,6,1958,1958
ngokosangha,"N’goko-Sangha, puis Société française Congo-Cameroun",Sociétés commerciales,6,6,1922,1922
forestiereezanga,Société Forestière d'Ezanga,Industrie,6,5,1931,1931
agricolegabon,Société agricole du Gabon,Agro-alimentaire,5,5,1951,1951
gabonaiseentreprisestransports,Société Gabonaise d’Entreprises et de transports,Industrie,5,5,1909,1909
africaineplacagesportgentil,"Cie Africaine de placages, PORT-GENTIL, A",Industrie,4,4,1951,1951
explorationscoloniales,Société d’Explorations coloniales,Sociétés commerciales,4,3,1899,1899
agricolebatah,Société Agricole de Batah,Agro-alimentaire,3,3,1897,1897
agricolenkogo,Société Agricole de N’Kogo,Agro-alimentaire,3,3,1900,1900
hautengounle,Cie de la HAUTE-N'GOUNlÉ,Sociétés commerciales,3,3,1925,1925
littoralbavili,Société du Littoral Bavili,Agro-alimentaire,3,3,1901,1901
frsecongocameroun,Cie frse des CONGO-CAMEROUN,Sociétés commerciales,3,3,1925,1925
forestierelittoralgabonaisekuata,"Société forestière du Littoral Gabonais, EKUATA",Industrie,3,2,1951,1951
recherchesexploitationsdiamantiferes,Société de Recherches et d'exploitations diamantifères,Mines,3,1,,
produitscoloniauxboutica,"Compagnie Générale de Produits coloniaux, Boutica",Sociétés commerciales,1,1,1928,1928
jeanbouruetaubertotpresid,"Jean Bouruet-Aubertot, présid",Industrie,2,0,1954,1954
congolaiseentreprisesmaritimes,Société Congolaise d’Entreprises maritimes,Transports,2,0,1947,1947
