company_id_1,company_id_2,period,weight,shared_directors
africaine,equatoriale,1914_1929,5,et-alfred-de-lenfernat-de-la-mothe; gillet-a; lefevre-c; pecqueur-w; videau-j
exploitationsforestieresafricaines,plantationspalmeraiesogooue,1914_1929,3,levy-g; michenot-e; weber-j
commercialeindustrielleagricolehautogooue,hautogooue,1914_1929,3,e-terquem; f-coquelle; o-barre
forestiereabanga,plantationspalmeraiesogooue,1914_1929,2,levy-g; mizraki-m
colonialecommerceindustrie,ngokosangha,1914_1929,2,gaboriaud-l; j-weber
forestiereabanga,unionforestiereafricaine,1914_1929,2,mizraki-m; schmidt-m
frsecongocameroun,ngokosangha,1914_1929,2,cruchet-l; de-jessaint
africaine,commercialeafriqueequatoriale,1914_1929,1,de-caplane-p
agricoleforestiereindustrielleafrique,commercialeafriqueequatoriale,1914_1929,1,superville-m
agricoleforestiereindustrielleafrique,plantationsogooue,1914_1929,1,superville-m
commercialeafriqueequatoriale,plantationsogooue,1914_1929,1,superville-m
colonialecommerceindustrie,exploitationsforestieresafricaines,1914_1929,1,fondere
exploitationsforestieresafricaines,plantationsogooue,1914_1929,1,guynet-w
exploitationsforestieresafricaines,hautengounie,1914_1929,1,zafiropulo
exploitationsforestieresafricaines,forestiereabanga,1914_1929,1,levy-g
hautengounie,hautengounle,1914_1929,1,vergnes-a
agricoleforestiereindustrielleafrique,hautengounie,1914_1929,1,gerdret-g
plantationspalmeraiesogooue,unionforestiereafricaine,1914_1929,1,mizraki-m
plantationsogooue,plantationspalmeraiesogooue,1914_1929,1,meyer-a
commercialeindustrielleagricolehautogooue,hautogooue,1930_1944,6,boissonnas-j; bungener-c; chabrieres-m; durand-reville-l; lalande-e; raoul-duval-j
forestiereabanga,unioncolonialeagricoleforestiere,1930_1944,3,couriol-l; hayere-a; stahl-c
hautebokoue,unionforestiereafricaine,1930_1944,2,labat-r; mizraki-m
commercialeafriqueequatoriale,forestiereezanga,1930_1944,1,lefevre-c
forestierelittoralgabonnais,multiplex,1930_1944,1,de-lustrac-j
hautebokoue,plantationspalmeraiesogooue,1930_1944,1,mizraki-m
plantationspalmeraiesogooue,unionforestiereafricaine,1930_1944,1,mizraki-m
exploitationsforestieresafricaines,plantationspalmeraiesogooue,1945_1962,6,blancou-j; chassedieu; douzamy-j; michenot-e; pila-j; widhoff-a
africaineplacagesportgentil,plantationspalmeraiesogooue,1945_1962,2,dessombs-p; sellier-r
africaineplacagesportgentil,exploitationsforestieresafricaines,1945_1962,1,hauser-e
agricolegabon,unionforestiereafricaine,1945_1962,1,vacheret-c
multiplex,plantationspalmeraiesogooue,1945_1962,1,lavril-m
agricolecommercialebasogoue,colonialegabon,pre_1914,2,carimantrand; mallet
colonialegabon,fermiereogoue,pre_1914,1,braillard-e
agricoleforestiereindustrielleafrique,gabon,pre_1914,1,fondere
agricolecommercialesettecama,hautengounie,pre_1914,1,deves
