person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
levy-g,Lévy,G. Levy; G. Lévy; Gaston Lévy,6,6,7,administrateur,1900,1930,Agro-alimentaire; Industrie
lefevre-c,Lefèvre,Ch. Lefèvre; Charles Lefèvre,4,4,10,administrateur,1924,1951,Industrie
mizraki-m,Mizraki,Maurice Mizraki; Mizraki,4,4,10,administrateur,1921,1948,Agro-alimentaire; Industrie
pecqueur-w,Pecqueur,W. Pecqueur; William Pecqueur,4,4,6,administrateur,1929,1951,Industrie
weber-j,Weber,J. Weber; Jean Weber,4,4,5,administrateur,1918,1928,Agro-alimentaire; Industrie; Sociétés commerciales
fondere,Fondère,Fondère,4,4,4,administrateur,1909,1920,Agro-alimentaire; Industrie
zafiropulo,ZAFIROPULO,ZAFIROPULO; Zafiropulo,4,4,4,administrateur,1912,1951,Agro-alimentaire; Industrie; Sociétés commerciales
barre-o,Barré,O. Barré; Octave Barré,3,3,7,administrateur,1909,1926,Industrie
denfert-rochereau-a,Denfert-Rochereau,A. Denfert-Rochereau; Aristide Denfert-Rochereau,3,3,7,president,1909,1925,Industrie
enjalbert-p,Enjalbert,P. Enjalbert; Paul Enjalbert,3,3,7,administrateur,1909,1938,Industrie
vergnes-a,Vergnes,Auguste Vergnes; Vergnes,3,3,5,administrateur,1909,1938,Industrie; Sociétés commerciales
vacheret-c,Vacheret,Ch. Vacheret; Charles Vacheret,3,3,4,administrateur,1921,1951,Agro-alimentaire; Industrie
superville-m,Superville,Maurice Superville; Superville,3,3,3,administrateur,1916,1926,Agro-alimentaire; Industrie
meyer-a-alfred,Meyer,Alfred Meyer,3,3,3,administrateur,1919,1928,Agro-alimentaire; Industrie
de-lustrac-j,de Lustrac,Jean de Lustrac,3,3,3,administrateur,1936,1951,Industrie
schmidt-m,Schmidt,Max Schmidt; Max-Roger Schmidt,3,3,3,administrateur,1924,1936,Industrie
videau-j,Videau,Jean Videau,3,3,3,president,1929,1931,Industrie
gillet-a,Gillet,A. Gillet,3,3,3,administrateur,1929,1931,Industrie
michenot-e,Michenot,E. Michenot; Émile Michenot,2,2,9,administrateur,1922,1953,Agro-alimentaire; Industrie
dessombs-p,Dessombs,Dessombs; P. Dessombs; Pierre Dessombs,3,2,6,directeur_general,1951,1959,Agro-alimentaire; Industrie
zafiropulo-d,Zafiropulo,D. Zafiropulo,2,2,6,president,1920,1953,Agro-alimentaire; Industrie
pila-j,Pila,J. Pila; Jacques Pila,2,2,6,administrateur,1948,1953,Agro-alimentaire; Industrie
lavril-m,Lavril,Lavril; Max Lavril,2,2,6,administrateur,1945,1953,Agro-alimentaire; Industrie
boissonnas-j,Boissonnas,J. Boissonnas; Jean Boissonnas,2,2,6,administrateur,1923,1940,Industrie
coquelle-f,Coquelle,F. Coquelle; Félix Coquelle,2,2,5,administrateur,1921,1925,Industrie
blancou-j,Blancou,Blancou; J. Blancou,2,2,4,administrateur,1951,1953,Agro-alimentaire; Industrie
gerdret-g,Gerdret. 9,G. Gerdret; Gabriel Gerdret; Gerdret; Gerdret. 9,2,2,4,administrateur,1922,1938,Agro-alimentaire; Sociétés commerciales
halphen-j-julien,Halphen,Julien Halphen,2,2,4,administrateur,1914,1926,Industrie
bungener-c,Bungener,Ch. Bungener; Charles Bungener,2,2,4,administrateur,1938,1948,Industrie
durand-reville-l,Durand-Reville,L. Durand-Reville; Luc Durand-Reville,2,2,4,administrateur,1938,1948,Industrie
raoul-duval-j,Raoul-Duval,J. Raoul-Duval; Jean Raoul-Duval,2,2,4,administrateur,1938,1948,Industrie
hauser-e,Hauser,E. Hauser; Ervin Hauser,2,2,3,administrateur,1951,1953,Industrie
fondere-a-alphonse,Fondère,Alphonse Fondère,2,2,3,administrateur,1918,1926,Industrie
chassedieu-r,Chassedieu,Chassedieu,2,2,3,administrateur,1948,1959,Agro-alimentaire; Industrie
debionne-e,Debionne,Debionne; Émile Debionne,2,2,3,president,1922,1938,Sociétés commerciales
hayere-a,Hayère,André Hayère,2,2,3,administrateur_delegue,1929,1936,Industrie
couriol-l,Couriol,Louis Couriol,2,2,3,administrateur,1936,1948,Industrie
labat-r,Labat,René Labat,2,2,3,administrateur,1921,1934,Industrie
sterlin-y,Sterlin,Y. Sterlin; Yves Sterlin,2,2,3,administrateur,1928,1934,Agro-alimentaire; Industrie
barre-h,Barré,H. Barré,2,2,3,administrateur,1925,1938,Industrie
chabrieres-m,Chabrières,Maurice Chabrières,2,2,3,administrateur,1938,1940,Industrie
sellier-r,Sellier,Robert Sellier,2,2,2,administrateur,1951,1951,Agro-alimentaire; Industrie
dagouret-j,Dagouret,J.-B. Dagouret,2,2,2,administrateur,1934,1951,Agro-alimentaire; Industrie
