company_key,company_name,attribute,value,year,source_ref,doc_id
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,5.000.000 francs,1928,"JOAEF, 15 avril 1928",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,PORT-GENTIL (Gabon),1928,"JOAEF, 15 avril 1928",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,de la Société est à Port-Gentil (Gabon),1929,"JOAEF, 1er septembre 1929",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,"Port-Gentil (Gabon), sont convoqués en Assemblée générale",1930,"JOAEF, 15 avril 1930",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,5.000.000 francs,1932,"La Dépêche coloniale, 28 septembre 1932",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,"PORT-GENTIL (Gabon, A. E. F.)",1932,"La Dépêche coloniale, 28 septembre 1932",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,5.000.0000 francs,1932,"JOAEF, 1er novembre 1932",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,"PORT-GENTIL (Gabon, A. E. F.)",1932,"JOAEF, 1er novembre 1932",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,Port-Gentil (Gabon),1933,"JOAEF, 1er février 1933",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,"Port-Gentil (Gabon), sont convoqués en assemblée générale",1934,"JOAEF, 15 janvier 1934",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,5.000.000 FRANCS,1935,"La Loi, 16 juin 1935",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,"est j à Port-Gentil, Gabon",1935,"La Loi, 16 juin 1935",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",founded_date,1929-07-18,1936,"Les Annales coloniales, 17 juillet 1936",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,2.250.000 FRANCS,1936,"Les Annales coloniales, 17 juillet 1936",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,PORT-GENTIL (Gabon) A. E. F,1936,"Les Annales coloniales, 17 juillet 1936",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,500.000 fr.,1939,"JOAEF, 15 janvier 1939",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,de la Société à Port-,1939,"JOAEF, 15 janvier 1939",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,2.250.000 francs,1940,"JOAEF, 1er janvier 1940",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,PORT-GENTIL (Gabon) A. E. F,1940,"JOAEF, 1er janvier 1940",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,2.250.000 francs,1947,"JOAEF, 15 avril 1947",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,"Port-Gentil, (Gabon), réunis en",1947,"JOAEF, 15 avril 1947",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",founded_date,1929-07-18,1947,"JOAEF, 15 avril 1947",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",capital,2.250.000 fr.,1947,"JOAEF, 15 avril 1947",afrique-equatoriale-adef-port-gentil-485761
1929,"S.A., 1929 Anciens Établissements A. Defaye",head_office,"est à Port-Gentil (Gabon), A. E. F., et aux présents effets",1947,"JOAEF, 15 avril 1947",afrique-equatoriale-adef-port-gentil-485761
agricolebatah,Société Agricole de Batah,capital,100.000 francs,,,afrique-equatoriale-agricole-de-batah-b66492
agricolebatah,Société Agricole de Batah,head_office,"5, rue de Maubeuge, Paris",,,afrique-equatoriale-agricole-de-batah-b66492
agricolebatah,Société Agricole de Batah,head_office,"est à Paris, rue de Maubeuge, 5, a établi les statuts de la présente société",1897,"Cote de la Bourse et de la banque, 13 décembre 1897",afrique-equatoriale-agricole-de-batah-b66492
agricolebatah,Société Agricole de Batah,capital,100.000 francs,1901,"Cote de la Bourse et de la banque, 12 janvier 1901",afrique-equatoriale-agricole-de-batah-b66492
agricolebatah,Société Agricole de Batah,head_office,"Paris, 51, rue Taitbout, en date du 27 décembre 1900, la société a",1901,"Cote de la Bourse et de la banque, 12 janvier 1901",afrique-equatoriale-agricole-de-batah-b66492
agricolebatah,Société Agricole de Batah,head_office,"51, rue",1903,"Cote de la Bourse et de la banque, 31 août 1903",afrique-equatoriale-agricole-de-batah-b66492
agricolenkogo,Société Agricole de N'Kogo,head_office,"est à Paris, rue Taitbout, 51",1900,"Cote de la Bourse et de la banque, 12 mai 1900",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,capital,225.000 fr.,1907,"La Cote de la Bourse et de la banque, 12 janvier 1907",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,head_office,Paris,1907,"La Cote de la Bourse et de la banque, 12 janvier 1907",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,capital,450.000 francs,1914,"Les Annales coloniales, 20 juin 1914",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,head_office,"Paris, 43, rue Laffitte",1914,"Les Annales coloniales, 20 juin 1914",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,capital,4.000.000 francs,1914,"Recueil des assemblées générales, juillet 1914",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,capital,4.000.000 francs,1915,"Les Annales coloniales, 13 novembre 1915",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,head_office,"43, rue Laffitte, Paris",1915,"Les Annales coloniales, 13 novembre 1915",afrique-equatoriale-agricole-de-ngoko-b4a390
agricolenkogo,Société Agricole de N'Kogo,head_office,"43, rue Laffitte",1921,"La Journée industrielle, 12 octobre 1921",afrique-equatoriale-agricole-de-ngoko-b4a390
plantationsassuku,"Société des Plantations d'Assuku, puis Agricole du Gabon",head_office,"8, rue Joubert, Paris. Les souscripteurs ont la faculté de se libérer",1909,"Cote de la Bourse et de la banque, 15 juin 1909",afrique-equatoriale-agricole-du-gabon-3bd6b1
plantationsassuku,"Société des Plantations d'Assuku, puis Agricole du Gabon",capital,900.000 fr.,1913,"Les Archives commerciales de la France, 30 juillet 1913",afrique-equatoriale-agricole-du-gabon-3bd6b1
plantationsassuku,"Société des Plantations d'Assuku, puis Agricole du Gabon",head_office,"Précédemment, 94, rue",1913,"La Cote de la Bourse et de la banque, 17 décembre 1913",afrique-equatoriale-agricole-du-gabon-3bd6b1
plantationsassukustephanreuniesagricolegabon,Plantations Assuku et Stéphan réunies Sté agricole du Gabon,head_office,"6, Marignan. — 8 oct. 1926",1926,"Les Archives commerciales de la France, 26 octobre 1926",afrique-equatoriale-agricole-du-gabon-3bd6b1
plantationsassukustephanreuniesagricolegabon,Plantations Assuku et Stéphan réunies Sté agricole du Gabon,head_office,Libreville,1928,"Le Journal des débats, 22 mars 1928",afrique-equatoriale-agricole-du-gabon-3bd6b1
agricolegabon,Société agricole du Gabon,capital,18.920.000 fr.,1951,"AEC 1951, p. 511",afrique-equatoriale-agricole-du-gabon-3bd6b1
agricolegabon,Société agricole du Gabon,head_office,"41, avenue Montaigne, PARIS (8e)",1951,"AEC 1951, p. 511",afrique-equatoriale-agricole-du-gabon-3bd6b1
agricolegabon,Société agricole du Gabon,founded_date,1909-04-03,1953,"L’Information financière, économique et politique, 10 juin 1953",afrique-equatoriale-agricole-du-gabon-3bd6b1
agricolegabon,Société agricole du Gabon,capital,37.840.000 fr.,1953,"L’Information financière, économique et politique, 10 juin 1953",afrique-equatoriale-agricole-du-gabon-3bd6b1
agricolegabon,Société agricole du Gabon,head_office,"Paris, 41, avenue Montaigne. Tél. : ELY. 07-37",1953,"L’Information financière, économique et politique, 10 juin 1953",afrique-equatoriale-agricole-du-gabon-3bd6b1
agricoleindustrielleogooue,Société Agricole et Industrielle de l'Ogooué,capital,160.000 fr,1910,"Cote de la Bourse et de la banque, 3 février 1910",afrique-equatoriale-agricole-et-industrielle-ogooue-8fd3ca
agricoleindustrielleogooue,Société Agricole et Industrielle de l'Ogooué,head_office,"Paris, 39, rue Taitbout. Conseil : MM. E. Raizon , O",1910,"Cote de la Bourse et de la banque, 3 février 1910",afrique-equatoriale-agricole-et-industrielle-ogooue-8fd3ca
agricoleindustrielleogooue,Société Agricole et Industrielle de l'Ogooué,founded_date,1910-01-04,1923,"La Presse, 26 juillet 1923",afrique-equatoriale-agricole-et-industrielle-ogooue-8fd3ca
agricoleindustrielleogooue,Société Agricole et Industrielle de l'Ogooué,head_office,"21, rue de Londres, Paris 9e",1923,"La Presse, 26 juillet 1923",afrique-equatoriale-agricole-et-industrielle-ogooue-8fd3ca
agricoleindustrielleogooue,Société Agricole et Industrielle de l'Ogooué,founded_date,1910-01-04,1934,"Les Archives commerciales de la France, 30 juillet 1934",afrique-equatoriale-agricole-et-industrielle-ogooue-8fd3ca
agricoleindustrielleogooue,Société Agricole et Industrielle de l'Ogooué,head_office,"66, Chaussée d'Antin. — Petites Affiches",1934,"Les Archives commerciales de la France, 30 juillet 1934",afrique-equatoriale-agricole-et-industrielle-ogooue-8fd3ca
caoutchoucsgabon,Société des Caoutchoucs du Gabon,capital,490.000 fr.,1926,"La Journée industrielle, 14 janvier 1926",afrique-equatoriale-caoutchoucs-du-gabon-11c528
caoutchoucsgabon,Société des Caoutchoucs du Gabon,head_office,"est à Paris, 12, rue Boissy-d’Anglas",1926,"La Journée industrielle, 14 janvier 1926",afrique-equatoriale-caoutchoucs-du-gabon-11c528
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,1.150.000 fr.,1917,"Le Figaro, 25 décembre 1917",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",head_office,Paris,1917,"Le Figaro, 25 décembre 1917",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",head_office,20 jours au moins à l’avance,1909,"Cote de la Bourse et de la banque, 14 octobre 1909",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,1.150.000 fr.,1919,"La Journée industrielle, 12 septembre 1919",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,1.500.000 francs,1921,"Le Courrier colonial, 9 septembre 1921",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,5.500.000 francs,1928,"Le Journal des finances, 27 avril 1928",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,5.500.000 fr.,1928,"L'Information financière, économique et politique, 22 avril 1928",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",head_office,pour les preuves de dévouement qu'ils ne cessent,1928,"L'Information financière, économique et politique, 22 avril 1928",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,6.500.000 francs,1928,"Les Archives commerciales de la France, 25 mai 1928",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",head_office,"5, Boudreau. — 27 avril 1929. — Journ. spéc. soc. (pub. du 17 mai",1929,"Les Archives commerciales de la France, 28 mai 1929",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,1.150.000 francs,1930,"Le Journal des finances, 11 mai 1930",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",capital,8.000.000 fr.,1930,"Les Annales coloniales, 4 octobre 1930",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",founded_date,1909-08-10,1936,"Les Annales coloniales, 30 octobre 1936",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",head_office,en quatre conseils dont ceux de la Franco Wyoming oil Company et de,1937,"Le Journal des débats, 15 octobre 1937",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,Cie commerciale de l'AFRIQUE ÉQUATORIALE FRANÇAISE. Anciens Établ. F,head_office,"5, r. Bourdeau, Paris, 9e. Code : Lieber. Soc. an. au cap. de",1938,Annuaire industriel 1938,afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,Cie commerciale de l'Afrique équatoriale française,founded_date,1909-08-10,1951,"AEC 1951, p. 455",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,Cie commerciale de l'Afrique équatoriale française,founded_date,1909-08-10,1952,"Monde des affaires, 1952",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,Cie commerciale de l'Afrique équatoriale française,capital,50 millions fr.,1952,"Monde des affaires, 1952",afrique-equatoriale-ccaef-90c5e3
commercialeafriqueequatoriale,Cie commerciale de l'Afrique équatoriale française,head_office,"Banque de l'Afrique Occidentale, Banque commerciale africaine",1952,"Monde des affaires, 1952",afrique-equatoriale-ccaef-90c5e3
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,founded_date,1920-05-14,,,afrique-equatoriale-cefa-gabon-f9a898
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,head_office,"est à Paris, 41, rue Taitbout",1920,"La Journée industrielle, 4 juin 1920",afrique-equatoriale-cefa-gabon-f9a898
