company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
commercialeindustrielleagricolehautogooue,hautogooue,"Société commerciale, industrielle et agricole du Haut-Ogooué",HAUT-OGOOUÉ,13,barre-h; barre-o; boissonnas-j; bungener-c; chabrieres-m-maurice; coquelle-f; denfert-rochereau-a; durand-reville-l; enjalbert-p; halphen-j-julien; lalande-e; raoul-duval-j; terquem-e-edmond
exploitationsforestieresafricaines,plantationspalmeraiesogooue,Compagnie Exploitations forestières africaines,Cie générale des Plantations et palmeraies de l'Ogooué,9,blancou-j; chassedieu-r; douzamy-j; meyer-a-alfred; michenot-e; pila-j; weber-j; widhoff-a; zafiropulo-d
africaine,equatoriale,L'Africaine,L'Équatoriale,5,et-alfred-de-lenfernat-de-la-mothe; gillet-a; lefevre-c; pecqueur-w; videau-j
forestiereabanga,unioncolonialeagricoleforestiere,Compagnie Forestière de l'Abanga,Union coloniale agricole et forestière,5,couriol-l; hayere-a; martin-g; schmidt-m; stahl-c
hautebokoue,unionforestiereafricaine,Société de la Haute-Bokoué,Union forestière africaine,4,labat-r; levy-g; mizraki-m; vacheret-c
africaine,forestiereezanga,L'Africaine,Société Forestière d'Ezanga,4,gillet-a; lefevre-c; pecqueur-w; videau-j
equatoriale,forestiereezanga,L'Équatoriale,Société Forestière d'Ezanga,4,gillet-a; lefevre-c; pecqueur-w; videau-j
agricoleforestiereindustrielleafrique,hautengounie,"Société Agricole, Forestière et Industrielle pour l'Afrique",Compagnie de la Haute-N'Gounié,4,du-vivier-de-streel-e; du-vivier-de-streel-p; gerdret-g; zafiropulo
forestiereabanga,unionforestiereafricaine,Compagnie Forestière de l'Abanga,Union forestière africaine,4,levy-g; mizraki-m; schmidt-m; vigneras-j
agricolegabon,hautebokoue,Société agricole du Gabon,Société de la Haute-Bokoué,3,dagouret-j; guibert-g-georges; vacheret-c
africaine,commercialeafriqueequatoriale,L'Africaine,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",3,de-caplane-p-pierre; lefevre-c; pecqueur-w
colonialecommerceindustrie,exploitationsforestieresafricaines,Société Coloniale pour le Commerce et l'Industrie,Compagnie Exploitations forestières africaines,3,fondere; fondere-a-alphonse; weber-j
hautengounie,hautengounle,Compagnie de la Haute-N'Gounié,Cie de la HAUTE-N'GOUNlÉ,3,debionne-e; etc-commerce-d-importation; vergnes-a
hautebokoue,plantationspalmeraiesogooue,Société de la Haute-Bokoué,Cie générale des Plantations et palmeraies de l'Ogooué,3,levy-g; mizraki-m; sterlin-y
commercialeindustrielleagricolehautogooue,gabonaiseentreprisestransports,"Société commerciale, industrielle et agricole du Haut-Ogooué",Société Gabonaise d’Entreprises et de transports,3,barre-o; denfert-rochereau-a; enjalbert-p
gabonaiseentreprisestransports,hautogooue,Société Gabonaise d’Entreprises et de transports,HAUT-OGOOUÉ,3,barre-o; denfert-rochereau-a; enjalbert-p
frsecongocameroun,ngokosangha,Cie frse des CONGO-CAMEROUN,"N’goko-Sangha, puis Société française Congo-Cameroun",3,cruchet-l; de-jessaint; henrotte
africaineplacagesportgentil,plantationspalmeraiesogooue,"Cie Africaine de placages, PORT-GENTIL, A",Cie générale des Plantations et palmeraies de l'Ogooué,2,dessombs-p; sellier-r
commercialeafriqueequatoriale,equatoriale,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",L'Équatoriale,2,lefevre-c; pecqueur-w
commercialeafriqueequatoriale,forestiereezanga,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",Société Forestière d'Ezanga,2,lefevre-c; pecqueur-w
agricoleforestiereindustrielleafrique,colonialecommerceindustrie,"Société Agricole, Forestière et Industrielle pour l'Afrique",Société Coloniale pour le Commerce et l'Industrie,2,fondere; weber-j
agricoleforestiereindustrielleafrique,exploitationsforestieresafricaines,"Société Agricole, Forestière et Industrielle pour l'Afrique",Compagnie Exploitations forestières africaines,2,fondere; weber-j
agricoleforestiereindustrielleafrique,plantationspalmeraiesogooue,"Société Agricole, Forestière et Industrielle pour l'Afrique",Cie générale des Plantations et palmeraies de l'Ogooué,2,weber-j; zafiropulo
colonialecommerceindustrie,ngokosangha,Société Coloniale pour le Commerce et l'Industrie,"N’goko-Sangha, puis Société française Congo-Cameroun",2,gaboriaud-l; weber-j
exploitationsforestieresafricaines,plantationsogooue,Compagnie Exploitations forestières africaines,Société des Plantations de l'Ogooué,2,guynet-w; meyer-a-alfred
agricolecommercialebasogoue,colonialegabon,Société Agricole et Commerciale du Bas-Ogoué,Compagnie Coloniale du Gabon,2,carimantrand; mallet
forestiereabanga,hautebokoue,Compagnie Forestière de l'Abanga,Société de la Haute-Bokoué,2,levy-g; mizraki-m
forestiereabanga,plantationspalmeraiesogooue,Compagnie Forestière de l'Abanga,Cie générale des Plantations et palmeraies de l'Ogooué,2,levy-g; mizraki-m
plantationspalmeraiesogooue,unionforestiereafricaine,Cie générale des Plantations et palmeraies de l'Ogooué,Union forestière africaine,2,levy-g; mizraki-m
forestierelittoralgabonaisekuata,forestierelittoralgabonnais,"Société forestière du Littoral Gabonais, EKUATA","Société Forestière du littoral gabonnais, puis Forestière du littoral gabonais",2,de-lustrac-j; tallon-p
africaineplacagesportgentil,exploitationsforestieresafricaines,"Cie Africaine de placages, PORT-GENTIL, A",Compagnie Exploitations forestières africaines,1,hauser-e
agricolegabon,unionforestiereafricaine,Société agricole du Gabon,Union forestière africaine,1,vacheret-c
agricoleforestiereindustrielleafrique,commercialeafriqueequatoriale,"Société Agricole, Forestière et Industrielle pour l'Afrique","Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",1,superville-m
agricoleforestiereindustrielleafrique,plantationsogooue,"Société Agricole, Forestière et Industrielle pour l'Afrique",Société des Plantations de l'Ogooué,1,superville-m
commercialeafriqueequatoriale,plantationsogooue,"Compagnie Commerciale de l'Afrique équatoriale française, puis Commerciale, agricole et forestière",Société des Plantations de l'Ogooué,1,superville-m
agricoleforestiereindustrielleafrique,gabon,"Société Agricole, Forestière et Industrielle pour l'Afrique",Compagnie Française du Gabon,1,fondere
colonialecommerceindustrie,gabon,Société Coloniale pour le Commerce et l'Industrie,Compagnie Française du Gabon,1,fondere
exploitationsforestieresafricaines,gabon,Compagnie Exploitations forestières africaines,Compagnie Française du Gabon,1,fondere
agricoleforestiereindustrielleafrique,ngokosangha,"Société Agricole, Forestière et Industrielle pour l'Afrique","N’goko-Sangha, puis Société française Congo-Cameroun",1,weber-j
colonialecommerceindustrie,plantationspalmeraiesogooue,Société Coloniale pour le Commerce et l'Industrie,Cie générale des Plantations et palmeraies de l'Ogooué,1,weber-j
exploitationsforestieresafricaines,ngokosangha,Compagnie Exploitations forestières africaines,"N’goko-Sangha, puis Société française Congo-Cameroun",1,weber-j
ngokosangha,plantationspalmeraiesogooue,"N’goko-Sangha, puis Société française Congo-Cameroun",Cie générale des Plantations et palmeraies de l'Ogooué,1,weber-j
plantationsogooue,plantationspalmeraiesogooue,Société des Plantations de l'Ogooué,Cie générale des Plantations et palmeraies de l'Ogooué,1,meyer-a-alfred
colonialegabon,fermiereogoue,Compagnie Coloniale du Gabon,Compagnie Fermière de l'Ogoué,1,braillard-e
gabon,hautengounie,Compagnie Française du Gabon,Compagnie de la Haute-N'Gounié,1,vergnes-a
gabon,hautengounle,Compagnie Française du Gabon,Cie de la HAUTE-N'GOUNlÉ,1,vergnes-a
agricolecommercialesettecama,hautengounie,Société Agricole et Commerciale du Setté Cama,Compagnie de la Haute-N'Gounié,1,deves
hautengounie,plantationspalmeraiesogooue,Compagnie de la Haute-N'Gounié,Cie générale des Plantations et palmeraies de l'Ogooué,1,zafiropulo
colonialegabon,forestiereabanga,Compagnie Coloniale du Gabon,Compagnie Forestière de l'Abanga,1,levy-g
colonialegabon,hautebokoue,Compagnie Coloniale du Gabon,Société de la Haute-Bokoué,1,levy-g
colonialegabon,plantationspalmeraiesogooue,Compagnie Coloniale du Gabon,Cie générale des Plantations et palmeraies de l'Ogooué,1,levy-g
colonialegabon,unionforestiereafricaine,Compagnie Coloniale du Gabon,Union forestière africaine,1,levy-g
forestierelittoralgabonaisekuata,multiplex,"Société forestière du Littoral Gabonais, EKUATA",Multiplex,1,de-lustrac-j
forestierelittoralgabonnais,multiplex,"Société Forestière du littoral gabonnais, puis Forestière du littoral gabonais",Multiplex,1,de-lustrac-j
unioncolonialeagricoleforestiere,unionforestiereafricaine,Union coloniale agricole et forestière,Union forestière africaine,1,schmidt-m
multiplex,plantationspalmeraiesogooue,Multiplex,Cie générale des Plantations et palmeraies de l'Ogooué,1,lavril-m
