company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
companhiamossamedes,companhiamossamedesoumossamedes,Companhia de Mossamédès,Companhia de Mossamedes ou Compagnie de Mossamédès,3,hendricks-j; hygino-de-mendonca; montfort-g
