company_key,company_name,attribute,value,year,source_ref,doc_id
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,founded_date,1894-05-10,,,afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,head_office,"rue Victor-Gordon, 1, le samedi 22 juin prochain",1901,"L'Information financière, économique et politique, 21 mai 1901",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,head_office,"Lisbonne, et du comité de direction à Paris, forme l’importance de cet article",1901,"L'Information financière, économique et politique, 13 juin 1901",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,head_office,Lisbonne et de notre bureau à Paris,1901,"L'Information financière, économique et politique, 14 juin 1901",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,head_office,"Lisbonne, mais",1901,"L'Information financière, économique et politique, 27 juin 1901",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,capital,13.750.000 fr.,1902,"Recueil belge des sociétés coloniales, 1902, p. 303",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,head_office,"Lisbonne, 90, rua de S-Juliao. — Comité de Direction : 4, rue Le-",1902,"Recueil belge des sociétés coloniales, 1902, p. 303",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,capital,27.500.000 fr.,1909,"L'Information financière, économique et politique, 2 août 1909",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,head_office,Lisbonne et des bureaux à Londres et à Paris. Elle est au capital de,1909,"L'Information financière, économique et politique, 2 août 1909",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,head_office,"Lisbonne, est, à partir du 1er août",1911,"L'Information financière, économique et politique, 14 janvier 1911",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedes,Companhia de Mossamédès,head_office,de la Compagnie avant le 1er juillet,1912,"L'Information financière, économique et politique, 1er août 1912",afrique-equatoriale-compagnie-de-mossamedes-3960b0
companhiamossamedes,Companhia de Mossamédès,head_office,"Lisbonne, est, à partir du 24",1928,"L'Information financière, économique et politique, 10 octobre 1928",afrique-equatoriale-compagnie-de-mossamedes-3960b0
