person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
montfort-g,Montfort,G. Montfort; Georges Montfort,2,2,6,administrateur,1901,1917,
hendricks-j,Hendricks,J. Hendricks,2,2,3,administrateur,1901,1914,
hygino-de-mendonca,Hygino de Mendonça,Hygino de Mendonça,2,2,2,administrateur,1901,1912,
felix-d-almeida-costa-j,Félix d'Almeida Costa,Julio Félix d'Almeida Costa,2,2,2,administrateur,1937,1940,
vieira-a,Vieira,A. J. Vieira; A.-J. Vieira,1,1,8,administrateur,1914,1933,
crespo-l,Crespo,L. Crespo,1,1,6,administrateur,1923,1933,
neves-h,Neves,H. Neves,1,1,5,administrateur,1917,1931,
caldeira-queiroz-h,Caldeira Queiroz,H.-J. Caldeira Queiroz,1,1,4,administrateur,1917,1927,
charpillon-l,Charpillon,L. Charpillon,1,1,4,administrateur,1917,1927,
lapeyre-c,Lapeyre,C. Lapeyre,1,1,4,administrateur,1925,1931,
tudella-j,Tudella,J. Tudella; Joao Tudella,1,1,3,administrateur,1912,1917,
wanzeller-f,Wanzeller,F. Wanzeller,1,1,3,administrateur,1923,1927,
delage,Delage,Delage,1,1,3,administrateur,1925,1929,
wanzeller-pessoa-f,Wanzeller Pessoa,F. Wanzeller Pessoa,1,1,3,administrateur,1929,1933,
rigaut-p,Rigaut,Rigaut,1,1,2,administrateur,1901,1902,
mendonca-h,Mendonça,H. Mendonça,1,1,2,administrateur,1912,1917,
serrao-d-azevedo-o,Serrao d'Azevedo,O. Serrao d'Azevedo,1,1,2,administrateur,1914,1917,
sanders-l,Sanders,L. Sanders,1,1,2,administrateur,1917,1923,
lejeune-c,Lejeune,C. Lejeune,1,1,2,administrateur,1929,1931,
forte-h,Forte,H. Forte; H. Forté,1,1,2,administrateur,1931,1933,
foy-e,Foy,E. Foy,1,1,2,administrateur,1931,1933,
ayres-de-mascarenhas-valdez,Ayres de Mascarenhas Valdez,Ayres de Mascarenhas Valdez,1,1,1,administrateur,1901,1901,
machado-a,Machado,A.-J. Machado,1,1,1,administrateur,1901,1901,
urbano-de-castro,Urbano de Castro,Urbano de Castro,1,1,1,administrateur,1901,1901,
visconde-de-idanha,Visconde de Idanha,Visconde de Idanha,1,1,1,administrateur,1901,1901,
meier-c,Meier,C. Meier,1,1,1,administrateur,1901,1901,
van-beek-j,Van Beek,J. Van Beek,1,1,1,administrateur,1901,1901,
infante-a,Infante,Amaden Infante,1,1,1,administrateur,1912,1912,
chagas-p,Chagas,Pinheiro Chagas,1,1,1,administrateur,1912,1912,
reste-sans-changement-mobilier,reste sans changement Mobilier,reste sans changement Mobilier,1,1,1,administrateur,1912,1912,
jose-vieira-a,José Vieira,Auguste José Vieira,1,1,1,administrateur,1912,1912,
da-silva-gouveia-a,da Silva Gouveia,Antonio da Silva Gouveia,1,1,1,administrateur,1912,1912,
jose-de-oliveira-serrao-d-azevedo,José de Oliveira Serrao d'Azevedo,José de Oliveira Serrao d'Azevedo,1,1,1,administrateur,1912,1912,
antonio-nunes-da-silva-j,Antonio Nunes da Silva,Joaquim Antonio Nunes da Silva,1,1,1,administrateur,1912,1912,
freire-cabral-b,Freire Cabral,Balthazar Freire Cabral,1,1,1,administrateur,1912,1912,
kapferer-m-marcel,Kapferer,Marcel Kapferer,1,1,1,administrateur,1912,1912,
cabral-b,Cabral,B. F. Cabral,1,1,1,administrateur,1914,1914,
saavedra-j,Saavedra,J. Saavedra,1,1,1,administrateur,1917,1917,
cardoso-b,Cardoso,Bettencourt Cardoso,1,1,1,administrateur,1917,1917,
nevers-h,Nevers,H. Nevers,1,1,1,administrateur,1923,1923,
lenfant,Lenfant,Lenfant,1,1,1,administrateur,1923,1923,
fonte-h,Fonté,H. Fonté,1,1,1,administrateur,1929,1929,
pinheiro-d-oliveira-a,Pinheiro d'Oliveira,A. X. Pinheiro d'Oliveira,1,1,1,administrateur,1937,1937,
rua-victor-cordon,rua Victor Cordon,rua Victor Cordon,1,0,1,directeur,1902,1902,
do-paco-do-lumiar,do Paço do Lumiar,do Paço do Lumiar,1,0,1,directeur,1902,1902,
praca-de-d-pedro,praça de D Pedro,praça de D Pedro,1,0,1,directeur,1902,1902,
valdez,Valdez,Valdez,1,0,1,directeur,1902,1902,
travessa-das-merces,travessa das Merces,travessa das Merces,1,0,1,directeur,1902,1902,
machodo-de-mendonca-a,Machodo de Mendonça,A. T. Machodo de Mendonça,1,0,1,directeur,1902,1902,
rua-de-s-juliao,rua de S-Juliao,rua de S-Juliao,1,0,1,directeur,1902,1902,
hendricks-h,Hendricks,H. Hendricks,1,0,1,directeur,1902,1902,
de-westheimer,de Westheimer,de Westheimer,1,0,1,directeur,1902,1902,
braga-a,Braga,A. Braga,1,0,1,commissaire_aux_comptes,1902,1902,
province-d-angola,province d'Angola,province d'Angola,1,0,1,commissaire_aux_comptes,1902,1902,
sud-ouest-afrique,Sud-Ouest Afrique,Sud-Ouest Afrique,1,0,1,commissaire_aux_comptes,1902,1902,
sablonneuse-qui-borde-l-ocean-atlantique,sablonneuse qui borde l'Océan Atlantique,sablonneuse qui borde l'Océan Atlantique,1,0,1,commissaire_aux_comptes,1902,1902,
humbe,Humbe,Humbe,1,0,1,commissaire_aux_comptes,1902,1902,
port-a,Port,Alexandre Port,1,0,1,commissaire_aux_comptes,1902,1902,
chibia,Chibia,Chibia,1,0,1,commissaire_aux_comptes,1902,1902,
ediva,Ediva,Ediva,1,0,1,commissaire_aux_comptes,1902,1902,
repartition,Répartition,Répartition,1,0,1,directeur,1902,1902,
