company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
basogooue,industriellebasogooue,BAS-OGOOUÉ,Société Industrielle du Bas-Ogooué,15,adm-mm-florimond-baitry; biltz-a; direct-general-m-a-veyrat; dreyfus-g; fleury-p; homberg-o; ing-a; lambert-e; leme-r; levy-e; pihouee-m; rocca; rocca-j; tassy; voirin-j
boiscoloniaux,exploitationsforestieresafricaines,Compagnie générale des Bois coloniaux,Compagnie Exploitations forestières africaines,12,babonneau; babonneau-f; e-michenot; f-babonneau-ing; g-zafiropulo; levy-g; michenot; michenot-e; misraki; weber-j; zafiropulo-d; zafiropulo-g
nationalecameroun,nationaletonneliere,Sté nationale du Cameroun,"Société Nationale Tonnelière, puis Nationale du Cameroun",12,babin-chevaye-depute-j; barthelemy-l; belot-g; conchon-h; domerc-g; dubigeon-r; loire-c; marion-de-proce-cf-petre-grenouilleau-p; marion-de-proce-p; tassart-l; toutee-h; wohlgemuth-m
palmeraiescameroun,tabacscameroun,Compagnie des Palmeraies du Cameroun,"Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",12,cahen-fuzier-e; cotonniere-du-niger-c; edition; franco-americaine-l; guerin-g; hirsch-m; palmeraies-du-cameroun; petrofina; purfina-transport; tabacs; thes-de-l-indochine; vega
exploitationsforestieresafricaines,plantationspalmeraiesogooue,Compagnie Exploitations forestières africaines,Cie générale des Plantations et palmeraies de l'Ogooué,11,blancou-j; chassedieu; doumic-j; douzamy-j; levy-g; michenot-e; pila-j; weber-j; widhoff-a; zafiropulo; zafiropulo-d
commercialeindustrielleagricolehautogooue,hautogooue,"Société commerciale, industrielle et agricole du Haut-Ogooué",HAUT-OGOOUÉ,10,barre-h; boissonnas-j; bungener-c; chabrieres-m; durand-reville-l; e-terquem; f-coquelle; lalande-e; o-barre; raoul-duval-j
afrique,huileriesmoyencongo,L'Afrique française,Huileries du Moyen-Congo,10,antoine-l; boussenot-g; de-laveleye-y; ducros-a; dumortier-a; eastwick-j; raynal-g; rolin-j; serviere-l; warnant-l
plantationsfoumban,plantationsfoumbankouti,Société des plantations de Foumban,"Plantations de Foumban, Kouti",9,aubert-a; aubert-m; aweng-j; beaujolin-j; berger-f; girod-f; groene-f; hochdoerffer-c; hochdoerfier-a
creditfonciercongo,financierecongo,Crédit foncier du Congo,Société financière du Congo français,8,beuque-j; clerc-a; henriquez; henriquez-a; henriquez-g; herve-le-grand; serpeille-de-gobineau-l; superville-m
financierecongo,hautbascongo,Société financière du Congo français,Compagnie française du Haut et Bas-Congo,8,beuque-j; dawart; de-montreuil; dreyfus-p; er-p; henriquez-g; imprimerie-laroche; trechot-h
industriellecongo,industriellecongolyonportgentilexploitationforestiere,Sté industrielle du Congo,"Société Industrielle du Congo, Lyon, Port-Gentil. Exploitation forestière.",8,berryer-ep-jacqueline-onfroy-de-breville-p; blazin-l; chauviere; cochet-g; fleury-cochet; giesecke; montet-p; pdt-sntp
forestierelittoralgabonais,forestierelittoralgabonnais,Société forestière du littoral gabonais,"Société Forestière du littoral gabonnais, puis Forestière du littoral gabonais",8,de-lustrac-j; jaquet-r; joubert-a; leplanquais-e; pouzin-a; roquerbe-m; tallon-p; vincent-l
equateur,plantationssanaga,Compagnie Générale de l'Équateur,Plantations de la Sanaga,8,de-beaumont-j; de-rivaud-r; hallet-r; langlois-p; place-v; roullet-g; vieljeux-c; vieljeux-l
industrielleboiscontreplaquesmultiplex,multiplex,Cie industrielle des bois contreplaqués Multiplex,Multiplex,8,archawsky-w; aumasson-m; de-lustrac-j; girodias-l; hirsch-p; masson-c; salats-m; sellier-p
agricolecommercialealima,alima,Société Agricole et Commerciale de l'Alima,ALIMA,7,adm-delegue-m-h-vacherot; adm-mm-david; decourcelle-e; etc-exportation-de-tous-articles; gillain-p; jacta-g; lux-p
minierecongo,miniereoubanghioriental,Cie Minière du Congo français,Compagnie Minière de l'Oubanghi oriental,7,adm-del-m-g-hausser; adm-mm-e-benedic; e-lubovitch; g-boussenot; monteil-j; ortiz-linares-g; perrin-l
agricolegabon,hautebokoue,Société agricole du Gabon,Société de la Haute-Bokoué,7,dagouret-j; guibert-g; labat-r; lemaitre-r; mizraki-m; sterlin-y; vacheret-c
bongolalokundji,bongolalokundjinyong,Bongola-Lokundji,Bongola-Lokundji-Nyong,7,artaud-a; f-toudet; gallet-j; rouquier-e; senegal; tissot-h; zwang-cultures-tropicales-afrique-r
banqueafriqueequatoriale,forestieresanghaoubangui,"Banque française de l'Afrique équatoriale, puis Banque française de l'Afrique . Suite de la Société française industrielle et coloniale.",Compagnie Forestière Sangha-Oubangui,6,bolle-a; de-hemptinne-j; despret-g; josse-a; superville-m; weber-j
bascongo,hautcongo,Compagnie Française du Bas-Congo,Compagnie Française du Haut-Congo,6,brack-g; ponche-e; remond-j; trechot-f; trechot-h; trechot-l
francbascongo,hautcongo,Cie Franç. du BAS-CONGO,Compagnie Française du Haut-Congo,6,brack-g; matadi; ponche-e; remond-j; trechot-f; trechot-h
