person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
weber-j,Weber,J. Weber; J. Wéber; Jean Weber,15,15,44,administrateur,1914,1937,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Industrie; Sociétés commerciales; industrie; mines et industries
superville-m,Superville,Maurice Superville; Superville,14,14,31,administrateur,1903,1951,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Industrie; Mines; mines et industries
benedic-e-edouard,Bénédic,Edouard Bénédic; Édouard Bénédic,12,11,21,president,1929,1968,Banques et groupes financiers; Documents généraux (par ordre chronologique); Mines
fondere-a-alphonse,Fondère,Alphonse Fondère,10,10,21,administrateur,1915,1938,Banques et groupes financiers; Documents généraux (par ordre chronologique); Industrie; Mines
guynet-w,Guynet,W. Guynet; Willam Guynet; William Guynet,9,9,19,administrateur,1899,1930,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Industrie; Sociétés commerciales
mizraki-m,Mizraki,Maurice Mizraki; Mizraki,8,8,17,administrateur,1921,1948,Agro-alimentaire; Documents généraux (par ordre chronologique); Industrie; industries agro-alimentaires
pinci-m,Pinci,Mario Pinci; Pinci,8,8,12,administrateur,1947,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique); Mines
levy-g,Levy,G. Levy; G. Lévy; Gaston Levy; Gaston Lévy,8,8,9,administrateur,1900,1930,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Industrie
pecqueur-w,Pecqueur,W. Pecqueur; William Pecqueur,7,7,15,administrateur,1929,1951,Documents généraux (par ordre chronologique); Industrie
josse-a-adrien,Josse,Adrien Josse,7,7,13,administrateur,1906,1938,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); mines et industries
joubert-a,Joubert,Andre Joubert; André Joubert,7,7,10,administrateur,1926,1951,Documents généraux (par ordre chronologique); Industrie; mines et industries
berger-h,Berger,H. Berger; Henri Berger,7,7,9,administrateur,1938,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique); Mines; mines et industries
schmidt-m,Schmidt,Max Schmidt; Max-Roger Schmidt,7,7,8,administrateur,1924,1951,Documents généraux (par ordre chronologique); Industrie
claude-a,Claude,A.-F.-J. Claude; A.F.J. Claude,7,7,8,administrateur,1947,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique)
d-hombres-h,d'[H]ombres,Henri d'Hombres; d'[H]ombres,7,7,7,administrateur,1947,1951,Documents généraux (par ordre chronologique)
boussenot-g,Boussenot,G. Boussenot; Georges Boussenot,6,6,28,administrateur,1929,1968,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés diverses; mines et industries
trechot-f,Tréchot,F. Tréchot; François Tréchot,6,6,15,administrateur,1900,1937,Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales
trechot-h,Tréchot,H. Tréchot; Henri Tréchot; Henry Tréchot,7,6,15,administrateur,1900,1930,Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales
guynet-d,Guynet,D. Guynet; Daniel Guynet,6,6,15,administrateur,1930,1953,Banques et groupes financiers; Documents généraux (par ordre chronologique); Mines
trechot-l,Tréchot,Louis Tréchot,6,6,11,administrateur,1922,1937,Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales; Sociétés diverses
david,David,David,6,6,9,administrateur,1899,1938,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales
fondere,Fondère,Fondère,6,6,9,administrateur,1903,1933,Agro-alimentaire; Banques et groupes financiers; Industrie
lefevre-c,Lefèvre,Ch. Lefèvre; Charles Lefèvre,5,5,17,administrateur,1924,1951,Documents généraux (par ordre chronologique); Industrie
ponche-e,Ponche,E. Ponche; Émile Ponche,5,5,13,vice_president,1900,1930,Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales
perrin-l,Perrin,L. Perrin; Louis Perrin,5,5,13,administrateur,1937,1968,Banques et groupes financiers; Documents généraux (par ordre chronologique)
lavril-m,Lavril,Lavril; Max Lavril,5,5,12,administrateur,1937,1953,Agro-alimentaire; Banques et groupes financiers; Documents généraux (par ordre chronologique); Industrie; Sociétés commerciales
brack-g,Brack,G. Brack; Georges Brack,5,5,10,administrateur,1900,1925,Documents généraux (par ordre chronologique); Sociétés commerciales
richmond-j,Richmond,J. Richmond; Julien Richmond; Richmond,5,5,10,administrateur,1901,1926,Banques et groupes financiers; Documents généraux (par ordre chronologique); Sociétés commerciales
roullet-g,Roullet,Guy Roullet,5,5,9,administrateur,1926,1951,Banques et groupes financiers; Documents généraux (par ordre chronologique); industries agro-alimentaires
bolle-a,Bolle,A. Bolle; Arthur Bolle,5,5,8,administrateur,1912,1930,Banques et groupes financiers; Documents généraux (par ordre chronologique)
couriol-l,Couriol,L. Couriol; Louis Couriol,5,5,8,administrateur,1936,1951,Documents généraux (par ordre chronologique); Industrie
cruchet-l,Cruchet,L. Cruchet; Léon Cruchet,5,5,7,administrateur,1922,1926,Documents généraux (par ordre chronologique); Sociétés commerciales
