company_id_1,company_id_2,period,weight,shared_directors
industriellebasogooue,socindbasogooue,1914_1929,15,baitry-f; biltz-a; dreyfus-g; fleury-p; homberg-o; ing-a; lambert-e; leme-r; levy-e-edmond; pihouee-m; rocca; rocca-j; tassy; veyrat-a; voirin-j
palmeraiescameroun,tabacscameroun,1914_1929,12,cahen-fuzier-e; cotonniere-du-niger-c; edition; franco-americaine-l; guerin-g; hirsch-m; palmeraies-du-cameroun; petrofina; purfina-transport; tabacs; thes-de-l-indochine; vega-s
boiscoloniaux,exploitationsforestieresafricaines,1914_1929,7,babonneau; babonneau-f; michenot; michenot-e; weber-j; zafiropulo-d; zafiropulo-g
bascongo,hautcongo,1914_1929,7,brack-g; ponche-e; remond-j; remond-j-jean; trechot-f; trechot-h; trechot-l
afriquecongo,messageriesfluvialescongo,1914_1929,6,beulque-g; fondere-a-alphonse; fourneau-a; grard-h; guynet-w; merlet-e
bascongo,francbascongo,1914_1929,6,brack-g; ponche-e; remond-j; trechot-f; trechot-h; trechot-l
francbascongo,hautcongo,1914_1929,6,brack-g; ponche-e; remond-j; trechot-f; trechot-h; trechot-l
commercialeindustrielleagricolehautogooue,hautogooue,1914_1929,6,barre-o; coquelle-f; denfert-rochereau-a; enjalbert-p; halphen-j-julien; terquem-e-edmond
nationalecameroun,nationaletonneliere,1914_1929,6,babin-chevaye-j; barthelemy-l; belot-g; conchon-h; marion-de-proce-p; wohlgemuth-m
nationalecameroun,socnationalecameroun,1914_1929,6,babin-chevaye-j; barthelemy-l; belot-g; conchon-h; eug-guillet-de-la-brosse; marion-de-proce-p
banqueafriqueequatoriale,kouango,1914_1929,5,josse-a; josse-a-adrien; lippens-h; superville-m; weber-j
alimaienne,hautcongo,1914_1929,5,brack-g; cruchet-l; remond-j-jean; trechot-f; trechot-l
bascongo,fsehautcongo,1914_1929,5,brack-g; ponche-e; remond-j; trechot-f; trechot-h
francbascongo,fsehautcongo,1914_1929,5,brack-g; ponche-e; remond-j; trechot-f; trechot-h
fsehautcongo,hautcongo,1914_1929,5,brack-g; ponche-e; remond-j; trechot-f; trechot-h
nationaletonneliere,socnationalecameroun,1914_1929,5,babin-chevaye-j; barthelemy-l; belot-g; conchon-h; marion-de-proce-p
africaine,equatoriale,1914_1929,5,et-alfred-de-lenfernat-de-la-mothe; gillet-a; lefevre-c; pecqueur-w; videau-j
congomines,minierecongo,1914_1929,4,achalme-p; enders-a; fondere-a-alphonse; fribourg-j
entreprisesafricaines,sultanatshautoubangui,1914_1929,4,duchanoy-m; mascart-c; superville-m; troutet-f
alimaienne,bascongo,1914_1929,4,brack-g; remond-j-jean; trechot-f; trechot-l
frseouhame,ouhamenana,1914_1929,4,cabaret-p; guegan-p; guinard-a; van-voorst
alima,socagricolecommercialealima,1914_1929,4,david; decourcelle-e; etc-exportation-de-tous-articles; jacta-g
afriquecongo,exploitationsforestieresafricaines,1914_1929,3,fondere-a-alphonse; guynet-w; weber-j
banqueafriqueequatoriale,exploitationsforestieresafricaines,1914_1929,3,fondere-a; fondere-a-alphonse; weber-j
boiscoloniaux,plantationspalmeraiesogooue,1914_1929,3,levy-g; michenot-e; weber-j
colonialecommerceindustrie,exploitationsforestieresafricaines,1914_1929,3,fondere; fondere-a-alphonse; weber-j
colonialecommerceindustrie,forestieresanghaoubangui,1914_1929,3,gaboriaud-l; henriquez-m; weber-j
commercialesanghaoubangui,forestieresanghaoubangui,1914_1929,3,henriquez-m; vandenperre-h; weber-j
exploitationsforestieresafricaines,plantationspalmeraiesogooue,1914_1929,3,meyer-a-alfred; michenot-e; weber-j
exploitationsforestieresafricaines,minierecongo,1914_1929,3,fondere-a; fondere-a-alphonse; guynet-w
banqueafriqueequatoriale,sultanatshautoubangui,1914_1929,3,fondere-a; josse-a; superville-m
kouango,sultanatshautoubangui,1914_1929,3,josse-a; pierre-c; superville-m
alimaienne,francbascongo,1914_1929,3,brack-g; trechot-f; trechot-l
frsecongocameroun,fsecongocameroun,1914_1929,3,cruchet-l; de-jessaint; henrotte
frsecongocameroun,ngokosangha,1914_1929,3,cruchet-l; de-jessaint; henrotte
fsecongocameroun,ngokosangha,1914_1929,3,cruchet-l; de-jessaint; henrotte
inkemeinkeni,lefiniagricolecommercialeindustrielle,1914_1929,3,arnold-p; debayser-a; richmond-j
fsehautcongo,hautengounle,1914_1929,3,debionne-e; etc-commerce-d-importation; vergnes-a
cavescongolaises,nouvellesgaleriescongolaises,1914_1929,3,christophoridi-j; meunier-g; rebstock-l
agricolecommercialealima,alima,1914_1929,3,david; decourcelle-e; jacta-g
agricolecommercialealima,socagricolecommercialealima,1914_1929,3,david; decourcelle-e; jacta-g
congooccidental,pariscongo,1914_1929,3,costa-s; d-almeida-pinto-a; d-almeida-pinto-v
afriquecongo,banqueafriqueequatoriale,1914_1929,2,fondere-a-alphonse; weber-j
afriquecongo,colonialecommerceindustrie,1914_1929,2,fondere-a-alphonse; weber-j
afriquecongo,forestieresanghaoubangui,1914_1929,2,guynet-w; weber-j
afriquecongo,kouango,1914_1929,2,pierre-c; weber-j
agricoleforestiereindustrielleafrique,banqueafriqueequatoriale,1914_1929,2,superville-m; weber-j
agricoleforestiereindustrielleafrique,forestieresanghaoubangui,1914_1929,2,superville-m; weber-j
agricoleforestiereindustrielleafrique,kouango,1914_1929,2,superville-m; weber-j
banqueafriqueequatoriale,colonialecommerceindustrie,1914_1929,2,fondere-a-alphonse; weber-j
banqueafriqueequatoriale,forestieresanghaoubangui,1914_1929,2,superville-m; weber-j
banqueafriqueequatoriale,plantationspalmeraiesogooue,1914_1929,2,josse-a-adrien; weber-j
boiscoloniaux,colonialecommerceindustrie,1914_1929,2,weber; weber-j
boiscoloniaux,forestieresanghaoubangui,1914_1929,2,vincent-l-louis; weber-j
colonialecommerceindustrie,commercialesanghaoubangui,1914_1929,2,henriquez-m; weber-j
colonialecommerceindustrie,ngokosangha,1914_1929,2,gaboriaud-l; weber-j
commercialesanghaoubangui,congolaisecaoutchouc,1914_1929,2,nenard-r; weber-j
