company_id,name,sectors,n_ties,n_directors,first_year,last_year
portfedhala,Compagnie du Port de Fedhala,"Documents généraux (par ordre chronologique); Transports maritimes, fluviaux et aériens",147,105,1913,1938
cheminsfermaroc,Compagnie des Chemins de fer du Maroc,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",212,81,1913,1969
creditmarocain,Crédit marocain,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",108,74,1913,1952
francoespagnolecheminfertangerfez,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",100,66,1913,1969
energieelectriquemaroc,Énergie électrique du Maroc,"Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities)",149,56,1924,1969
chomel,Chomel et Cie,Documents généraux (par ordre chronologique),56,54,1926,1926
banqueetatmaroc,Banque d'État du Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",125,52,1922,1951
maroc,Compagnie du Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique); Sociétés foncières et immobilières",111,51,1913,1969
moulinsmaghreb,Société des Moulins du Maghreb,Documents généraux (par ordre chronologique); Industries agro-alimentaires,127,49,1920,1958
transportsmazeres,Transports Mazères,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",52,48,1922,1926
marocaine,Compagnie marocaine,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",96,46,1913,1952
naphtesrhrabcentral,Sté des naphtes du Rhrab central,Documents généraux (par ordre chronologique),47,46,1950,1950
sudmarocain,Compagnie du Sud-Marocain,Documents généraux (par ordre chronologique); Industries agro-alimentaires,57,45,1923,1937
leoncegiraud,Léonce Giraud,Documents généraux (par ordre chronologique),45,45,1922,1922
manutentionmarocaine,La Manutention marocaine,"Documents généraux (par ordre chronologique); Transports maritimes, fluviaux et aériens",73,44,1913,1969
banquecommercialemaroc,Banque commerciale du Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",82,43,1911,1951
metallurgiqueminierefrancomarocaine,Compagnie Métallurgique et minière franco-marocaine,Documents généraux (par ordre chronologique); Mines,75,42,1912,1937
chauxcimentsmateriauxconstructionmaroc,"Chaux, ciments et matériaux de construction au Maroc","Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",97,41,1913,1969
stearineriemarocaine200,Stéarinerie marocaine. — 200,Documents généraux (par ordre chronologique),45,41,1922,1922
sebou,Compagnie du Sebou,Documents généraux (par ordre chronologique); Industries agro-alimentaires,69,40,1920,1958
cherifiennepetroles,Société Chérifienne des Pétroles,Documents généraux (par ordre chronologique); Pétrole et gaz,52,40,1936,1969
agricolesoukelarbarharb,Cie agricole de Souk-el-Arba-du-Rharb,Documents généraux (par ordre chronologique),43,39,1953,1953
marocainedistributioneaugazelectricite,"Société Marocaine de distribution d'eau, de gaz et d'électricité","Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities)",71,38,1914,1969
minoteriefrancomarocainesale,Minoterie franco-marocaine de Salé,Documents généraux (par ordre chronologique),39,38,1941,1941
marocainemetallurgique,Société Marocaine Métallurgique,Commerce; Documents généraux (par ordre chronologique),65,37,1913,1969
commercialeagricolemaroc,Commerciale et Agricole du Maroc,Documents généraux (par ordre chronologique),42,36,1926,1930
etablissementsluchaire,Établissements LUCHAIRE,Documents généraux (par ordre chronologique),35,35,1925,1925
marocaineapprovisionnement,Marocaine d'approvisionnement,Commerce; Documents généraux (par ordre chronologique),57,34,1913,1937
minesbouarfa,Société des Mines de Bou-Arfa,Documents généraux (par ordre chronologique); Mines,94,33,1922,1969
fasielectricite,Compagnie Fasi d'Électricité,"Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities)",69,33,1913,1969
developpementcasablanca,Société Générale pour le Développement de Casablanca,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,56,33,1913,1958
marocaineasiatiquepetroles,Cie marocaine et asiatique des pétroles,Documents généraux (par ordre chronologique),33,33,1926,1944
portsmarocains,Ports marocains,"Transports maritimes, fluviaux et aériens",79,32,1920,1945
industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,Commerce; Documents généraux (par ordre chronologique),34,32,1922,1930
marocainetransittransportatlantide,Cie marocaine de transit. et de transport Atlantide,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",42,31,1913,1938
fsepetrolesmaroc,Cie Fse des PÉTROLES DU MAROC,Documents généraux (par ordre chronologique),31,31,1925,1925
chargeursmarocains,Chargeurs marocains,"Documents généraux (par ordre chronologique); Transports maritimes, fluviaux et aériens",48,30,1913,1925
molybdene,Le Molybdène,Documents généraux (par ordre chronologique); Mines,45,30,1930,1952
chaouiamaroc,Chaouïa et Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,56,29,1911,1952
entreprisesmaroc,Sté générale d'entreprises au Maroc,Documents généraux (par ordre chronologique),39,29,1926,1969
entrepotsfrigorifiquesafriquenord,Société des Entrepôts frigorifiques de l'Afrique du Nord,Documents généraux (par ordre chronologique); Industries agro-alimentaires,39,29,1918,1969
tramwaysautobuscasablanca,Compagnie des Tramways et autobus de Casablanca,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",67,28,1913,1969
omniumnordafricain,Omnium nord-africain,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",62,28,1937,1969
asiatiqueafricaine,Compagnie Asiatique et africaine,Commerce,51,28,1933,1959
domange,DOMANGE,Documents généraux (par ordre chronologique),29,28,1925,1925
minieremaroc,Compagnie Minière du Maroc,Documents généraux (par ordre chronologique); Mines,64,27,1920,1958
brasseriesmaroc,"Société des Brasseries du Maroc, puis Boissons du Maroc",Documents généraux (par ordre chronologique); Industries agro-alimentaires,61,27,1913,1969
mamora,Compagnie de la Mamora,"Documents généraux (par ordre chronologique); Filière bois : exploitation forestière, meubles, cellulose, papier…",59,27,1933,1969
porttanger,Société du Port de Tanger,"Documents généraux (par ordre chronologique); Transports maritimes, fluviaux et aériens",37,27,1926,1952
francomarocaine,Société Générale Franco-Marocaine,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",29,27,1926,1958
comptoirmetallurgiquemaroc,Comptoir métallurgique du Maroc,Commerce; Documents généraux (par ordre chronologique),43,26,1913,1958
etudesmarocainescommerceagriculturemines,"Société d'Études marocaines pour le commerce, l'agriculture et les mines","Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",37,26,1913,1921
minoteriesatlas,Société anon. des minoteries de l'Atlas,Documents généraux (par ordre chronologique),27,26,1935,1935
charbonnagesnordafricains,Charbonnages nord-africains,Documents généraux (par ordre chronologique); Mines,55,25,1948,1969
petrolesmaroc,Compagnie Française des Pétroles du Maroc,Documents généraux (par ordre chronologique); Pétrole et gaz,49,25,1913,1937
marocainecharbonsbriquettes,Société Marocaine de Charbons et briquettes,Documents généraux (par ordre chronologique); Industries diverses,46,25,1913,1937
entreprisemaritimecommerciale,L'Entreprise maritime et commerciale,Documents généraux (par ordre chronologique),33,25,1926,1937
tabacsmaroc,Tabacs au Maroc,Industries agro-alimentaires,53,24,1927,1945
cherifienneengraisproduitschimiques,Société Chérifienne d'engrais et de produits chimiques,Documents généraux (par ordre chronologique); Industries chimiques,36,23,1949,1969
marrakechauto,Marrakech-Auto,Documents généraux (par ordre chronologique),23,23,1930,1930
cheminsfermarocoriental,Compagnie des Chemins de fer de du Maroc oriental,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",43,22,1927,1969
nantaiseimportationmarochailaustgutzeitmollinedahl,"Sté nantaise d'importation au Maroc (Hailaust & Gutzeit, Molliné & Dahl",Documents généraux (par ordre chronologique),31,22,1913,1969
immobilierecasablanca,Société Immobilière de Casablanca,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,31,22,1915,1950
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,56,21,1920,1926
pecheriesmarocaines,Pêcheries marocaines,Documents généraux (par ordre chronologique); Industries agro-alimentaires,33,21,1913,1926
agricolemarocaine,Agricole Marocaine,Documents généraux (par ordre chronologique); Industries agro-alimentaires,31,21,1913,1958
rharbkhlot,Rharb et Khlot,Documents généraux (par ordre chronologique); Industries agro-alimentaires,30,21,1910,1958
cherifienne,Société Générale chérifienne,Commerce; Documents généraux (par ordre chronologique),30,21,1921,1926
cherifiennecolonisation,Compagnie Chérifienne de colonisation,Documents généraux (par ordre chronologique); Industries agro-alimentaires,28,21,1922,1958
grandsbazarsmarocains,Grands bazars marocains,Documents généraux (par ordre chronologique),22,21,1926,1950
fonciereagricolemaroc,Compagnie Foncière et Agricole du Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,31,20,1908,1958
caissepretsimmobiliersmaroc,Caisse de prêts immobiliers du Maroc,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",31,20,1920,1952
afrique,L'Afrique française,Documents généraux (par ordre chronologique),24,20,1925,1938
agricoletadla,Société Agricole du Tadla,Documents généraux (par ordre chronologique); Industries agro-alimentaires,22,20,1926,1952
creditmaghreb,Crédit du Maghreb,Documents généraux (par ordre chronologique),20,20,1937,1952
chargeurs,Chargeurs français,Documents généraux (par ordre chronologique),20,20,1938,1938
internationaleregiecointeresseetabacsmaroc,Société internationale de régie co-intéressée des Tabacs au Maroc,Documents généraux (par ordre chronologique); Industries agro-alimentaires,35,19,1922,1969
algeromarocaineculturecommerce,Société Algéro-Marocaine de Culture et de commerce,Documents généraux (par ordre chronologique); Industries agro-alimentaires,35,19,1920,1958
culturesindustriellesmaroc,Société de Cultures industrielles au Maroc,Documents généraux (par ordre chronologique),29,19,1926,1937
vulcanisationmoderne,Vulcanisation moderne,Documents généraux (par ordre chronologique),20,19,1930,1930
minieremzaita,Compagnie minière du M'Zaïta,Documents généraux (par ordre chronologique),19,19,1937,1969
mignon,MIGNON,Documents généraux (par ordre chronologique),19,19,1925,1925
mazeres,MAZÈRES,Documents généraux (par ordre chronologique),19,19,1938,1938
marocaineentrepriseimmobilieremobiliere,"Société Marocaine d'entreprise générale immobilière et mobilière, puis La Construction marocaine et La Construction civile","Bâtiment et travaux publics, matériaux de construction, céramique",19,19,1914,1921
marocaineimmeublesurbains,Société marocaine des Immeubles urbains,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,30,18,1922,1952
internationaleetudestravauxmaroc,Société Internationale d'Études et de travaux au Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",29,18,1914,1923
creditfonciermarocain,Crédit foncier marocain,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",27,18,1922,1925
comptoirmaroc,Comptoir français du Maroc,Commerce; Documents généraux (par ordre chronologique),25,18,1913,1948
commercialeimmobilieremaroc,Société Commerciale et Immobilière au Maroc,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,20,18,1921,1941
voyageshotelsnordafricains,Société des voyages et hôtels nord-africains,"Documents généraux (par ordre chronologique); Hôtellerie, tourisme, tourisme",18,18,1925,1951
colonialeindustriellecommerciale,Cie Coloniale Industrielle et Commerciale,Documents généraux (par ordre chronologique),18,18,1949,1949
lyonmaroc,Lyon-Maroc,Sociétés foncières et immobilières,18,18,1920,1920
minoterieatlasboujab,"Minoterie de l'Atlas à Boujab, puis Société nouvelle des minoteries de l'Atlas",Industries agro-alimentaires,18,18,1935,1935
magasinsgenerauxwarrantsmaroc,Société des Magasins généraux et warrants du Maroc,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",34,17,1912,1926
minesaouli,Société des Mines d'Aouli,Documents généraux (par ordre chronologique); Mines,32,17,1926,1969
internationaledeveloppementtanger,Société internationale pour le développement de Tanger,"Banques, groupes financiers, assureurs; Documents généraux (par ordre chronologique)",24,17,1914,1923
recherchesforages,"Société de Recherches et de forages, puis S.A. de gérance des bruttos de la Société de recherches et de forages",Documents généraux (par ordre chronologique); Pétrole et gaz,21,17,1892,1958
financierefes,Société financière de Fès,Documents généraux (par ordre chronologique),17,17,1930,1930
frsenordmarocain,Cie frse du NORD-MAROCAIN,Documents généraux (par ordre chronologique),17,17,1944,1944
minieregundafa,Société minière des Gundafa,Documents généraux (par ordre chronologique); Mines,40,16,1937,1953
nordmarocain,Cie française Française du Nord-Marocain,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",36,16,1913,1937
habitationsmaroc,Société d'Habitations au Maroc,Documents généraux (par ordre chronologique); Sociétés foncières et immobilières,31,16,1922,1952
minierebouazzergraara,Société minière du Bou-Azzer et du Graâra,Documents généraux (par ordre chronologique); Mines,30,16,1930,1952
cherifiennehivernage,Société Chérifienne d'hivernage,"Documents généraux (par ordre chronologique); Hôtellerie, tourisme, tourisme",25,16,1928,1952
agadir,Compagnie d'Agadir,Documents généraux (par ordre chronologique); Mines,24,16,1913,1969
tuileriesbriqueteriesmarrakech,Tuileries et briqueteries de Marrakech,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",22,16,1930,1930
fermieremarocaineexploitationsagricoles,Compagnie Fermière Marocaine d’Exploitations agricoles,Documents généraux (par ordre chronologique); Industries agro-alimentaires,21,16,1920,1937
afriqueindustriellecommercialeagricole,"L'Afrique industrielle, commerciale et agricole",Documents généraux (par ordre chronologique),20,16,1922,1926
portsmarocainsmehedyakenitrarabatsale,Société des Ports marocains de Mehedya-Kenitra et Rabat-Salé,"Documents généraux (par ordre chronologique); Transports maritimes, fluviaux et aériens",18,16,1917,1958
africaineimportationcharbonsbriquettesnordpas,Société africaine d'importation de charbons et briquettes du Nord et du Pas,Documents généraux (par ordre chronologique),18,16,1937,1937
nordafricaineventespubliques,Société Nord-Africaine de Ventes publiques,Documents généraux (par ordre chronologique); Industries agro-alimentaires,18,16,1926,1937
etablbozzibaudin,Établ. Bozzi et Baudin,Documents généraux (par ordre chronologique),18,16,1930,1930
francomarocaineoufrancomarocaine,Société Franco-Marocaine ou Société franco-marocaine,Mines,17,16,1911,1921
africaineateliersconstructionschwartzhautmont,Cie africaine des ateliers de construction Schwartz-Hautmont,Documents généraux (par ordre chronologique),16,16,1926,1969
marocainetransportsmaritimes,Cie marocaine de transports maritimes,Documents généraux (par ordre chronologique),16,16,1937,1951
industriellemarbresouvres,Société industrielle des marbres ouvrés,Documents généraux (par ordre chronologique),16,16,1930,1930
maroccommercialeimmob,Sté maroc. commerciale et immob,Documents généraux (par ordre chronologique),16,16,1954,1970
