doc_id,pdf_url,entry_type,name_normalised,sector,country,region,year_start,year_end,title_raw
inde-indochine-bq-fr-chinoise-1922-1968-4793f6,https://entreprises-coloniales.fr/inde-indochine/Bq_fr.-chinoise_1922-1968.pdf,company,La Banque franco-chinoise,Sociétés françaises ou à participation française,Chine,Indochine,1922,1968,La Banque franco-chinoise (1922-1968)
inde-indochine-bq-indoch-hong-kong-b8bd52,https://entreprises-coloniales.fr/inde-indochine/Bq_Indoch._Hong-Kong.pdf,company,Banque de l’Indochine,Sociétés françaises ou à participation française,Chine,Indochine,,,Banque de l’Indochine : Hong-Kong (1894) et Canton (1902)
inde-indochine-bq-indoch-mongtzeu-01ccbd,https://entreprises-coloniales.fr/inde-indochine/Bq_Indoch._Mongtzeu.pdf,company,Banque de l’Indochine,Sociétés françaises ou à participation française,Chine,Indochine,,,"Banque de l’Indochine : Mongtzé (1914), Yunnanfou, Tchoung-King"
inde-indochine-bq-indoch-pekin-62c3f7,https://entreprises-coloniales.fr/inde-indochine/Bq_Indoch._Pekin.pdf,company,Banque de l’Indochine,Sociétés françaises ou à participation française,Chine,Indochine,,,Banque de l’Indochine : Tien-Tsin (février 1907) et Pékin juillet (1907)
inde-indochine-bq-indoch-shanghai-5d5aa9,https://entreprises-coloniales.fr/inde-indochine/Bq_Indoch._Shanghai.pdf,company,Banque de l’Indochine,Sociétés françaises ou à participation française,Chine,Indochine,,,Banque de l’Indochine : Shanghaï (1898) et Hankéou (Hankow)(1902)
inde-indochine-bq-indus-chine-1913-1922-c0158f,https://entreprises-coloniales.fr/inde-indochine/Bq_indus_Chine-1913-1922.pdf,company,La Banque industrielle de Chine,Sociétés françaises ou à participation française,Chine,Indochine,1913,1922,La Banque industrielle de Chine (1913-1922)
inde-indochine-bq-indus-chine-1922-1944-38de67,https://entreprises-coloniales.fr/inde-indochine/Bq_indus_Chine-1922-1944.pdf,company,La Banque industrielle de Chine,Sociétés françaises ou à participation française,Chine,Indochine,1922,1944,La Banque industrielle de Chine (1922-1944)
inde-indochine-bq-indus-chine-indochine-8e0af2,https://entreprises-coloniales.fr/inde-indochine/Bq_indus_Chine-Indochine.pdf,company,La Banque industrielle de Chine en Indochine,Sociétés françaises ou à participation française,Chine,Indochine,,,La Banque industrielle de Chine en Indochine
inde-indochine-bq-indus-chine-jeanneney-b2e0e5,https://entreprises-coloniales.fr/inde-indochine/Bq_indus_Chine-Jeanneney.pdf,company,Jean-Noël Jeanneney,Sociétés françaises ou à participation française,Chine,Indochine,,,Jean-Noël Jeanneney : la chute de la BIC d'un point de vue mondain
inde-indochine-bq-indus-chine-poursuites-89b9cb,https://entreprises-coloniales.fr/inde-indochine/Bq_indus_Chine-poursuites.pdf,company,Les poursuites contre les dirigeants de la Banque industrielle de Chine,Sociétés françaises ou à participation française,Chine,Indochine,,,Les poursuites contre les dirigeants de la Banque industrielle de Chine
