person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
gaden-m,Gaden,Gaden; Maurice Gaden,2,2,12,administrateur,1922,1953,"Banque, Filatures; Documents généraux"
lafargue-a,Lafargue,A. Lafargue; Albert Lafargue,2,2,5,president,1922,1933,"Banque, Filatures; Documents généraux"
guignard-e,Guignard,E. Guignard; Édouard Guignard,2,2,5,administrateur,1922,1933,"Banque, Filatures; Documents généraux"
casteincau-e,Casteincau,E. Casteincau; Émile Casteincau,2,2,3,president,1922,1925,"Banque, Filatures; Documents généraux"
bendall-m,Bendall,Bendall; Manley Bendall,1,1,6,administrateur,1937,1951,"Banque, Filatures; Documents généraux"
collez-c,Collez,C. Collez; Charles Collez,1,1,5,administrateur,1925,1937,"Banque, Filatures; Documents généraux"
audy-p,Audy,Audy,1,1,5,administrateur,1937,1953,"Banque, Filatures"
lacouture-c,Lacouture,Ch. Lacouture; Charles Lacouture,1,1,4,administrateur,1945,1953,"Banque, Filatures"
albientz-m,Albientz,Albientz; Marcel Albientz,1,1,3,administrateur,1951,1953,"Banque, Filatures; Documents généraux"
ehny-m,Ehny,Ehny; Marius Ehny,1,1,2,administrateur,1937,1937,Documents généraux
delaunay-r,Delaunay,Robert Delaunay,1,1,2,administrateur,1937,1951,"Banque, Filatures; Documents généraux"
winter-pdg-tissage-de-bourtzwiller-p,Winter [Pdg Tissage de Bourtzwiller,Paul Winter [Pdg Tissage de Bourtzwiller,1,1,2,president_directeur_general,1951,1951,"Banque, Filatures; Documents généraux"
savana-s,Savana,Savana,1,1,2,president_directeur_general,1951,1951,"Banque, Filatures; Documents généraux"
coudey-g,Coudey,G. Coudey,1,1,2,administrateur,1931,1933,"Banque, Filatures"
loste-h,Loste,Henri Loste,1,1,2,administrateur,1948,1953,"Banque, Filatures"
sere-h,Sère,H. Sère,1,1,1,administrateur,1940,1940,"Banque, Filatures"
loste-ballande-h,Loste [Ballande,Henry Loste [Ballande,1,1,1,administrateur,1951,1951,"Banque, Filatures"
sln,SLN…],SLN…],1,1,1,administrateur,1951,1951,"Banque, Filatures"
winter-p,Winter,P. Winter,1,1,1,president_directeur_general,1953,1953,"Banque, Filatures"
commissaires-des-comptes-mm-j-hubert,Commissaires des comptes: MM. J. Hubert,Commissaires des comptes: MM. J. Hubert,1,1,1,administrateur,1953,1953,"Banque, Filatures"
