person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
blay-h,1918domainesbenislimantablat,1,1922,1922,administrateur,1
borgeaud-h,1918domainesbenislimantablat,1,1926,1926,administrateur,1
borgeaud-l,1918domainesbenislimantablat,3,1922,1926,administrateur,1
chevallier-j,1918domainesbenislimantablat,1,1924,1924,administrateur,1
dome-m,1918domainesbenislimantablat,1,1924,1924,administrateur,1
furgier-h,1918domainesbenislimantablat,3,1922,1926,administrateur,1
giraud-e-edmond,1918domainesbenislimantablat,3,1922,1926,administrateur,1
jourdan-l,1918domainesbenislimantablat,2,1924,1926,administrateur,1
narbonne-j,1918domainesbenislimantablat,1,1926,1926,administrateur,1
thirion-a,1918domainesbenislimantablat,2,1922,1924,administrateur,1
bisch-r,abrifamilialoranais,1,1928,1928,administrateur,1
blanchet-l,abrifamilialoranais,1,1928,1928,administrateur,1
et-benhamza-ali,abrifamilialoranais,1,1928,1928,commissaire_aux_comptes,0
fouque-l,abrifamilialoranais,1,1928,1928,administrateur,1
frassati-c,abrifamilialoranais,1,1928,1928,administrateur,1
hernandez-j,abrifamilialoranais,1,1928,1928,administrateur,1
lesimple-r,abrifamilialoranais,1,1928,1928,administrateur,1
mohamed-b,abrifamilialoranais,1,1928,1928,administrateur,1
mohamed-r,abrifamilialoranais,1,1928,1928,commissaire_aux_comptes,0
renauld-l,abrifamilialoranais,1,1928,1928,administrateur,1
toutes-les-prescriptions-de-la-loi,abrifamilialoranais,1,1928,1928,administrateur,1
laurens-h,acconagealgerien,1,1910,1910,administrateur,1
menet-h,acconagealgerien,1,1910,1910,administrateur,1
scotto-f,acconagealgerien,1,1910,1910,administrateur,1
shaki-e,acconagealgerien,1,1910,1910,administrateur,1
balandras-g,acconagecharbonnagejullian,1,1920,1920,administrateur,1
corbeto-j,acconagecharbonnagejullian,1,1920,1920,administrateur,1
deros-p,acconagecharbonnagejullian,1,1920,1920,administrateur,1
et-jean-stern,acconagecharbonnagejullian,1,1920,1920,administrateur,1
gerbaud-j,acconagecharbonnagejullian,1,1920,1920,administrateur,1
jullian-g,acconagecharbonnagejullian,1,1920,1920,administrateur,1
laurens-j,acconagecharbonnagejullian,1,1920,1920,administrateur,1
beppo-de-massimi,aeriennefrancealgerie,1,1925,1925,administrateur,1
bourceret-j,aeriennefrancealgerie,1,1925,1925,administrateur,1
calle-alcala,aeriennefrancealgerie,1,1925,1925,administrateur,1
chateau-de-ramonville,aeriennefrancealgerie,1,1925,1925,administrateur,1
chateau-mervllla,aeriennefrancealgerie,1,1925,1925,administrateur,1
dal-paz-j,aeriennefrancealgerie,1,1925,1925,administrateur,1
de-planet-e,aeriennefrancealgerie,1,1925,1925,administrateur,1
dhe-p,aeriennefrancealgerie,1,1925,1925,administrateur,1
et-gabriel-arnou,aeriennefrancealgerie,1,1925,1925,administrateur,1
fould-r,aeriennefrancealgerie,1,1925,1925,administrateur,1
francisco-rubio-d,aeriennefrancealgerie,1,1925,1925,administrateur,1
latecoere-p,aeriennefrancealgerie,1,1925,1925,administrateur,1
lepere-g,aeriennefrancealgerie,1,1925,1925,administrateur,1
liore-f,aeriennefrancealgerie,1,1925,1925,administrateur,1
philippar-g,aeriennefrancealgerie,1,1925,1925,administrateur,1
portrait-m,aeriennefrancealgerie,1,1925,1925,administrateur,1
principe-de-vergora,aeriennefrancealgerie,1,1925,1925,administrateur,1
sabatier-e,aeriennefrancealgerie,1,1925,1925,administrateur,1
tessier-du-cros-e,aeriennefrancealgerie,1,1925,1925,administrateur,1
auriol-e,africainearmement,1,1926,1926,administrateur,1
desprez,africainearmement,1,1920,1920,administrateur,1
machart-m,africainearmement,1,1926,1926,administrateur,1
mayoussier-h,africainearmement,1,1926,1926,administrateur,1
pilliard-m,africainearmement,1,1920,1920,administrateur,1
verges,africainearmement,1,1926,1926,administrateur,1
versailles,africainearmement,1,1926,1926,administrateur,1
asnieres,africaineculturesindustrielles,1,1922,1922,administrateur,1
cahen-fuzier-e,africaineculturesindustrielles,1,1926,1926,administrateur,1
hirsch-m,africaineculturesindustrielles,1,1922,1922,administrateur,1
philippar-e,africaineculturesindustrielles,2,1922,1926,administrateur,1
stern-j,africaineculturesindustrielles,1,1922,1922,administrateur,1
balland-brugneaux-j,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
champy-l,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
de-maniquet-vauberet-p,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
delage-y,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
et-charles-champy,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
fonde-de-pouvoirs-de-la-maison-balland-brugneaux,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
henry-m-marcel,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
simon-de-peyerimhoff-de-fontenelle,africaineimportationcharbonsbriquettesnordpascalais,1,1928,1928,administrateur,1
brun-c,africaineliegealgerhusseindeyazazga,1,1929,1929,administrateur,1
lebrun-j,africaineliegealgerhusseindeyazazga,1,1929,1929,administrateur,1
mercier-g,africaineliegealgerhusseindeyazazga,1,1929,1929,administrateur,1
paulus-r,africaineliegealgerhusseindeyazazga,1,1929,1929,president,1
philippart-p,africaineliegealgerhusseindeyazazga,1,1929,1929,administrateur,1
auzepy,africaineminestransports,1,1945,1945,administrateur,1
baptifaut-a,africaineminestransports,1,1945,1945,administrateur,1
bloch-laine-f,africaineminestransports,2,1948,1953,administrateur,1
bonnefoy-sibour-a,africaineminestransports,1,1945,1945,administrateur,1
chabert-p,africaineminestransports,1,1945,1945,president_directeur_general,1
denoix-g,africaineminestransports,3,1945,1953,president_directeur_general,1
lanselle-p,africaineminestransports,2,1948,1953,administrateur,1
leclerc-e,africaineminestransports,1,1945,1945,administrateur,1
