company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
constructionelectrique,creditfoncieralgerietunisie,CONSTRUCTION ÉLECTRIQUE,Crédit foncier d'Algérie-Tunisie,26,affreville; ain-bessem; algerie-alger; anthoine-a; ariste-s; aumale; barbedette-f; blida; boufarick; bouira; boulogne-g; buhot-h; castiglione; colea; douera; dubourdieu; eug-regnault; eymard-c; gronier-e; guyotville; henri-c; journault-e; lebon-a; rouiba; saliege-h; zafiropulo-d
entreprisealgerienne,entreprisemaritimecommerciale,L'Entreprise algérienne,L'Entreprise maritime et commerciale,14,adm-mm-r-fabry; d-estienne-d-orves; djebel-felten; fr-estier; g-gravier; g-noblemaire; h-giraud; lucia; mante-t; marseille; oppenheim; pres-m-j-dal-piaz; thenard-l; zafiropulo-d
condat,creditfoncieralgerietunisie,CONDAT et Cie,Crédit foncier d'Algérie-Tunisie,13,adm-del-m-e-gronier; adm-m-d-zafiropulo; c-h; e-philippar; e-regnault; g-saint-rene-tallandier; h-buhot; j-delarue; l-dubourdieu; mohamed-el-guebbas; pdt-bone-guelma-t; r-de-caix; x-loisy
banquealgerie,banqueindustrielleafriquenord,BANQUE DE L'ALGERIE,Banque industrielle de l'Afrique du Nord,12,boyer; boyer-p; delamotte-g; ernest-picard-p; farnier-c; flouret-m; galicier-a; moatti; sabatier-e; schiaffino-l; tamzali; th-rodocanachi
omniumminesalgerietunisie,phosphatesconstantine,Omnium Société générale de mines d'Algérie-Tunisie,Compagnie des Phosphates de Constantine,10,ansbacher-t; courbevoie; de-montureux; de-valencay; deyron-l; genebrias-de-fredaigue-g; kapferer; montureux-a; talleyrand-perigord-p; th-ansbacher
banquealgerie,banquealgeriebanquealgerietunisiebanquealgerie,BANQUE DE L'ALGERIE,"Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",8,alcay; alphandery; berthon; fils-h; giraud; lassallas; marchessaux; obitz
minesbouthaleb,mineschabetkohol,MINES DU BOU-THALEB,Compagnie des mines de Chabet-Kohol,7,adm-mm-leon-boussand; buhot-h; carnot-e; chastel-a; f-ledoux; gittens-w; lebon-a
petolatdijon,petrolestliouanet,PÉTOLAT-DIJON,PÉTROLES de TLIOUANET,6,adm-mm-henri-de-peyerimhoff; aguillon-j; chevaleau-e; homan-l; jordan-p; zafiropulo-d
minesbouthaleb,mineszincguergour,MINES DU BOU-THALEB,Société des mines de zinc du Guergour,6,administr-mm-h-chabert; choppin-de-janvry-dir-bppb-j; eaux-tunis; f-faure; faure-j; galicier-c
cheminsferroutesalgerie,minesboudjoudoun,Société des Chemins de fer sur routes d'Algérie,Société des mines de Boudjoudoun,6,devise-f; janicot-x; magnin; petit-j; tanon; tanon-a
minesboudjoudoun,minieredjebelfelten,Société des mines de Boudjoudoun,Société minière du Djebel-Felten,6,magnin; petit; petit-j; tanon; tanon-a; vacheron-a
unioncompagniesregionalesreuniesfabriquesengrais,unionfabriquesengraisproduitschimiquessuperphosphates,Union française et Compagnies régionales réunies de fabriques d'engrais et de,"Union française de fabriques d'engrais, de produits chimiques et de superphosphates, puis Union française d'engrais et de produits chimiques",6,cipriani-p; de-cenival-a; de-courseulles-r; guy-de-gontaut-biron; petit-l; planchat-h
manufacturetabacscigarescigarettesbastos,manufacturetabacscigarescigarettesjbastos,"Manufacture de Tabacs, Cigares et Cigarettes Bastos","Manufacture de tabacs, cigares et cigarettes J. Bastos",5,bastos-a; bastos-j; bastos-l; perrot-e; philippar-e
concessionnaireouenza,ouenza,Société concessionnaire d'Ouenza,Société de l'Ouenza,5,baptifaut-a; chabert-p; kroller-a; muller-nico-g; rydbeck-o
pfund,phosphatesconstantine,PFUND,Compagnie des Phosphates de Constantine,5,adm-th-ansbacher; de-valencay; juge-a; kapferer; schiaffino-l
mineschellala,minieredjendli,Société des mines du Chellala,Compagnie minière du Djendli,5,cornudet-l; fitoussi-e; gosse-l; jalabert-e; urruty-f
minesbouthaleb,minesouastamesloula,MINES DU BOU-THALEB,Compagnie des mines de Ouasta et de Mesloula,5,adm-mm-m-champin; denfert-rochereau-a; mirabaud-p; robellaz-f; urruty-f
algeriennepetrolestliouanet,petolatdijon,Société Algérienne des pétroles de Tliouanet,PÉTOLAT-DIJON,5,aguillon-j; beigbeder-d; homan-l; jordan-p; kennerley-hall-c
algerienne,clement,Compagnie algérienne,CLÉMENT,5,j-de-sayve; l-odier; p-jurien-de-la-graviere; r-fabry; saint-germain
algerienne,phosphatesdyr,Compagnie algérienne,Compagnie des Phosphates du Dyr,5,barrot-f; bordet-l; jurien-de-la-graviere-p; morin-t; p-jurien-de-la-graviere
minesbouthaleb,zaccarfer,MINES DU BOU-THALEB,"Zaccar, fer",5,a-miliana-e; adm-mm-h-cardozo-pere; adm-ouenza; cardozo-fils-g; van-den-eckhoudt
lafarge,nordafricainecimentslafarge,Lafarge,Nord-Africaine des Ciments de Lafarge,5,borgeaud-l; boutier-a; daher-p; ewbank; laboubee-s
cheminsferroutesalgerie,minieredjebelfelten,Société des Chemins de fer sur routes d'Algérie,Société minière du Djebel-Felten,5,lambert-a; magnin; petit-j; tanon; tanon-a
cheminsferouestalgerien,creditalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,"Crédit algérien, puis Crédit privé",5,favereaux-g; goudchaux-c; peytel; peytel-a; peytel-j
afriquenord,commercialeminiereafriquenord,AFRIQUE DU NORD,Société Commerciale et Minière pour l'Afrique du Nord,5,lemaigre-dubreuil-r; morin-g; mourgnot-p; salvane-l; thomas-e
agricolelyonnaisenordafrique,cotonnierebonoise,Société Agricole Lyonnaise du Nord de l'Afrique,Société Cotonnière Bônoise,4,brisson; pepin-j; sonnery; tarare
vignoblesmediterranee,vignoblesmediterraneedomainemonvilleduzerville,VIGNOBLES DE LA MÉDITERRANÉE,"Compagnie des Vignobles de la Méditerranée, domaine de Monville à Duzerville",4,francois-marsal-f; gabet-m; roubaud-j; thierry-de-boccard
algeriennenavigationafriquenordcharlesschiaffino,phosphatesconstantine,"Société Algérienne de Navigation pour l'Afrique du Nord, Charles Schiaffino et Cie",Compagnie des Phosphates de Constantine,4,ansbacher-t; maniquet-vauberet-l; schiaffino-l; talleyrand-perigord-p
omniumminesusines,phosphatesconstantine,"Omnium Mines et usines, puis Mines et Usines d'Algérie-Tunisie-Maroc",Compagnie des Phosphates de Constantine,4,ansbacher-t; de-valencay; kapferer-m; schiaffino-l
minesalgerietunisieomnium,phosphatesconstantine,MINES D'ALGÉRIE-TUNISIE « OMNIUM »,Compagnie des Phosphates de Constantine,4,ansbacher-t; de-montureux; juge-a; kapferer-m
millaul,omniumminesalgerietunisie,MILLAUL,Omnium Société générale de mines d'Algérie-Tunisie,4,de-montureux; h-de-peyerimhoff; kapferer; th-ansbacher
mineszaccar,zaccarfer,MINES du ZACCAR,"Zaccar, fer",4,adm-mm-h-cardozo-pere; adm-ouenza; baguenault-de-puchesse; van-den-eckhoudt
minesbouthaleb,minieredjebelfelten,MINES DU BOU-THALEB,Société minière du Djebel-Felten,4,adm-mm-j-petit; e-raverot; j-rey-herme; pouquet
chauxcimentsrivetalger,nordafricainecimentslafarge,Chaux et ciments de Rivet-Alger,Nord-Africaine des Ciments de Lafarge,4,daher-c; daher-p; laboubee-s; michaux-l
industriebois,unioncommercialeproducteurs,L'Industrie du bois,Union commerciale des producteurs,4,el-biar; jomiau-e; olivier-p; pasquier-m
algerienne,algerienneproduitschimiquesengrais,Compagnie algérienne,Société Algérienne de produits chimiques et d'engrais,4,demarest; jurien-de-la-graviere-p; mirabaud-e; pallier-j
algerienneproduitschimiquesengrais,creditfoncieralgerietunisie,Société Algérienne de produits chimiques et d'engrais,Crédit foncier d'Algérie-Tunisie,4,brugere-j; jourdanne-a; renaudin-l; trelat-m
algerienne,algeriennecreditbanque,Compagnie algérienne,Société nouvelle de la Compagnie algérienne de crédit et de banque,4,bungener-c; fabry-j; fournier-p; pallier-j
concessionnaireminesouenza,ouenza,Société Concessionnaire des mines d'Ouenza,Société de l'Ouenza,4,drappier-g; kroller-a; muller-nico-g; versailles
commercialeacconage,commercialearmement,Société Commerciale d'Acconage,Société Commerciale d'Armement,4,galoppe-r; marceron-m; thibaut-a; thibaut-m
africaineminestransports,ouenza,Société Africaine de Mines et transports,Société de l'Ouenza,3,baptifaut-a; bloch-laine-f; chabert-p
cenpasoccentraleusinespapiers,manufacturetapisorient,"CENPA, Soc. Centrale des Usines à Papiers",Manufacture de tapis d'Orient,3,metz; nancy; strasbourg
algerienneeclairageforce,creditfoncieralgerietunisie,Société Algérienne d'éclairage et de force,Crédit foncier d'Algérie-Tunisie,3,berthault; boulogne-g; loisy-x
creditfoncieralgerietunisie,regiefoncierevillealger,Crédit foncier d'Algérie-Tunisie,Régie foncière de la ville d'Alger,3,boulogne-g; coudray-a; rouan-p
