company_id,name,sectors,n_ties,n_directors,first_year,last_year
creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,"Banques et groupes financiers, assurances",205,85,1911,1953
banquealgerie,BANQUE DE L'ALGERIE,"Banques et groupes financiers, assurances",134,76,1881,1948
constructionelectrique,CONSTRUCTION ÉLECTRIQUE,Documents généraux (par ordre chronologique),79,75,1925,1925
ouenza,Société de l'Ouenza,Documents généraux (par ordre chronologique); Mines et carrières,96,65,1910,1948
minesbouthaleb,MINES DU BOU-THALEB,Documents généraux (par ordre chronologique); Mines et carrières,72,48,1910,1953
creditalgerien,"Crédit algérien, puis Crédit privé","Banques et groupes financiers, assurances",118,46,1880,1951
banqueindustrielleafriquenord,Banque industrielle de l'Afrique du Nord,"Banques et groupes financiers, assurances",110,45,1919,1950
algerienne,Compagnie algérienne,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique); Industries agro-alimentaires",113,43,1874,1953
cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,"Transports terrestres, garages automobiles et agricoles",94,42,1879,1942
cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,"Transports terrestres, garages automobiles et agricoles",105,41,1906,1953
velvetrum,VELVET-RUM,Documents généraux (par ordre chronologique),39,39,1919,1919
palestro,Palestro,Documents généraux (par ordre chronologique),35,35,1910,1910
tramwayselectriquesoran,Tramways électriques d'Oran,"Transports terrestres, garages automobiles et agricoles",74,32,1901,1953
senellemaubeuge,SENELLE-MAUBEUGE,Documents généraux (par ordre chronologique),32,32,1921,1921
alfa,L'Alfa,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",45,29,1921,1945
minesouastamesloula,Compagnie des mines de Ouasta et de Mesloula,Documents généraux (par ordre chronologique); Mines et carrières,73,28,1917,1948
phosphatesconstantine,Compagnie des Phosphates de Constantine,Documents généraux (par ordre chronologique); Mines et carrières,68,28,1912,1953
centraleusinespapier,Société centrale des usines à papier,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",41,28,1940,1953
omniumminesalgerietunisie,Omnium Société générale de mines d'Algérie-Tunisie,Mines et carrières,50,27,1906,1953
industriellepetrolesafriquenord,Compagnie Industrielle des Pétroles de l'Afrique du Nord,Pétrole et gaz,49,27,1922,1948
regiefoncierevillealger,Régie foncière de la ville d'Alger,Foncières et immobilières,52,26,1937,1953
mineskefoumtheboulprescalle,"Mines de Kef-Oum-Théboul, près La Calle",Mines et carrières,32,26,1856,1914
minieredjebelfelten,Société minière du Djebel-Felten,Mines et carrières,49,25,1929,1953
unionfabriquesengraisproduitschimiquessuperphosphates,"Union française de fabriques d'engrais, de produits chimiques et de superphosphates, puis Union française d'engrais et de produits chimiques",Mines et carrières,48,25,1919,1944
nordafricainecimentslafarge,Nord-Africaine des Ciments de Lafarge,"Bâtiment et travaux publics, matériaux de construction, céramique",43,24,1931,1953
afriquenord,AFRIQUE DU NORD,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",30,24,1938,1938
fichet,FICHET,Documents généraux (par ordre chronologique),24,24,1925,1925
algerienneproduitschimiquesengrais,Société Algérienne de produits chimiques et d'engrais,Industries chimiques,58,23,1917,1953
cenpasoccentraleusinespapiers,"CENPA, Soc. Centrale des Usines à Papiers","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",26,23,1938,1938
zincguergour,Zinc du Guergour,Mines et carrières,61,22,1914,1953
unionelectriquegaziereafriquenord,Union électrique et gazière de l'Afrique du Nord,"Eau, gaz, électricité (Utilities)",35,22,1937,1945
agricolealgeriennebertagna,Société agricole algérienne Bertagna,Industries agro-alimentaires,40,21,1931,1953
hydrauliqueafrique,L'Hydraulique-Afrique,Documents généraux (par ordre chronologique),21,21,1910,1910
algerienneeclairageforce,Société Algérienne d'éclairage et de force,"Eau, gaz, électricité (Utilities)",42,20,1933,1945
tramwaysalgeriens,Société des Tramways algériens,"Documents généraux (par ordre chronologique); Transports terrestres, garages automobiles et agricoles",24,20,1907,1919
sidikamber,Sidi-Kamber,Documents généraux (par ordre chronologique); Mines et carrières,21,20,1910,1938
aeriennefrancealgerie,Compagnie Aérienne France-Algerie,Transports maritimes et aériens,20,20,1925,1925
secteurelectriquevoutesalger,Secteur électrique des Voûtes d'Alger,"Eau, gaz, électricité (Utilities)",50,19,1929,1953
raffineriessoufrereunies,Raffineries de soufre réunies,Industries chimiques,46,19,1912,1953
minieremzaita,Compagnie minière du M'Zaïta,Mines et carrières,34,19,1933,1953
minierefrancoafricaine,Société Minière Franco-Africaine,Documents généraux (par ordre chronologique); Mines et carrières,29,19,1909,1925
minesfer,Société Française des mines de fer,Documents généraux (par ordre chronologique); Mines et carrières,25,19,1909,1932
phosphatesdyr,Compagnie des Phosphates du Dyr,Mines et carrières,24,19,1899,1938
clement,CLÉMENT,Documents généraux (par ordre chronologique),19,19,1938,1938
domainechapeaugendarme,Domaine du Chapeau de Gendarme,Industries agro-alimentaires,44,18,1920,1953
vinsmidialgerie,Compagnie générale des vins du Midi et d'Algérie,Commerce,29,18,1933,1950
fonciereimmobilierevillealger,Compagnie Foncière et Immobilière de la Ville d'Alger,Foncières et immobilières,24,18,1906,1913
distilleriebadoilmustapha,"Distillerie Badoil, Mustapha",Industries agro-alimentaires,20,18,1888,1888
condat,CONDAT et Cie,Documents généraux (par ordre chronologique),19,18,1938,1938
cheminsferestalgerien,Compagnie des Chemins de fer de l'Est-Algérien,"Transports terrestres, garages automobiles et agricoles",26,17,1896,1906
manufacturetapisorient,Manufacture de tapis d'Orient,Documents généraux (par ordre chronologique),18,17,1919,1919
entreprisemaritimecommerciale,L'Entreprise maritime et commerciale,Transports maritimes et aériens,18,17,1921,1921
petrolestliouanet,PÉTROLES de TLIOUANET,Pétrole et gaz,18,17,1925,1938
houplain,HOUPLAIN,Documents généraux (par ordre chronologique),17,17,1925,1925
internationalewagonslits,Cie internationale des WAGONS-LITS,Documents généraux (par ordre chronologique),17,17,1919,1919
entreprisealgerienne,L'Entreprise algérienne,Documents généraux (par ordre chronologique),17,17,1938,1938
minieredjendli,Compagnie minière du Djendli,Mines et carrières,52,16,1906,1938
alfasocfabricationpatescellulose,"L'ALFA, Soc. an. pour la fabrication des pâtes de cellulose","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",16,16,1938,1938
royaleasturienneminesdirection,"Cie Royale ASTURIENNE DES MINES, direction générale",Mines et carrières,16,16,1925,1925
domainejulienguethna,Domaine Julien de la Guethna,Industries agro-alimentaires,16,16,1930,1930
vignoblesmediterranee,VIGNOBLES DE LA MÉDITERRANÉE,Industries agro-alimentaires,35,15,1929,1953
mineszincguergour,Société des mines de zinc du Guergour,Mines et carrières,18,15,1925,1938
desage,DESAGE,Documents généraux (par ordre chronologique),15,15,1938,1938
manufacturetabacscigarescigarettes,"Manufacture de Tabacs, Cigares et Cigarettes",Industries agro-alimentaires,15,15,1953,1953
moulinscooperatifsmascara,Moulins coopératifs de Mascara,Industries agro-alimentaires,15,15,1930,1930
