company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
eauxelectriciteindochine,indochinoiseelectricite,Compagnie des Eaux et d'électricité de l'Indochine,Société Indochinoise d'électricité,17,allain; allain-m; allain-p; baudouin-p; chaumier-a; devaux-p-paul; dior-j; drouin-p; guillanton-a; hermenier-g; homberg-o; maxime-robert-j; plante-a; teissier-du-cros; teissier-du-cros-e; thion-de-la-chaume-r-rene; trives-f
plantationscaoutchoucsumatra,tapanoelie,Société des Plantations de caoutchouc de Sumatra,Tapanoëlie,15,bernard-j; bernard-j-jacques; cavadia-j; cavadia-t; donnet-l; engeringh-c; engeringh-h; laloux-ancion-h; laloux-h; ligtenberg-h; osterrieth-p; swart-a; thys-e; van-romburgh-p; vereecken-h
distilleriesiindochine,distilleriesindochine,Société française des Distilleries de I'Indochine,Distilleries de l’Indochine,13,borduge-m; boyaval-l; calmette-a; chapsal; fontaine-l-leonard; guesde-p; homberg-o; le-gallen-m; quesnel-j; samson-e; schwob-d-hericourt-g; schwob-d-hericourt-j-jean; thion-de-la-chaume-r-rene
indochinoiseculturestropicales,socindochinoiseculturestropicales,Société Indochinoise des Cultures tropicales,Soc. Indochinoise des CULTURES TROPICALES,13,angoulvant-g; bouvier-r; budop; dufay-h; generale-d; ginestet; hiep-hoa; homberg-o; lithiby-j; rocca-e; sibilat-r; simoni-p; sud-ginestet
poinsardveyret,rizeriesextremeorient,POINSARD et VEYRET,Rizeries d'Extrême-Orient,13,aymard-c; bondonneau-h; e-worms; gavoty-c; gigandet-e; grammont-m-maxime; grand-dufay-h; michel-c; rauzy-p-paul; rocca; triadou-c; ville-e; ville-p
industrielleexportationextremeorient,mmhbaudonmonygrenierjchaussonpboyegpincemin,Société Industrielle d'Exportation en Extrême-Orient,"MM. H. Baudon de Mony, A. Grenier, J. Chausson, P. Boyé, G. Pincemin et Cie",13,baudon-de-mony-x; begue-l; boye-p; chaumeil-j; chausson-j; colombier-l-louis; ducamp-a; gouvy; grenier-a-anselme; klehe-r; millie-g; pincemin; subra-r
minieremetallurgiqueindochinemineschodienfonderiezincquangyen,socminesetainhauttonkin,"Cie Minière et métallurgique de l'Indochine, mines à Cho-Diên, fonderie de zinc à Quang-Yên",Soc. des MINES D'ÉTAIN DU HAUT-TONKIN,13,bault-g; belugou-l; de-sincay-e; harth-p; hauzeur-l; le-bret-j; lecuvre-f; ledoux-f; merigeault-e; robellaz-f; st-paul-de-sincay-g; thion-de-la-chaume; vincent-a
soctabacsindochine,tabacsindochine,Soc. des TABACS DE L'INDO-CHINE,Tabacs d’Indochine,12,delval; fabrique-de-tabacs; fontaine-l; girod; hermenier-g; homberg; mounier; peut-etre-albert-gerard-g; representee-precedemment-par-julien-rouland; simon-s; stern-e; van-khe-direction-de-l-exploit
energieelectriqueindochinoise,indochinoiseelectricite,Énergie électrique indochinoise,Société Indochinoise d'électricité,12,allain; allain-m; chaumier; chaumier-a; devaux-p-paul; hermenier; hermenier-g; homberg-o; manus-m; plante-a; simoni-p; teissier-du-cros-e
commercialeindochine,rizeriesindochinoises,Société Commerciale française de l'Indochine,Rizeries indochinoises,12,derre; derre-m; dussuet-j; ed-worms; eug-ville; michel-c; moore-h; rauzy-p-paul; vigouroux-l; ville-e; ville-p; worms-e
minieremetallurgiqueindochine,minieremetallurgiqueindochinemineschodienfonderiezincquangyen,Cie minière et métallurgique de l'Indochine,"Cie Minière et métallurgique de l'Indochine, mines à Cho-Diên, fonderie de zinc à Quang-Yên",12,bault-g; belugou-l; de-sincay-e; harth-p; hauzeur-l; jeancard-p; le-bret-j; lecuvre-f; ledoux-f; merigeault-e; robellaz-f; vincent-a
kratie,plantationskratie,Kratié,Société des plantations de Kratié,12,agabriel-l; baudoin-f; biron-l; delanney-m; devies-m; foy-s; hadengue-y; lhomme-r; richemond-j; rueff-g; thery-a; thery-r
eauxelectriciteindochine,energieelectriqueindochinoise,Compagnie des Eaux et d'électricité de l'Indochine,Énergie électrique indochinoise,11,allain; allain-m; baron-r-roger; chaumier-a; dervieu-p; devaux-p-paul; hebre-e; hermenier-g; homberg-o; plante-a; teissier-du-cros-e
