person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
arnoux-e,agricoleindustriellemadagascar,6,1937,1973,administrateur,1
artaud-a-adrien,agricoleindustriellemadagascar,3,1922,1926,administrateur,1
benazeth-l,agricoleindustriellemadagascar,6,1937,1973,administrateur,1
besson-l,agricoleindustriellemadagascar,2,1937,1938,administrateur,1
besson-l-leon,agricoleindustriellemadagascar,1,1926,1926,administrateur_delegue,1
besson-maufrangeas-l,agricoleindustriellemadagascar,3,1948,1973,vice_president,1
boell,agricoleindustriellemadagascar,2,1945,1948,administrateur,1
bonifay-j,agricoleindustriellemadagascar,3,1948,1973,administrateur,1
bonifay-l,agricoleindustriellemadagascar,3,1948,1973,administrateur,1
bonnasse-j,agricoleindustriellemadagascar,3,1922,1926,administrateur,1
boussenot-g,agricoleindustriellemadagascar,5,1922,1945,administrateur,1
chalas-e,agricoleindustriellemadagascar,6,1922,1948,administrateur,1
estrine-l,agricoleindustriellemadagascar,3,1922,1926,president,1
francou-j,agricoleindustriellemadagascar,8,1922,1973,administrateur,1
francou-p,agricoleindustriellemadagascar,1,1922,1922,administrateur,1
franquin-j,agricoleindustriellemadagascar,2,1937,1940,administrateur,1
gourbault-g,agricoleindustriellemadagascar,2,1950,1973,administrateur_delegue,1
jacques-francou-j,agricoleindustriellemadagascar,1,1950,1950,administrateur,1
l-besson,agricoleindustriellemadagascar,1,1922,1922,administrateur,1
lagane-r,agricoleindustriellemadagascar,1,1922,1922,administrateur,1
magnan-a,agricoleindustriellemadagascar,3,1922,1926,administrateur,1
neton-a,agricoleindustriellemadagascar,5,1937,1973,administrateur,1
pagnon-r,agricoleindustriellemadagascar,2,1950,1973,president,1
pfrimmer,agricoleindustriellemadagascar,2,1940,1945,administrateur,1
roubaud-p,agricoleindustriellemadagascar,8,1922,1973,president,1
semana-besson-r,agricoleindustriellemadagascar,2,1950,1973,administrateur,1
semana-j,agricoleindustriellemadagascar,2,1940,1948,administrateur,1
zafiropulo-g,agricoleindustriellemadagascar,9,1922,1973,administrateur,1
carnaud-j,agricoleindustrielleminieremadagascar,1,1900,1900,administrateur,1
frot-h,agricoleindustrielleminieremadagascar,1,1900,1900,administrateur,1
