company_id_1,company_id_2,company_name_1,company_name_2,weight,shared_directors
grandeile,grandelle,Société La Grande Île,Grande lle,14,binaud-h; buhan-a; buhan-m; dubos-m; import-a-bangui; j-buhan-a; j-dubos-b; j-dubos-p; lafont; lafont-l; lemoine-ep-daisy-de-buhan-sima-r; ottino-f; p-buhan-p; pierre
tanninscoloniaux,tanninscoloniauxsahambavy,Tannins coloniaux,"Tannins coloniaux, Sahambavy",13,aymar-de-guitaut; duvallet-l; et-de-la-princesse-massena; froissart-bimp-l; froissart-l; gueugnier-j; gueugnier-l; kolente-y; legrand-j; maspetiol-r; schwob-d-hericourt-g; selon-coston; vincent-p
sucreriesmarseillaisesmadagascar,sucreriesmarseillaisesmadagascarnamakia,Sucreries marseillaises de Madagascar,"Sucreries marseillaises de Madagascar, Namakia",12,d-espies-h; daher-p; de-coudenhove-b; de-fonscolombe-e; de-gasquet-b; de-revel-b; doucet-e; faivre-d-arcier-c; guerin-j; pagnon-r; roubaud-p; zafiropulo-g
graphites,graphitessahanavo,Société Générale des Graphites,"Société des Graphites de la Sahanavo, puis Sahanavo, société malgache d'exploitations minières",12,a-ambalarondra-e; adm-del-m-s-ottino; adm-mm-c-de-chazal; anivorano; darrieux; deschars; faure-le-pere-j; fondateur-de-la-miniere-du-kanguet; g-de-breteuil; j-parmentier; joseph; soc-ulysse-gros
creditfonciermadagascar,creditfonciermadagascarcreditfonciermadagascarreunion,Crédit foncier de Madagascar,"Crédit foncier de Madagascar, Crédit foncier de Madagascar et de la Réunion",10,allain-e; bontoux-h; bourdariat-a; ed-philippar; g-philippar; gimon-c; lebon-a; loisy-x; michel-h; perben-l
commerce,creditfonciermadagascar,Compagnie Générale de commerce,Crédit foncier de Madagascar,10,allain-e; bontoux-h; ed-philippar; g-philippar; gimon-c; l-perben; lescot-m; loisy-x; michel-cote-c; michel-h
importationsexportationscommission,industriellecommercialeemyrne,"Société d'importations, d'exportations et de commission",Société Industrielle et Commerciale de l'Émyrne,10,buissiere-j; metras-r; perie-a; poucel-f; th-toy-riont; tholozan-c; toy-riont-a; vouland-c; vouland-f; vouland-l
agricoleindustriellemadagascar,marseillaisemadagascar,Compagnie Agricole et Industrielle de Madagascar,Compagnie Marseillaise de Madagascar,10,arnoux-e; benazeth-l; besson-l; besson-maufrangeas-l; bonifay-j; bonifay-l; boussenot-g; neton-a; roubaud-p; semana-j
madagascarautomobile,madagascarautomobiletananariverenault,Madagascar-automobile,"Madagascar-Automobile, Tananarive. Renault",10,arnoux-e; benazeth-l; besson-maufrangeas-l; bonifay-j; bonifay-l; laubie-j; piallat-g; roubaud-p; semana-besson-r; zafiropulo-g
malgachecultures,tulear,Société Malgache de Cultures,TULÉAR,10,bouruet-aubertot-j; bouvier-r; dequivre-c; giscard-d-estaing-e; j-bouruet-aubertot; j-le-boulanger; krafft-l; piquet-v; saurin-h; tanti-a
agricolesucrierenossibe,modrin,Compagnie Agricole et Sucrière de Nossi-Bé,MODRIN,9,adm-mm-l-besson; chapuis-h; g-zafiropulo; j-exbrayat; l-gueugnier; more-m; pres-m-g-schwob-d-hericourt; r-legrand; springer-c
plantationsanjouan,plantationssakarive,Société de Plantations d’Anjouan,Sté des plantations de Sakarive,9,baudry-e; baumann; chailloux; fromentault; martin-a; mathieu; thery; thomas; thomas-f
creditfonciermadagascar,marceau,Crédit foncier de Madagascar,Marceau,8,bontoux-h; bourdariat-a; e-allain; gimon-c; lescot-m; loisy-x; michel-cote-c; perben-l
agricultureindustriecoloniales,lyonnaisemadagascar,Compagnie d'Agriculture et d’industrie coloniales,Compagnie Lyonnaise de Madagascar,8,cottet-c; de-boissieu-j; de-la-morandiere-l; michel-cote-c; perben-l; prenat-h; ravier-c; thibaudon-p
industriellecommercialeemyrne,phoceennecommercecolonial,Société Industrielle et Commerciale de l'Émyrne,Cie phocéenne de commerce colonial,8,arnoux-a; brochard-j; dieppedalle-g; dieppedalle-j; rogliano-m; toy-riont-t; verdellet-j; vouland-l
agricoleindustriellemadagascar,madagascarautomobile,Compagnie Agricole et Industrielle de Madagascar,Madagascar-automobile,8,arnoux-e; benazeth-l; besson-maufrangeas-l; bonifay-j; bonifay-l; roubaud-p; semana-besson-r; zafiropulo-g
