person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
michel-cote-c,Michel-Côte,C. Michel- Cote; C. Michel-Cote; C. Michel-Côte; Ch Michel-Côte; Ch. Michel-Côte; Charles Michel-Cote; Charles Michel-Côte,9,9,27,administrateur,1922,1973,"Banques et groupes financiers; Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports fluviaux, maritimes et aériens"
perben-l,Perben,L. Perben; Louis Perben,9,9,23,administrateur,1920,1973,Banques et groupes financiers; Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires
roubaud-p,Roubaud,P. Roubaud; Paul Roubaud,9,8,21,administrateur,1922,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports terrestres et garages
zafiropulo-g,Zafiropulo,G. Zafiropulo; George Zafiropulo; Georges Zafiropulo,8,8,18,administrateur,1922,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports terrestres et garages
saurin-h,Saurin,H. Saurin; Henri Saurin,8,8,15,president,1936,1973,Banques et groupes financiers; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
chapuis-h,Chapuis,H. Chapuis; Henri Chapuis,7,7,21,administrateur,1909,1958,Documents généraux (par ordre chronologique); Industries agro-alimentaires
benazeth-l,Benazeth,Benazeth; L. Benazeth; Louis Benazeth; Louis Bénazeth,8,7,13,administrateur,1926,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports terrestres et garages
piquet-v,Piquet,V. Piquet; Victor Piquet,7,7,12,administrateur,1930,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
chiris-g,Chiris,G. Chiris; Georges Chiris,7,7,9,president,1926,1958,Commerce; Documents généraux (par ordre chronologique)
arnoux-e,Arnoux,E. Arnoux; Émile Arnoux,6,6,13,administrateur,1937,1973,Banques et groupes financiers; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports terrestres et garages
gueugnier-l,Gueugnier,L. Gueugnier; Léon Gueugnier; Léon-Pierre-Désiré Gueugnier,6,6,12,administrateur,1919,1938,Banques et groupes financiers; Documents généraux (par ordre chronologique); Industries agro-alimentaires
ravier-c,Ravier,Charles Ravier,6,6,11,administrateur_delegue,1934,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires
allain-e,Allain,E. Allain; É. Allain; Émile Allain,5,5,18,administrateur,1920,1958,Banques et groupes financiers; Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
rigal-j,Rigal,Jean Rigal,5,5,12,administrateur,1936,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
rogliano-m,Rogliano,Marcel Rogliano,5,5,9,president,1936,1956,Commerce; Documents généraux (par ordre chronologique); Industries; Industries agro-alimentaires
schwob-d-hericourt-g,Schwob d'Héricourt,G. Schwob d'Héricourt; Georges Schwob d'Héricourt,5,5,8,administrateur,1925,1938,Documents généraux (par ordre chronologique); Industries agro-alimentaires
dieppedalle-j,Dieppedalle,Jean Dieppedalle,5,5,8,administrateur,1937,1956,Documents généraux (par ordre chronologique); Industries; Industries agro-alimentaires
ottino-s,Ottino,S. Ottino; Salvador Ottino; Salvator Ottino,5,5,7,administrateur,1926,1938,Documents généraux (par ordre chronologique); Mines
besson-maufrangeas-l,Besson-Maufrangeas,L. Besson-Maufrangeas; Lucienne Besson-Maufrangeas,5,5,7,administrateur,1948,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports terrestres et garages
legrand-r,Legrand,René Legrand,5,5,6,administrateur,1926,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires
besson-l-leon,Besson,Léon Besson,5,5,5,administrateur,1922,1938,Documents généraux (par ordre chronologique); Industries agro-alimentaires
beurrier-j-jean,Beurrier,Jean Beurrier,5,5,5,administrateur,1927,1973,Banques et groupes financiers; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
bourdariat-a,Bourdariat,A. Bourdariat; A.-J. Bourdariat; Alexandre Bourdariat; Bourdariat,4,4,16,administrateur,1920,1938,Banques et groupes financiers; Documents généraux (par ordre chronologique); Mines
thibaud-p,Thibaud,P. Thibaud; Pierre Thibaud,4,4,14,administrateur,1909,1958,Documents généraux (par ordre chronologique); Industries agro-alimentaires
boyer-p,Boyer,P.-A. Boyer; Paul Boyer; Paul-Albert Boyer,4,4,13,president,1918,1956,"Banques et groupes financiers; Commerce; Documents généraux (par ordre chronologique); Transports fluviaux, maritimes et aériens"
buissiere-j,Buissière,J. Buissière; Jean Buissière,6,4,13,administrateur,1913,1958,Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires
loisy-x,Loisy,X. Loisy; Xavier Loisy,4,4,12,administrateur,1920,1938,Banques et groupes financiers; Documents généraux (par ordre chronologique)
perie-a,Périé,A. Périe; A. Périé; Albert Périé,5,4,11,vice_president,1913,1958,Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires
hacault-r,Hacault,Raoul Hacault,4,4,11,administrateur,1921,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires
dieppedalle-g,Dieppedalle,Gaston Dieppedalle,4,4,11,administrateur,1913,1958,Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires
velard-e,Velard,Émile Velard,4,4,11,president,1924,1973,"Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports fluviaux, maritimes et aériens"
amundsen-s,Amundsen,AMUNDSEN; S. Amundsen; Sturla Amundsen,4,4,10,administrateur,1922,1958,Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
guy-de-la-motte-saint-pierre,Guy de la Motte Saint-Pierre,Guy de la Motte Saint-Pierre; Guy de la Motte-Saint- Pierre,4,4,10,administrateur,1921,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires
bevillard-p,Bevillard,Pierre Bevillard; Pierre Bévillard,4,4,10,administrateur_delegue,1936,1956,Documents généraux (par ordre chronologique); Mines
krafft-l,Krafft,L. Krafft; Léon Krafft,4,4,10,administrateur,1930,1973,Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
vouland-l,Vouland,L. Vouland; Louis Vouland,4,4,9,administrateur,1921,1956,Commerce; Documents généraux (par ordre chronologique)
boissier-h,Boissier,Horace Boissier,4,4,9,administrateur,1920,1938,Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
bouvier-r,Bouvier,René Bouvier,4,4,9,administrateur,1930,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires
bonifay-l,Bonifay,L. Bonifay; Louis Bonifay,4,4,8,administrateur,1931,1973,Commerce; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports terrestres et garages
lecomte-p,Lecomte,Paul Lecomte,4,4,8,administrateur,1936,1956,Documents généraux (par ordre chronologique); Mines
gueugnier-j,Gueugnier,J. Gueugnier; Jean Gueugnier,4,4,8,administrateur,1931,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires
delhorbe-l,Delhorbe,Delhorbe; L. Delhorbe,4,4,7,administrateur,1899,1925,Commerce; Documents généraux (par ordre chronologique); Mines
durand-p-pierre,Durand,Pierre Durand; Pierre Roger Durand; Pierre-Louis DURAND; Pierre-Louis Durand,4,4,7,president,1922,1956,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities); Industries; Industries agro-alimentaires"
dolbois-a,Dolbois,A. Dolbois; Dolbois,4,4,7,administrateur,1902,1958,Banques et groupes financiers; Documents généraux (par ordre chronologique); Industries agro-alimentaires
bonifay-j,Bonifay,J. Bonifay; Jean Bonifay,4,4,7,administrateur,1937,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Transports terrestres et garages
artaud-a-adrien,Artaud,Adrien Artaud,4,4,6,administrateur,1922,1929,Documents généraux (par ordre chronologique); Industries agro-alimentaires
taylor-f,Taylor,F. Taylor; Frederick Taylor; Frederik Taylor; Frédérick Taylor,4,4,6,administrateur,1903,1938,Documents généraux (par ordre chronologique); Mines
mercier-h,Mercier,H. Mercier; Henri Mercier; Henri Mercier],4,4,6,administrateur,1909,1922,Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines
lelievre-h,Lelièvre,Henri LELIÈVRE; Henri Lelièvre,4,4,6,administrateur,1937,1973,Documents généraux (par ordre chronologique); Industries agro-alimentaires
harrison-smith-j,Harrison Smith,J. Harrison Smith; Joseph Harrison Smith,4,4,5,president,1903,1938,Documents généraux (par ordre chronologique); Mines
tholozan-c,Tholozan,Ch. Tholozan; Charles Tholozan,4,4,5,administrateur,1925,1937,Commerce; Documents généraux (par ordre chronologique)
besson-l,Besson,L. Besson,4,4,5,administrateur,1926,1938,Documents généraux (par ordre chronologique)
de-la-morandiere-l,de la Morandière,Louis de la Morandière,4,4,5,administrateur,1934,1956,Documents généraux (par ordre chronologique); Industries agro-alimentaires
