company_key,company_name,attribute,value,year,source_ref,doc_id
comptoirsextremeorientpoinsardveyretmaisonachat,"Comptoirs d'Extrême-Orient Poinsard et Veyret, Maison d'achat",founded_date,1920,1922,"AEC 1922, p. 870",inde-indochine-poinsard-et-veyret-7e7168
comptoirsextremeorientpoinsardveyretmaisonachat,"Comptoirs d'Extrême-Orient Poinsard et Veyret, Maison d'achat",head_office,HAÏPHONG,1922,"AEC 1922, p. 870",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirextremeorient,"POINSARD et VEYRET, Comptoir d'Extrême-Orient",head_office,"Haïphong (Tonkin). Agences : Saïgon, Pnom-Penh, Tourane, Hanoï",1925,Annuaire industriel 1925,inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,"POINSARD et VEYRET, Comptoirs d'Extrême-Orient",head_office,Haïphong (Tonkin),1938,Annuaire industriel 1938,inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,"POINSARD et VEYRET, Comptoirs d'Extrême-Orient",capital,1.000.000 francs,1938,"Le Nouvelliste d'Indochine, 6 mars 1938",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,"POINSARD et VEYRET, Comptoirs d'Extrême-Orient",head_office,"Hanoï, 10, rue Borgnis-Desbordes",1938,"Le Nouvelliste d'Indochine, 6 mars 1938",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,"POINSARD et VEYRET, Comptoirs d'Extrême-Orient",head_office,HAIPHONG (Tonkin),1939,"L’Écho annamite, 22 mars 1939",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,"POINSARD et VEYRET, Comptoirs d'Extrême-Orient",capital,8.000 $,1939,"L'Information d'Indochine. Économique et financière, 29 avril 1939",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,Poinsard et Veyret (Comptoirs d'Extrême-Orient,founded_date,1920,1951,"AEC 1951, p. 1010",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,Poinsard et Veyret (Comptoirs d'Extrême-Orient,capital,320.000.000 francs,1952,"Bulletin du haut-commissariat de France en Indochine, 20 juin 1952",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,Poinsard et Veyret (Comptoirs d'Extrême-Orient,head_office,"est à Haïphong, à ce autorisé par l'assemblée générale",1952,"Bulletin du haut-commissariat de France en Indochine, 20 juin 1952",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,Poinsard et Veyret (Comptoirs d'Extrême-Orient,capital,320.000 fr.,1952,"Tropiques, mai 1952, p. 120",inde-indochine-poinsard-et-veyret-7e7168
poinsardveyretcomptoirsextremeorient,Poinsard et Veyret (Comptoirs d'Extrême-Orient,head_office,Tananarive (Madagascar),1952,"Tropiques, mai 1952, p. 120",inde-indochine-poinsard-et-veyret-7e7168
rizeriesfrancaises,Société an. Rizeries françaises,capital,100.000 fr.,,,inde-indochine-rizeries-frses-havre-37f505
rizeriesfrancaises,Société an. Rizeries françaises,head_office,"est à Paris, 156, boulevard Magenta, a",1891,"Cote de la Bourse et de la banque, 12 octobre 1891",inde-indochine-rizeries-frses-havre-37f505
