company_id_1,company_id_2,period,weight,shared_directors
creditfonciermadagascar,creditfonciermadagascarcreditfonciermadagascarreunion,1914_1929,10,allain-e; bontoux-h; bourdariat-a; ed-philippar; g-philippar; gimon-c; lebon-a; loisy-x; michel-h; perben-l
commerce,creditfonciermadagascar,1914_1929,10,allain-e; bontoux-h; ed-philippar; g-philippar; gimon-c; l-perben; lescot-m; loisy-x; michel-cote-c; michel-h
importationsexportationscommission,industriellecommercialeemyrne,1914_1929,10,buissiere-j; metras-r; perie-a; poucel-f; th-toy-riont; tholozan-c; toy-riont-a; vouland-c; vouland-f; vouland-l
commerce,creditfonciermadagascarcreditfonciermadagascarreunion,1914_1929,7,allain-e; bontoux-h; ed-philippar; g-philippar; gimon-c; loisy-x; michel-h
colonialemadagascar,magasinsgenerauxentrepotsmadagascar,1914_1929,6,boyer-p; cazalet-e; ed-cazalet; ed-llewellyn; nouvion-h; thiebaut-v
grandeile,madagor,1914_1929,6,buhan-e; dubos-b; eug-buhan; eug-j-buhan; j-dubos-b; j-dubos-p
minierepetrolesmadagascar,parfums,1914_1929,6,beliard-h; bertrand-c; cheymal-a; crozier-f; de-lignemare-w; dhe-p
emyrne,importationsexportationscommission,1914_1929,5,buissiere-j; perie-a; poucel-f; tholozan-c; vouland-l
emyrne,industriellecommercialeemyrne,1914_1929,5,buissiere-j; perie-a; poucel-f; tholozan-c; vouland-l
plantationsanjouan,plantationssakarive,1914_1929,5,baudry-e; baumann; chailloux; fromentault; mathieu
agricolesucrierenossibe,occidentalemadagascar,1914_1929,5,a-maevatanana-a; adm-mm-fosse; delhorbe-l; exportation-materiel; mougeot
creditfonciermadagascar,maritimeafriqueorientale,1914_1929,4,bontoux-h; gimon-c; michel-cote-c; philippar-g
lyonnaisemadagascar,outremer,1914_1929,4,de-boissieu-j; michel-cote-c; perben-l; prenat-e
agricoleindustriellemadagascar,maritimetransportscoloniaux,1914_1929,4,artaud-a; besson-l; roubaud-p; zafiropulo-g
agricolesambirano,nosybeenneindustriesagricoles,1914_1929,4,charbonnel-r; l-tardieu; p-thibaud; thibaud-p
commerce,maritimeafriqueorientale,1914_1929,3,bontoux-h; gimon-c; michel-cote-c
creditfonciermadagascar,grandsdomainesmadagascar,1914_1929,3,allain-e; bourdariat-a; loisy-x
creditfonciermadagascarcreditfonciermadagascarreunion,grandsdomainesmadagascar,1914_1929,3,allain-e; bourdariat-a; loisy-x
grandsdomainesmadagascar,unionminiereindustrielle,1914_1929,3,allain-e; amundsen-s; bourdariat-a
conservesalimentairesmontagneambre,importationsexportationscommission,1914_1929,3,buissiere-j; metras-r; tholozan-c
conservesalimentairesmontagneambre,industriellecommercialeemyrne,1914_1929,3,buissiere-j; metras-r; tholozan-c
agricoleindustriellemadagascar,sucreriesmarseillaisesmadagascarnamakia,1914_1929,3,artaud-a; besson-l; roubaud-p
maritimetransportscoloniaux,sucreriesmarseillaisesmadagascarnamakia,1914_1929,3,artaud-a; besson-l; roubaud-p
madagascaroildevelopmentcoltd,madagascaroildevelopmentcoltd11pancraslanelondresec,1914_1929,3,baker-f; engelhard-e; schlesinger-l
agricolemadagascar,graphitesankaratra,1914_1929,3,cabrol-c; duvoisin-h; ed-cosson
syndicatlyonnaismadagascar,wharftamatave,1914_1929,3,bauer-l; cauce-c; sescau-j
nosybeenneindustriesagricoles,sambiranaise,1914_1929,3,chapuis-h; guy-de-la-motte-saint-pierre; thibaud-p
cotieremadagascar,francomalgacheentreprises,1914_1929,3,angoulvant-g; michel-a; morillon-a
produitsalimentaires,rochefortaiseproduitsalimentaires,1914_1929,3,bollee-a; chenereau-p; durand-l
agricolesambirano,sembirano,1914_1929,3,lanot-f; p-thibaud; r-hacault
agricoleindustrielletextilesmadagascar,textilestabacsmadagascarparismajungatananarivesuitecivileetudestextilesmadagascarindustrielleagricoletextilesmadagascar,1914_1929,3,fournes-r; vare-g; velard-e
ileskerguelensaintpaulamsterdam,pechesaustrales,1914_1929,3,e-bossiere-h; e-bossiere-r; gauthier-p
colonialemadagascar,messageriesfrancaisesmadagascar,1914_1929,3,dit-canal-des-pangalanes; gibus-p; mirio
cafesmadagascar,financieremadagascar,1914_1929,3,beurrier-j; julien-bertrand-beurrier; pres-nevers
creditfonciermadagascarcreditfonciermadagascarreunion,maritimeafriqueorientale,1914_1929,2,bontoux-h; gimon-c
commerce,grandsdomainesmadagascar,1914_1929,2,allain-e; loisy-x
commerceexterieur,grandsdomainesmadagascar,1914_1929,2,allain-e; amundsen-s
commerceexterieur,unionminiereindustrielle,1914_1929,2,allain-e; amundsen-s
creditfonciermadagascar,unionminiereindustrielle,1914_1929,2,allain-e; bourdariat-a
creditfonciermadagascarcreditfonciermadagascarreunion,unionminiereindustrielle,1914_1929,2,allain-e; bourdariat-a
creditfonciermadagascar,lyonnaisemadagascar,1914_1929,2,michel-cote-c; perben-l
creditfonciermadagascar,outremer,1914_1929,2,michel-cote-c; perben-l
parismadagascar,rianile,1914_1929,2,burrus-a; burrus-p
betsibokaambatoboeni,grandsdomainesmadagascar,1914_1929,2,amundsen-s; briand-g
energieindustrielle,fonciereminieremadagascar,1914_1929,2,durand-e; durand-p
agricoleindustriellemadagascar,agricolesucrierenossibe,1914_1929,2,besson-l; zafiropulo-g
agricolesucrierenossibe,maritimetransportscoloniaux,1914_1929,2,besson-l; zafiropulo-g
graphitesmashar,graphitesmaskar,1914_1929,2,amaury-de-contes-de-bucamps; guillaume-m
exploitationminesorsihanaka,messageriesmaritimes,1914_1929,2,harrison-smith-j; richard-wallwork-j
