company_id,name,sectors,n_ties,n_directors,first_year,last_year
andrelefebvre,André Lefebvre,Documents généraux (par ordre chronologique),86,66,1937,1963
rossignol,Rossignol,Documents généraux (par ordre chronologique),59,56,1926,1958
agricolesucrierenossibe,Compagnie Agricole et Sucrière de Nossi-Bé,Documents généraux (par ordre chronologique); Industries agro-alimentaires,105,51,1920,1973
commerce,Compagnie Générale de commerce,Documents généraux (par ordre chronologique),61,42,1925,1925
minesorandavakoera,Société des mines d'or de l'Andavakoera,Documents généraux (par ordre chronologique); Mines,100,39,1910,1973
syndicatlyonnaismadagascar,Syndicat lyonnais de Madagascar,Documents généraux (par ordre chronologique); Mines,81,37,1921,1973
lyonnaisemadagascar,Compagnie Lyonnaise de Madagascar,Commerce; Documents généraux (par ordre chronologique),44,34,1902,1937
creditfonciermadagascar,Crédit foncier de Madagascar,Banques et groupes financiers; Documents généraux (par ordre chronologique),93,33,1922,1951
graphitessahanavo,"Société des Graphites de la Sahanavo, puis Sahanavo, société malgache d'exploitations minières",Documents généraux (par ordre chronologique); Mines,57,33,1927,1956
emileranarivelo,Émile Ranarivelo,Documents généraux (par ordre chronologique),33,33,1926,1926
grandeile,Société La Grande Île,Documents généraux (par ordre chronologique); Industries,54,32,1920,1958
industriellecommercialeemyrne,Société Industrielle et Commerciale de l'Émyrne,Commerce; Documents généraux (par ordre chronologique),75,30,1921,1956
agricoleindustriellemadagascar,Compagnie Agricole et Industrielle de Madagascar,Documents généraux (par ordre chronologique); Industries agro-alimentaires,97,29,1922,1973
francomalgacheentreprises,Cie Franco-Malgache d'Entreprises,Documents généraux (par ordre chronologique); Industries,41,29,1926,1973
graphites,Société Générale des Graphites,Documents généraux (par ordre chronologique); Mines,38,28,1937,1956
ilesmalgaches,"Société des Îles malgaches, puis Syndicat des îles malgaches",Documents généraux (par ordre chronologique); Mines,41,26,1909,1926
wharftamatave,Société Wharf de Tamatave,"Documents généraux (par ordre chronologique); Transports fluviaux, maritimes et aériens",38,26,1922,1973
nosybeenneindustriesagricoles,Compagnie Nosybéenne d’Industries agricoles,Documents généraux (par ordre chronologique); Industries agro-alimentaires,77,25,1909,1973
occidentalemadagascar,Compagnie Occidentale de Madagascar,Documents généraux (par ordre chronologique); Mines,50,25,1912,1933
madagascar,"Compagnie Générale de Madagascar, puis Compagnie générale de Madagascar-France",Commerce; Documents généraux (par ordre chronologique),36,25,1924,1956
conservesalimentairesmontagneambre,Société des Conserves alimentaires de la Montagne d’Ambre,Documents généraux (par ordre chronologique); Industries agro-alimentaires,43,23,1913,1958
parfums,PARFUMS,Documents généraux (par ordre chronologique),24,22,1925,1938
colonialemadagascar,Compagnie Coloniale Française de Madagascar,Commerce; Documents généraux (par ordre chronologique),50,21,1900,1956
mahajamba,La Mahajamba,Documents généraux (par ordre chronologique); Industries agro-alimentaires,30,21,1928,1973
betsibokaambatoboeni,"La Betsiboka, Ambato-Boéni",Industries agro-alimentaires,23,21,1928,1928
comptoirnationalescompteparis,Comptoir national d'Escompte de Paris,Documents généraux (par ordre chronologique),21,21,1922,1951
fonciereminieremadagascar,"Compagnie Foncière et Minière de Madagascar, puis Foncière, Industrielle et Commerciale de Madagascar, puis Société malgache d'entreprises industrielles",Documents généraux (par ordre chronologique); Industries,29,20,1920,1950
plantesparfumsmadagascar,Plantes à parfums de Madagascar,Documents généraux (par ordre chronologique); Industries agro-alimentaires,38,19,1937,1973
electriciteeauxmadagascar,Électricité et eaux de Madagascar,"Documents généraux (par ordre chronologique); Eau et assainissement, électricité (Utilities)",34,19,1929,1956
plantationsanjouan,Société de Plantations d’Anjouan,Documents généraux (par ordre chronologique),21,19,1926,1937
emyrne,EMYRNE,Documents généraux (par ordre chronologique),19,19,1925,1925
etablissementsgratry,Sté anon. des Établissements Gratry,Documents généraux (par ordre chronologique),29,18,1922,1956
francomalgache,Compagnie Générale Franco-malgache,Industries agro-alimentaires,27,18,1900,1914
sucreriesmarseillaisesmadagascarnamakia,"Sucreries marseillaises de Madagascar, Namakia",Industries agro-alimentaires,21,18,1929,1950
maritimeafriqueorientale,Compagnie Maritime de l'Afrique Orientale,"Documents généraux (par ordre chronologique); Transports fluviaux, maritimes et aériens",34,17,1922,1937
outremer,Compagnie Générale d'Outre-mer,Documents généraux (par ordre chronologique),23,17,1922,1926
rochefortaiseproduitsalimentaires,"Société Rochefortaise de produits alimentaires, puis Rochefortaise S.A.",Documents généraux (par ordre chronologique),23,17,1926,1973
tanninscoloniauxsahambavy,"Tannins coloniaux, Sahambavy",Industries agro-alimentaires,22,17,1925,1939
sucreriesmarseillaisesmadagascar,Sucreries marseillaises de Madagascar,Documents généraux (par ordre chronologique),21,17,1937,1973
commercemadagascar,Compagnie Générale de Commerce à Madagascar,Commerce; Documents généraux (par ordre chronologique),30,16,1922,1956
minierefinancieremadagascar,Société Minière et Financière de Madagascar,Documents généraux (par ordre chronologique); Mines,30,16,1934,1973
produitsalimentaires,Compagnie Générale de produits alimentaires,Documents généraux (par ordre chronologique); Industries agro-alimentaires,25,16,1926,1956
fianarantsoa,FIANARANTSOA,Documents généraux (par ordre chronologique),17,16,1937,1973
banquemadagascarcomores,Banque de Madagascar et des Comores,Banques et groupes financiers; Documents généraux (par ordre chronologique),29,15,1951,1953
malgachecultures,Société Malgache de Cultures,Industries agro-alimentaires,26,15,1930,1952
arsenesaupiquet,Arsène Saupiquet,Documents généraux (par ordre chronologique),21,15,1926,1958
foncieresudmadagascar,Société Foncière du Sud de Madagascar,Documents généraux (par ordre chronologique); Industries agro-alimentaires,31,14,1934,1973
messageriesfrancaisesmadagascar,Messageries françaises de Madagascar,"Transports fluviaux, maritimes et aériens",19,14,1906,1925
salinesdiegosuarez,Compagnie française des Salines de Diégo-Suarez,Mines,16,14,1899,1899
bachel,Bachel,Documents généraux (par ordre chronologique),15,14,1926,1926
grandelle,Grande lle,Documents généraux (par ordre chronologique),14,14,1973,1973
marseillaisemadagascar,Compagnie Marseillaise de Madagascar,Commerce; Documents généraux (par ordre chronologique),37,13,1927,1956
agricultureindustriecoloniales,Compagnie d'Agriculture et d’industrie coloniales,Documents généraux (par ordre chronologique); Industries agro-alimentaires,36,13,1934,1973
florensorville,Florens Orville,Documents généraux (par ordre chronologique),32,13,1937,1937
unionminiereindustrielle,"Union minière et industrielle, puis Union de mines et industries annexes",Documents généraux (par ordre chronologique); Mines,22,13,1922,1926
sucrieremahavavy,Société Sucrière de la Mahavavy,Industries agro-alimentaires,18,13,1949,1958
commercialetransvaalmadagascar,"Cie Commerciale du Transvaal et de Madagascar, puis Commerciale de Madagascar, puis Commerciale et Minière de Madagascar",Commerce,17,13,1893,1900
tanninscoloniaux,Tannins coloniaux,Documents généraux (par ordre chronologique),15,13,1937,1973
francoantankare,Société Franco-Antankare,Banques et groupes financiers,14,13,1902,1902
colonialeagricolecommercialeindustriellesucreriescoloniales,"Société coloniale, agricole, commerciale et industrielle Sucreries coloniales",Documents généraux (par ordre chronologique),13,13,1926,1926
creditfonciermadagascarcreditfonciermadagascarreunion,"Crédit foncier de Madagascar, Crédit foncier de Madagascar et de la Réunion",Banques et groupes financiers,13,13,1920,1920
mineraisgrandeile,Société des Minerais de la Grande-Île,Documents généraux (par ordre chronologique); Mines,17,12,1937,1951
plantationssakarive,Sté des plantations de Sakarive,Documents généraux (par ordre chronologique),16,12,1926,1958
madagascarautomobile,Madagascar-automobile,Documents généraux (par ordre chronologique),16,12,1937,1956
charbonnagessakoa,Société des Charbonnages de la Sakoa,Documents généraux (par ordre chronologique),14,12,1937,1956
leonkrafit,Léon Krafit,Documents généraux (par ordre chronologique),13,12,1937,1937
coloniesfrancaises,Société générale des colonies françaises,Documents généraux (par ordre chronologique),12,12,1956,1956
constructions,CONSTRUCTIONS,Documents généraux (par ordre chronologique),12,12,1938,1938
porttamatave,Port de Tamatave,"Transports fluviaux, maritimes et aériens",12,12,1934,1934
sambiranaise,Compagnie Sambiranaise,Documents généraux (par ordre chronologique); Industries agro-alimentaires,23,11,1921,1958
agricolemadagascar,Société Agricole de Madagascar,Documents généraux (par ordre chronologique); Industries agro-alimentaires,17,11,1913,1922
cotieremadagascar,Compagnie Côtière de Madagascar,"Transports fluviaux, maritimes et aériens",13,11,1926,1926
banquespecialemadagascaroceanindien,"Banque spéciale pour Madagascar Compagnie de l'océan Indien, puis Banque de l'océan Indien, puis Cie de l'océan Indien",Banques et groupes financiers,11,11,1919,1930
entreprisesmaritimesmadagascar,Société d'Entreprises Maritimes de Madagascar,"Documents généraux (par ordre chronologique); Transports fluviaux, maritimes et aériens",19,10,1930,1956
