company_id_1,company_id_2,period,weight,shared_directors
antillaiseculturecommerce,desirade,1914_1929,6,bertin; hanhart-t; jacquesson-r; pfister-b; unne; walther
etablissementsdarboussierindustrielleagricolepointepitre,industrielleagricolepointepitre,1914_1929,6,chapuy-p; kapferer-c; micard-e; micard-g; micard-j; robert-g-gustave
banqueauxiliairecoloniale,banqueguadeloupe,1914_1929,3,dain-c; papin-beaufond-t; picard-j
banquemartinique,francocolonialeantillaise,1914_1929,1,schnegg-j
martiniquaisedistributionenergieelectrique,martiniquaisedistributionenergieelectriquejardin,1930_1944,7,de-bondeli-e; derouet-m; fay-j; le-quesne-r; munich-j; munich-p; weiss-p-paul
martiniquaisedistributionenergieelectrique,terre,1930_1944,5,de-bondeli-e; derouet-m; munich-j; munich-p; weiss-p-paul
martiniquaisedistributionenergieelectriquejardin,terre,1930_1944,5,de-bondeli-e; derouet-m; munich-j; munich-p; weiss-p-paul
electricitefortfrance,martiniquaisedistributionenergieelectrique,1930_1944,3,munich-j; munich-p; weiss-p-paul
electricitefortfrance,martiniquaisedistributionenergieelectriquejardin,1930_1944,3,munich-j; munich-p; weiss-p-paul
electricitefortfrance,terre,1930_1944,3,munich-j; munich-p; weiss-p-paul
industrielleagricolepointepitre,industrielleagricolepointepitreetablissements,1930_1944,3,durand-smet-j; micard-e; raoul-duval-e
commercialeantillesfrancaisesfredtanon,commercialeantillesfrancaisesftanon,1930_1944,2,reisser-e; roy-m
felixhubert,unionbananieremartiniquaise,1930_1944,1,herve-j
industrielleagricolepointepitre,sucriereantilles,pre_1914,1,micard-j
