person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
bonnaffas-de-la-tour,agricoletroisrivieres,1,1927,1927,administrateur,1
bonnet,agricoletroisrivieres,1,1927,1927,administrateur,1
clement,agricoletroisrivieres,1,1927,1927,administrateur,1
haugou-r,agricoletroisrivieres,1,1927,1927,administrateur,1
lederlin,agricoletroisrivieres,1,1927,1927,administrateur,1
perrault,agricoletroisrivieres,1,1927,1927,administrateur,1
ed-lancesseur,antillaise,1,1927,1927,administrateur_delegue,1
jenart-p,antillaise,1,1927,1927,administrateur,1
watel-p,antillaise,1,1927,1927,president,1
clement-c,antillaiseconstructionsciviles,1,1937,1937,administrateur,1
ing-r-huyghues-despointes,antillaiseconstructionsciviles,1,1937,1937,administrateur,1
roseau-e,antillaiseconstructionsciviles,1,1937,1937,administrateur,1
saint-joseph,antillaiseconstructionsciviles,1,1937,1937,administrateur,1
bertin,antillaiseculturecommerce,2,1920,1920,administrateur,1
hanhart-t,antillaiseculturecommerce,2,1920,1920,administrateur,1
jacquesson-r,antillaiseculturecommerce,2,1920,1920,administrateur,1
pfister-b,antillaiseculturecommerce,2,1920,1920,administrateur,1
unne,antillaiseculturecommerce,2,1920,1920,administrateur,1
walther,antillaiseculturecommerce,1,1920,1920,administrateur,1
barbotteau-a,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
bree-e,banqueauxiliairecoloniale,1,1922,1922,directeur,0
chidiac-b,banqueauxiliairecoloniale,1,1922,1922,vice_president,1
dain-c,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
emm-levalois,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
emm-rey,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
favreau-c,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
graeve-e,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
hebd,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
papin-beaufond-t,banqueauxiliairecoloniale,1,1922,1922,president,1
picard-j,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
pointe-a-pitre,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
ruillier-j,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
st-aude-stil,banqueauxiliairecoloniale,1,1922,1922,administrateur,1
dain-c,banqueguadeloupe,1,1922,1922,administrateur,1
favreau-j,banqueguadeloupe,1,1922,1922,administrateur,1
graeve-l,banqueguadeloupe,1,1922,1922,administrateur,1
papin-beaufond-t,banqueguadeloupe,1,1922,1922,president,1
picard-j,banqueguadeloupe,1,1922,1922,administrateur,1
rey-e,banqueguadeloupe,1,1922,1922,administrateur,1
berte-r,banquemartinique,1,1927,1927,administrateur,1
