company_id,name,sectors,n_ties,n_directors,first_year,last_year
industrielleagricolepointepitre,Société Industrielle et Agricole de La Pointe-à-Pitre,Divers,82,28,1913,1950
martiniquaisedistributionenergieelectrique,Compagnie Martiniquaise de distribution d'énergie électrique,Divers,22,13,1931,1931
messageriesantillaises,Messageries antillaises,Divers,19,13,1912,1912
commercialeantillesfrancaisesftanon,Cie commerciale des Antilles françaises F. Tanon et Cie,Divers; Documentation générale,15,13,1924,1937
banqueauxiliairecoloniale,Banque auxiliaire coloniale,Documentation générale,14,13,1922,1922
entreprisemaritimecommerciale,L'Entreprise maritime et commerciale,Documentation générale,12,12,1922,1922
commercialeantillesfrancaisesfredtanon,Compagnie Commerciale des Antilles françaises Fréd. Tanon et Cie,Divers,10,10,1930,1930
etablissementsdarboussierindustrielleagricolepointepitre,Établissements Darboussier Sté industrielle et agricole de la Pointe-à-Pitre,Documentation générale,9,9,1927,1927
guadeloupeennedistributionenergieelectrique,Compagnie Guadeloupéenne de distribution d'énergie électrique,Divers,13,8,,
terre,TERRE,Documentation générale,8,8,1937,1937
felixhubert,Félix Hubert,Documentation générale,8,8,1937,1937
usinesbeauport,Usines de Beauport,Divers; Documentation générale,13,7,1907,1962
planteursantillaisreunis,Planteurs Antillais Réunis,Documentation générale,7,7,1937,1937
martiniquaisedistributionenergieelectriquejardin,"Cie martiniquaise de distribution d'énergie électrique, Jardin",Documentation générale,7,7,1937,1937
industrielleagricolepointepitreetablissements,Société industrielle et agricole de la Pointe-à-Pitre (Établissements,Documentation générale,7,7,1937,1937
antillaiseculturecommerce,Société de Antillaise de Culture et de commerce,Divers,11,6,1920,1920
desirade,Sté de la Désirade,Documentation générale,6,6,1922,1922
banqueguadeloupe,Banque de la Guadeloupe,Documentation générale,6,6,1922,1922
agricoletroisrivieres,Cie agricole des Trois-Rivières,Documentation générale,6,6,1927,1927
banquemartinique,Banque de la Martinique,Documentation générale,5,5,1927,1927
electricitefortfrance,Cie d'Électricité de Fort-de-France,Documentation générale,5,5,1937,1937
navigationguadeloupe,Compagnie générale Navigation de la Guadeloupe,Divers,5,5,1928,1928
unionbananieremartiniquaise,Union bananière martiniquaise,Documentation générale,4,4,1937,1937
entreprisetransportdistributionelectricite,"Entreprise, transport et distribution d'électricité",Documentation générale,4,4,1937,1937
unioncommercialebasseterre,Union commerciale de Basse-Terre,Documentation générale,4,4,1937,1937
antillaiseconstructionsciviles,Cie Antillaise de constructions civiles,Documentation générale,4,4,1937,1937
marseillaisesucreriecoloniale,Cie Marseillaise de SUCRERIE COLONIALE,Divers,4,4,1925,1925
antillaise,Cie Antillaise,Documentation générale,3,3,1927,1927
fonciereantillesfrancaises,Société foncière des Antilles françaises,Documentation générale,3,3,1937,1937
exploitationsauriferes,Société Française d'Exploitations aurifères,Documentation générale,3,3,1937,1937
commissionavecantilles,Société générale de commission avec les Antilles,Documentation générale,2,2,1937,1937
marseillaisesucreriecolonialeusineblanchetmorneeau,"Compagnie Marseillaise de sucrerie coloniale, usine du Blanchet, Morne-à-l'Eau",Divers,2,2,1920,1920
francocolonialeantillaise,Sté franco-coloniale antillaise,Documentation générale,1,1,1927,1927
felixiphigenie,Félix Iphigénie et Cie,Documentation générale,4,0,1937,1937
