person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
delmas-p,Delmas,P. Delmas; Philippe Delmas; Pierre Delmas,22,19,32,administrateur,1918,1975,Commerce; Documents généraux (par ordre chronologique)
mizraki-m,Mizraki,Maurice Mizraki; Mizraki,11,11,16,administrateur,1921,1975,Commerce; Documents généraux (par ordre chronologique)
begouen-m,Begouën. 18,Max Begouen; Max Begouën; Max Begouën. 18; Max Bégouen; Max Bégouën,11,11,16,administrateur_delegue,1925,1975,Documents généraux (par ordre chronologique)
lemaignen-r,Lemaignen,Robert Lemaignen,10,10,14,president,1932,1963,Documents généraux (par ordre chronologique)
thube-a,Thubé,A. Thubé; Amédée Thubé,10,10,11,president,1925,1975,Documents généraux (par ordre chronologique)
villars-r,Villars,René Villars,8,8,13,administrateur,1926,1963,Documents généraux (par ordre chronologique)
maurel-l,Maurel,L. Maurel; Louis Maurel; Lucien Maurel,7,7,14,administrateur,1922,1975,Documents généraux (par ordre chronologique)
levy-g,Lévy,G. Lévy; Gaston Levy; Gaston Lévy,7,7,8,administrateur,1922,1943,Commerce; Documents généraux (par ordre chronologique)
plagelat-l,Plagelat,L. Plagelat; Léon Plagelat,7,7,8,administrateur,1926,1937,Documents généraux (par ordre chronologique)
renoux-l,Renoux,L. Renoux; Louis Renoux,7,7,8,administrateur,1932,1938,Documents généraux (par ordre chronologique)
joubert-j,Joubert,J. Joubert; J. R. Joubert; J.-R. Joubert; Jacques Joubert; Jacques-Robert Joubert,7,7,7,administrateur,1932,1951,Documents généraux (par ordre chronologique)
bedouet-j,Bedouet,Julien Bedouet; Julien Bédouet,7,7,7,administrateur,1932,1963,Documents généraux (par ordre chronologique)
maurel-j,Maurel,J. Maurel; Jean Maurel; Joseph Maurel,6,6,13,administrateur,1925,1975,Documents généraux (par ordre chronologique)
o-quin-p,O'Quin,P. O'Quin; Patrick O'Quin,7,6,11,administrateur,1932,1963,Documents généraux (par ordre chronologique)
decron-c,Decron,C. Decron; Ch. Decron; Charles Decron; Decron,6,6,10,administrateur,1926,1975,Documents généraux (par ordre chronologique)
casteincau-e,Casteincau,E. Casteincau; Émile Casteincau,6,6,9,administrateur,1922,1975,Documents généraux (par ordre chronologique)
peyrissac-l,Peyrissac,Léon Peyrissac,6,6,9,vice_president,1922,1975,Documents généraux (par ordre chronologique)
gorgeu-m,Gorgeu,Maurice Gorgeu; Maurice Gorgeu [,6,6,9,president,1922,1975,Documents généraux (par ordre chronologique)
davillier-j,Davillier,Davillier; J. Davillier; Jean Davillier,6,6,8,administrateur,1926,1975,Documents généraux (par ordre chronologique)
legrand-r,Legrand,René Legrand,6,6,8,administrateur,1926,1949,Documents généraux (par ordre chronologique)
hirsch-h,Hirsch,Henri Hirsch,6,6,7,administrateur,1926,1937,Documents généraux (par ordre chronologique)
benedic-e,Bénédic,E. Bénédic; Édouard Bénédic,6,6,6,administrateur,1926,1963,Documents généraux (par ordre chronologique)
poilay-e,Poilay,E. Poilay; Edwin Poilay,6,6,6,administrateur,1937,1963,Documents généraux (par ordre chronologique)
lavril-m,Lavril,Lavril; Max Lavril,6,6,6,administrateur,1932,1953,Documents généraux (par ordre chronologique)
superville-m,Superville,Maurice Superville; Superville,5,5,12,administrateur,1918,1943,Commerce; Documents généraux (par ordre chronologique)
vezia-f,Vézia,F. Vézia; François Vezia; François Vézia,5,5,11,administrateur,1918,1975,Commerce; Documents généraux (par ordre chronologique)
calcat-f,Calcat,F. Calcat; Ferdinand Calcat; Fernand Calcat,6,5,11,administrateur,1909,1943,Commerce; Documents généraux (par ordre chronologique)
deves-p,Devès,P. Devès; P.-M. Devès; Paul Devès; Paul Marcel Devès; Paul-Marcel Devès,5,5,10,administrateur,1926,1975,Documents généraux (par ordre chronologique)
ph-delmas,Ph. Delmas,Ph. Delmas,5,5,9,president,1922,1975,Commerce; Documents généraux (par ordre chronologique)
de-lestapis-r,de Lestapis,Raoul de Lestapis,5,5,9,administrateur,1926,1963,Documents généraux (par ordre chronologique)
guieysse-p,Guieysse,Pierre Guieysse,5,5,8,administrateur,1926,1963,Documents généraux (par ordre chronologique)
faure-a,Faure,Arnaud Faure,5,5,8,administrateur,1932,1963,Commerce; Documents généraux (par ordre chronologique)
fossorier-r,Fossorier,Fossorier; Robert Fossorier,6,5,8,administrateur,1932,1963,Documents généraux (par ordre chronologique)
fouque-j,Fouque,J. A. Fouque; J.-A. Fouque; J.-B. Fouque; Jean Fouque; Joseph Fouque,5,5,7,administrateur,1925,1975,Documents généraux (par ordre chronologique)
corbin-p,Corbin,Paul Corbin,5,5,7,president,1925,1975,Documents généraux (par ordre chronologique)
barris-p,Barris,P. Barris; Pierre Barris,5,5,7,administrateur,1926,1975,Documents généraux (par ordre chronologique)
hermann-du-pasquier,Hermann du Pasquier,Hermann du Pasquier,5,5,7,administrateur,1925,1963,Documents généraux (par ordre chronologique)
cahen-fuzier-e,Cahen-Fuzier,Cahen-Fuzier; Edouard Cahen-Fuzier; Édouard Cahen-Fuzier,5,5,7,president,1926,1937,Documents généraux (par ordre chronologique)
nouvion-h,Nouvion,H. Nouvion,6,5,6,administrateur,1922,1975,Documents généraux (par ordre chronologique)
loisy-x,Loisy,X. Loisy; Xavier Loisy,5,5,6,vice_president,1925,1938,Documents généraux (par ordre chronologique)
godet-r,Godet,René Godet,5,5,6,administrateur,1926,1963,Documents généraux (par ordre chronologique)
durand-reville-l,Durand-Réville,Luc Durand-Réville,5,5,6,administrateur,1937,1963,Documents généraux (par ordre chronologique)
fousse-p,Foussé,Pierre Foussé,5,5,6,vice_president,1932,1963,Documents généraux (par ordre chronologique)
doumic-j,Doumic,Doumic; J.-R. Doumic; Jacques René Doumic,5,5,5,administrateur,1922,1963,Documents généraux (par ordre chronologique)
richard-m,Richard,Marc Richard; Marius Richard,5,5,5,administrateur,1926,1975,Documents généraux (par ordre chronologique)
deveaud-p,Deveaud,Pierre Deveaud,5,5,5,administrateur,1932,1937,Documents généraux (par ordre chronologique)
gerard-r,Gérard,Robert Gérard,5,5,5,administrateur,1937,1958,Documents généraux (par ordre chronologique)
laurent-j,Laurent,Jacques Charles Laurent; Jacques-Charles Laurent; Jean Laurent,5,5,5,administrateur,1932,1963,Documents généraux (par ordre chronologique)
frere-m,Frère,Frère; Maurice Frère,4,4,10,administrateur,1918,1943,Commerce; Documents généraux (par ordre chronologique)
bos-p,Bos,Pierre Bos,7,4,8,administrateur,1932,1963,Documents généraux (par ordre chronologique)
weber-j,Weber,J. Weber; Jean Weber,4,4,7,administrateur,1926,1975,Documents généraux (par ordre chronologique)
lehideux-p,Lehideux,P. Lehideux; Pierre Lehideux,4,4,7,administrateur,1931,1963,Commerce; Documents généraux (par ordre chronologique)
delmas-r,Delmas,Robert Delmas,4,4,7,administrateur,1932,1963,Documents généraux (par ordre chronologique)
guibert-g,Guibert,G. Guibert; Georges Guibert,5,4,7,administrateur,1932,1963,Documents généraux (par ordre chronologique)
cochez-l,Cochez,Léon Cochez,4,4,6,administrateur,1922,1929,Documents généraux (par ordre chronologique)
guignard-e,Guignard,Ed Guignard; Édouard Guignard,4,4,6,administrateur,1922,1975,Documents généraux (par ordre chronologique)
angoulvant-g,Angoulvant,G. Angoulvant; Gabriel Angoulvant,4,4,6,administrateur,1925,1975,Documents généraux (par ordre chronologique)
de-rivaud-o,de Rivaud,Olivier de Rivaud,4,4,6,administrateur,1925,1975,Documents généraux (par ordre chronologique)
mathon-e,Mathon,E. Mathon; Eugène Mathon,4,4,6,administrateur,1925,1975,Documents généraux (par ordre chronologique)
legrand-j,Legrand,J. Legrand; Jean Legrand,4,4,6,administrateur,1926,1963,Documents généraux (par ordre chronologique)
gradis-g,Gradis,Gaston Gradis,4,4,6,administrateur,1926,1963,Documents généraux (par ordre chronologique)
carre-r,Carré,René Carré,4,4,6,administrateur,1932,1963,Documents généraux (par ordre chronologique)
daroussin-j,Daroussin,Daroussin; J. Daroussin; Joël Daroussin,4,4,6,administrateur,1937,1963,Documents généraux (par ordre chronologique)
loste-h,Loste,H. Loste; Henry Loste,4,4,6,administrateur,1932,1963,Documents généraux (par ordre chronologique)
olivier-m,Olivier,Maurice Olivier,5,4,6,administrateur,1937,1963,Documents généraux (par ordre chronologique)
orcel-j,Orcel,Jacques Orcel,4,4,5,administrateur,1926,1963,Documents généraux (par ordre chronologique)
you-e,You,E. You; Emmanuel You; You,4,4,5,administrateur,1926,1938,Documents généraux (par ordre chronologique)
roux-j,Roux,J.-H. Roux; Jean Roux; Jean-Henry Roux,4,4,5,administrateur,1926,1963,Documents généraux (par ordre chronologique)
massena-prince-d-essling-a,Masséna prince d'Essling,A. Masséna prince d'Essling; André Massena prince d'Essling; André Masséna prince d'Essling,4,4,5,administrateur,1926,1932,Documents généraux (par ordre chronologique)
marceron-m,Marceron,Marcel Marceron; Marceron,4,4,5,administrateur,1932,1937,Documents généraux (par ordre chronologique)
schoofs-m,Schoofs,Maurice Schoofs,4,4,5,administrateur,1932,1963,Documents généraux (par ordre chronologique)
lejeune-c,Lejeune,Camille Lejeune,4,4,5,administrateur,1937,1963,Documents généraux (par ordre chronologique)
fourn-g,Fourn,G. Fourn; Gaston Fourn,4,4,5,president,1932,1938,Documents généraux (par ordre chronologique)
moreau-neret-a,Moreau-Néret,A. Moreau-Néret; André Moreau-Néret,4,4,5,administrateur,1949,1963,Documents généraux (par ordre chronologique)
buhan-p,Buhan,P. Buhan; Pascal Buhan,4,4,4,president,1925,1975,Documents généraux (par ordre chronologique)
petersen-v,Petersen,V. Q. Petersen; V.-Q. Petersen,4,4,4,administrateur,1953,1975,Documents généraux (par ordre chronologique)
bouyssou-j,Bouyssou,J. Bouyssou; Jean Bouyssou,4,4,4,administrateur,1932,1975,Documents généraux (par ordre chronologique)
froment-guieysse-g,Froment-Guieysse,Froment-Guieysse; Georges Froment-Guieysse,4,4,4,administrateur,1926,1975,Documents généraux (par ordre chronologique)
delmas,Delmas,Delmas,4,4,4,administrateur,1920,1943,Commerce; Documents généraux (par ordre chronologique)
culture,Culture,Culture,4,4,4,administrateur,1926,1931,Documents généraux (par ordre chronologique)
monteux-m,Monteux,Marcel Monteux,4,4,4,administrateur,1926,1932,Documents généraux (par ordre chronologique)
thomasset-a,Thomasset,Alfred Thomasset,4,4,4,president,1932,1963,Documents généraux (par ordre chronologique)
lessault-s,Lessault,Simon Lessault,4,4,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
prom,Prom,Prom,4,4,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
vieljeux-c,Vieljeux,Christian Vieljeux,4,4,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
vieljeux-p,Vieljeux,Pierre Vieljeux,4,4,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
bricard-l,Bricard,Louis Bricard,4,4,4,administrateur,1932,1932,Documents généraux (par ordre chronologique)
demachy-r,Demachy,Robert Demachy,4,4,4,administrateur,1932,1932,Documents généraux (par ordre chronologique)
dimbokro,Dimbokro,Dimbokro,4,4,4,administrateur,1925,1931,Documents généraux (par ordre chronologique)
castres-saint-martin-g,Castres- Saint-Martin,G. Castres Saint- Martin; G. Castres Saint-Martin; G. Castres-Saint-Martin; Gaston Castres- Saint-Martin,4,4,4,administrateur,1951,1963,Documents généraux (par ordre chronologique)
auxiliaire-africaine-s,auxiliaire africaine,Sté auxiliaire africaine; Sté auxiliaire africaine. 21,4,4,4,administrateur,1953,1963,Documents généraux (par ordre chronologique)
bocquet-j,Bocquet,J. Bocquet; Jacques Bocquet,4,4,4,administrateur,1963,1963,Documents généraux (par ordre chronologique)
anthoine-f,Anthoine,François Anthoine,4,4,4,administrateur,1963,1963,Documents généraux (par ordre chronologique)
dabou,Dabou,Dabou,4,4,4,administrateur,1925,1925,Documents généraux (par ordre chronologique)
garnier-g,Garnier,G. Garnier; Georges Garnier; Gérard Garnier,3,3,9,administrateur,1926,1975,Documents généraux (par ordre chronologique)
burrage-r,Burrage,Russel Burrage; Russell Burrage,3,3,7,administrateur,1926,1975,Documents généraux (par ordre chronologique)
berton-a,Berton,A. Berton; Albert Berton,3,3,7,administrateur,1926,1937,Commerce; Documents généraux (par ordre chronologique)
callot-t,Callot,Callot; Tony Callot,3,3,6,administrateur,1921,1926,Commerce; Documents généraux (par ordre chronologique)
bonfils-e,Bonfils,E. Bonfils; Émile Bonfils,3,3,6,administrateur,1925,1929,Documents généraux (par ordre chronologique)
katz-m,Katz,Maxime Katz,3,3,5,administrateur,1922,1943,Commerce; Documents généraux (par ordre chronologique)
boussenot-g,Boussenot,G. Boussenot; Georges Boussenot,3,3,5,administrateur,1911,1926,Commerce; Documents généraux (par ordre chronologique)
rosa-e,Rosa,E. Rosa; Ernest Rosa,3,3,5,administrateur,1925,1975,Documents généraux (par ordre chronologique)
cassagnac-j,Cassagnac,J. Cassagnac; Julien Cassagnac,3,3,5,administrateur,1926,1929,Documents généraux (par ordre chronologique)
vizioz-j,Vizioz,Julien Vizioz,3,3,5,administrateur,1926,1929,Documents généraux (par ordre chronologique)
vizioz-g,Vizioz,Gabriel Vizioz,3,3,5,administrateur,1926,1929,Documents généraux (par ordre chronologique)
chaumet-g,Chaumet,G. Chaumet; Gaston Chaumet,3,3,5,administrateur,1926,1938,Documents généraux (par ordre chronologique)
fraissinet-j,Fraissinet,J. Fraissinet; Jean Fraissinet,3,3,5,administrateur,1925,1951,Documents généraux (par ordre chronologique)
brussel-j,Brussel,J. Brussel; Jules Brussel,3,3,5,administrateur,1929,1937,Commerce; Documents généraux (par ordre chronologique)
dromel-p,Dromel,P. Dromel; Paul Dromel,3,3,5,administrateur,1929,1937,Commerce; Documents généraux (par ordre chronologique)
durbec-h,Durbec,H. Durbec; Henri Durbec,3,3,5,administrateur,1937,1953,Documents généraux (par ordre chronologique)
cremieu-alcan-e,Crémieu-Alcan,E. Crémieu-Alcan; Étienne Crémieu-Alcan,4,3,5,administrateur,1937,1953,Documents généraux (par ordre chronologique)
mollard-j,Mollard,J. Mollard; Jacques Mollard,3,3,5,administrateur,1937,1963,Documents généraux (par ordre chronologique)
sellier-p,Sellier,Paul Sellier,3,3,5,administrateur,1937,1951,Documents généraux (par ordre chronologique)
de-bressieux-r,de Bressieux,Robert de Bressieux,5,3,5,gerant,1949,1963,Documents généraux (par ordre chronologique)
vigouroux-l,Vigouroux,L. Vigouroux,3,3,4,administrateur,1922,1937,Documents généraux (par ordre chronologique)
charbonnel-h,Charbonnel,Henri Charbonnel; Henry Charbonnel,3,3,4,administrateur,1925,1975,Documents généraux (par ordre chronologique)
barthes-c,Barthès,Charles Barthès,3,3,4,administrateur,1926,1975,Documents généraux (par ordre chronologique)
begouen-j,Begouën,J. Begouen; J. Begouën; Jacques Begouen; Jacques Begouën,3,3,4,president,1937,1975,Documents généraux (par ordre chronologique)
hirsch-m,Hirsch,Marcel Hirsch,3,3,4,president,1925,1929,Documents généraux (par ordre chronologique)
rouvrais-f,Rouvrais,F. Rouvrais; Fortuné Rouvrais,3,3,4,administrateur,1926,1929,Documents généraux (par ordre chronologique)
industrielle-du-baol,industrielle du Baol,industrielle du Baol,3,3,4,administrateur,1926,1963,Documents généraux (par ordre chronologique)
lesieur-p,Lesieur,Paul Lesieur,3,3,4,administrateur,1926,1953,Documents généraux (par ordre chronologique)
de-rivaud-r,de Rivaud,René de Rivaud,3,3,4,president,1925,1963,Documents généraux (par ordre chronologique)
schurr-a,Schürr,A. Schurr; A. Schürr. 4; Auguste Schürr,3,3,4,administrateur,1926,1963,Documents généraux (par ordre chronologique)
bastin-j,Bastin,J. Bastin; Jean Bastin,3,3,4,administrateur,1937,1953,Documents généraux (par ordre chronologique)
tallon-p,Tallon,Pierre Tallon,3,3,4,president,1932,1963,Documents généraux (par ordre chronologique)
japhet-e,Japhet,Emmanuel Japhet,3,3,4,administrateur,1937,1963,Documents généraux (par ordre chronologique)
mathivet-f,Mathivet,Frédéric Mathivet,4,3,4,administrateur,1937,1963,Documents généraux (par ordre chronologique)
dujardin-e,Dujardin,Ed Dujardin; Édouard Dujardin,3,3,4,president,1937,1953,Documents généraux (par ordre chronologique)
messageries-du-senegal,Messageries du Sénégal,Messageries du Sénégal,3,3,4,administrateur,1937,1963,Documents généraux (par ordre chronologique)
monneron-p,Monneron,Pierre Monneron,3,3,4,administrateur,1937,1963,Documents généraux (par ordre chronologique)
kreiss-p,Kreiss,Philippe Kreiss,3,3,4,president,1937,1963,Documents généraux (par ordre chronologique)
tanqueray-g,Tanqueray,Georges Tanqueray,3,3,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
lemaitre-r,Lemaitre,René Lemaitre; René Lemaître,3,3,4,president,1932,1963,Documents généraux (par ordre chronologique)
deloffre-g,Deloffre,G. Deloffre; Georges Deloffre,3,3,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
de-beaumont-j,de Beaumont,Jean de Beaumont,3,3,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
daudier-e,Daudier,Étienne Daudier,3,3,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
merle-m,Merle,Mathieu Merle; Mathieu Merle [43,3,3,4,administrateur,1932,1963,Documents généraux (par ordre chronologique)
dupont-ferrier-p,Dupont-Ferrier,Dupont-Ferrier; Pierre Dupont-Ferrier,3,3,4,administrateur,1949,1963,Documents généraux (par ordre chronologique)
claude-m,Claude,Marcel Claude; Marcel Claudé; Marcel Claudé*,3,3,4,administrateur,1949,1963,Documents généraux (par ordre chronologique)
leibosis-l,Leibosis,L. Leibosis,3,3,4,administrateur,1941,1963,Commerce; Documents généraux (par ordre chronologique)
jacobsen-e,Jacobsen,Einer Jacobsen; Einer Jacobsen],3,3,4,administrateur,1958,1963,Documents généraux (par ordre chronologique)
hallet-a,Hallet,Adrien Hallet,3,3,3,administrateur,1922,1975,Documents généraux (par ordre chronologique)
lavagne-d-ortigue-j,Lavagne d'Ortigue,J. Lavagne d'Ortigue; Jean Lavagne d'Ortigue,3,3,3,administrateur,1922,1937,Documents généraux (par ordre chronologique)
diagne-b,Diagne,Blaise Diagne; Diagne,3,3,3,administrateur,1922,1975,Documents généraux (par ordre chronologique)
stuart-m,Stuart,Mazzini Stuart,3,3,3,administrateur,1922,1926,Documents généraux (par ordre chronologique)
cladiere-v,Cladière,V. Cladière; Victor Cladière,3,3,3,administrateur,1937,1975,Documents généraux (par ordre chronologique)
guynet-w,Guynet,W. Guynet; William Guynet,3,3,3,administrateur,1926,1975,Documents généraux (par ordre chronologique)
de-logiviere-h,de Logivière,Henri de Logivière; Henry de Logivière,3,3,3,president,1926,1975,Documents généraux (par ordre chronologique)
paris-j,Paris,Joseph Paris,3,3,3,administrateur,1925,1975,Documents généraux (par ordre chronologique)
blaise-a,Blaise,A. Blaise; Albert Blaise; Blaise,3,3,3,administrateur,1925,1975,Documents généraux (par ordre chronologique)
morosini-s,Morosini,S. Morosini; Stéphane Morosini,3,3,3,administrateur,1925,1975,Documents généraux (par ordre chronologique)
fourneau-l,Fourneau,L. Fourneau; Lucien Fourneau,3,3,3,administrateur,1926,1929,Documents généraux (par ordre chronologique)
vialle-j,Vialle,J. Vialle; Jules Vialle,3,3,3,administrateur,1929,1932,Documents généraux (par ordre chronologique)
duvernet-h,Duvernet,Henri Duvernet,3,3,3,administrateur_delegue,1926,1963,Documents généraux (par ordre chronologique)
pelleray-e,Pelleray,E. Pelleray; Emmanuel Pelleray,3,3,3,administrateur,1926,1953,Documents généraux (par ordre chronologique)
herman-du-pasquier,Herman du Pasquier,Herman du Pasquier,3,3,3,administrateur,1926,1937,Documents généraux (par ordre chronologique)
dutheil-de-la-rochere-m,Dutheil de la Rochère,Dutheil de la Rochère; Maurice Dutheil de la Rochère,3,3,3,administrateur,1910,1932,Commerce; Documents généraux (par ordre chronologique)
experton-p,Experton,Pierre Experton,3,3,3,administrateur,1926,1926,Documents généraux (par ordre chronologique)
pujol-j,Pujol,J.-A. Pujol; Julian Pujol,3,3,3,administrateur,1926,1937,Documents généraux (par ordre chronologique)
tiassale,Tiassalé,Tiassalé,3,3,3,administrateur,1925,1926,Documents généraux (par ordre chronologique)
huileries,Huileries,Huileries,3,3,3,administrateur,1937,1963,Documents généraux (par ordre chronologique)
savonneries-de-l-ouest-africain,savonneries de l'Ouest-Africain.],Savonneries de l'Ouest africain; savonneries de l'Ouest africain; savonneries de l'Ouest-Africain.],3,3,3,administrateur,1937,1963,Documents généraux (par ordre chronologique)
a-s,A,S. A,3,3,3,administrateur,1937,1963,Documents généraux (par ordre chronologique)
hallet-r,Hallet,Robert Hallet,3,3,3,administrateur,1932,1937,Documents généraux (par ordre chronologique)
hoos-w,Hoos,W. J. Hoos,3,3,3,president,1937,1963,Documents généraux (par ordre chronologique)
gaston-dreyfus-r,Gaston-Dreyfus,Gaston-Dreyfus; René Gaston-Dreyfus,3,3,3,administrateur,1937,1963,Documents généraux (par ordre chronologique)
lederlin-h,Lederlin,H. Lederlin; Henri Lederlin,3,3,3,administrateur,1932,1938,Documents généraux (par ordre chronologique)
tezier-h,Tezier,Henri Tezier; Tezier,3,3,3,administrateur,1937,1953,Documents généraux (par ordre chronologique)
