company_id_1,company_id_2,period,weight,shared_directors
messageriesafricaines,minesfalemegambie,1914_1929,6,charbonnel-h; duchesne-fournet-p; gimon-c; legrand-g; michel-cote-c; watel-p
anciensetablissementscarpotafricaineelectricite,salinscapvert,1914_1929,5,casteincau-e; gorgeu-m; guignard-e; martin-c; peyrissac-l
anciensetablissementschpeyrissaccolonialeafrique,salinscapvert,1914_1929,5,casteincau-e; davillier-j; gorgeu-m; guignard-e; peyrissac-l
africaine,africaneasterntradecorporationltdroyalliverbuildingliverpool,1914_1929,5,grey-w; hutchinson-h; nicholl-w; stuart-m; tunnicliffe-j
africaine,intercontinentaleentreprisesreunies,1914_1929,5,benedic-e; fondere-a; fourneau-a; guynet-w; vigouroux-l
comptoirsafricains,forestiereindenie,1914_1929,5,calcat-f; callot-t; gompel-p; levy-g; mizraki-m
afrique,anciensetablissementsmplanteyafrique,1914_1929,5,boussenot-g; delaquis-l; fontaine-a; plantey-j; plantey-m
coteafrique,culturecotonniereniger,1914_1929,5,audebeau-bey-c; hermann-du-pasquier; hirsch-l; hirsch-m; loisy-x
forestiereafrique,occidentaleafricaine,1914_1929,5,bonfils-e; cassagnac-j; experton-p; vizioz-g; vizioz-j
occidentaleafricaine,scieriesafricaines,1914_1929,5,cassagnac-j; experton-p; vizioz-d; vizioz-g; vizioz-j
unionforestiereafricaine,usinagebois,1914_1929,5,bernheim-l; fouque-j; gast-a; haas-a; klotz-e
commercialeouestafricain,ouestafricain,1914_1929,5,angoulvant-g; fatio-h; fontaine-l; gaisman-a; jacquier-f
anciensetablissementscarpotafricaineelectricite,anciensetablissementschpeyrissaccolonialeafrique,1914_1929,4,casteincau-e; gorgeu-m; guignard-e; peyrissac-l
anciensetablissementscarpotafricaineelectricite,colonialebia,1914_1929,4,casteincau-e; gorgeu-m; guignard-e; peyrissac-l
anciensetablissementschpeyrissaccolonialeafrique,colonialebia,1914_1929,4,casteincau-e; gorgeu-m; guignard-e; peyrissac-l
colonialebia,salinscapvert,1914_1929,4,casteincau-e; gorgeu-m; guignard-e; peyrissac-l
bordelaisecomptoirsafricains,comptoirsafricains,1914_1929,4,calcat-f; delmas-p; levy-g; vezia-f
comptoirsafricains,cotonafricain,1914_1929,4,calcat-f; delmas-p; levy-g; mizraki-m
boiscoteivoire,forestiereindenie,1914_1929,4,levy-g; martin-e; mizraki-m; plagelat-l
industrielleafricaine,kong,1914_1929,4,g-levy; galula-j; katz-m; mizraki-m
huileriesrizeriesguinee,huileriesrizeriesouestafricainesh,1914_1929,4,fourneau-l; legrand-j; legrand-r; loisy-x
huileriesrizeriesouestafricainesh,silicocalcaireafricaine,1914_1929,4,fourneau-l; gaudart-r; legrand-j; legrand-r
forestiereafrique,scieriesafricaines,1914_1929,4,cassagnac-j; experton-p; vizioz-g; vizioz-j
commercialeindustriellecoteafrique,coteafrique,1914_1929,4,fouque-j; fraissinet-a; fraissinet-j; magnan-a
comptoirafriqueoccidentale,industrielleproduitscoloniaux,1914_1929,3,cochez-l; rouvrais-f; sustra-f
africainecommerce,bordelaisecomptoirsafricains,1914_1929,3,delmas-p; frere-m; ph-delmas
auxiliaireafricainedeveloppementcommerceindustrie,banqueafriqueoccidentale,1914_1929,3,maurel-l; nouvion-h; ph-delmas
auxiliaireafricainedeveloppementcommerceindustrie,bordelaisecomptoirsafricains,1914_1929,3,frere-m; ph-delmas; vezia-f
africaine,afriquecongo,1914_1929,3,lutscher-f; pierre-c; vigouroux-l
anciensetablissementschpeyrissaccolonialeafrique,cochez,1914_1929,3,e-guignard; gorgeu-m; peyrissac-l
bordelaisecomptoirsafricains,cotonafricain,1914_1929,3,calcat-f; delmas-p; levy-g
cotonafricain,forestiereindenie,1914_1929,3,calcat-f; levy-g; mizraki-m
boiscoteivoire,kong,1914_1929,3,levy-g; mizraki-m; picanon-e
comptoirsafricains,kong,1914_1929,3,callot-t; levy-g; mizraki-m
forestiereindenie,kong,1914_1929,3,callot-t; levy-g; mizraki-m
constructionafricaine,silicocalcaireafricaine,1914_1929,3,berengier-m; legrand-r; superville-m
coteafrique,coteivoire,1914_1929,3,dessau; estier-f; jerichow
bamako,culturecotonniereniger,1914_1929,3,cahen-fuzier-e; hirsch-m; villars-r
huileriesrizeriesguinee,silicocalcaireafricaine,1914_1929,3,fourneau-l; legrand-j; legrand-r
plantations,plantationsexploitationscoloniales,1914_1929,3,bour-a; pelissier-e; thibout
bordeauxdirectionnantes,nigerguinee,1914_1929,3,buhan-p; thube-a; thube-fils-g
africaineentreprises,morosini,1914_1929,3,blaise-a; morosini-s; paris-j
hortala,huileriesafricaines,1914_1929,3,delsaux-p; rosa-e; toulemonde-l
briqueteriesbamako,immobilierethies,1914_1929,3,froment-guieysse-g; schurr-a; you-e
cochez,ouestafricain,1914_1929,3,mopti; segou; siguiri
coteafrique,ouestafricain,1914_1929,3,anecho; atakpame; dabou
comptoirafriqueoccidentale,comptoirssenegalais,1914_1929,2,cochez-l; rouvrais-f
comptoirssenegalais,industrielleproduitscoloniaux,1914_1929,2,cochez-l; rouvrais-f
africainecommerce,auxiliaireafricainedeveloppementcommerceindustrie,1914_1929,2,frere-m; ph-delmas
africainecommerce,electricitesenegal,1914_1929,2,frere-m; levy
auxiliaireafricainedeveloppementcommerceindustrie,salinssinesaloum,1914_1929,2,maurel-l; vezia-f
auxiliaireafricainedeveloppementcommerceindustrie,comptoirsafricains,1914_1929,2,paulin-c; vezia-f
bordelaisecomptoirsafricains,salinssinesaloum,1914_1929,2,delmas-p; vezia-f
comptoirsafricains,salinssinesaloum,1914_1929,2,delmas-p; vezia-f
anciensetablissementscarpotafricaineelectricite,cochez,1914_1929,2,gorgeu-m; peyrissac-l
cochez,colonialebia,1914_1929,2,gorgeu-m; peyrissac-l
cochez,salinscapvert,1914_1929,2,gorgeu-m; peyrissac-l
afrique,anciensetablissementschpeyrissaccolonialeafrique,1914_1929,2,davillier-j; gorgeu-m
afrique,salinscapvert,1914_1929,2,davillier-j; gorgeu-m
bordelaisecomptoirsafricains,forestiereindenie,1914_1929,2,calcat-f; levy-g
boiscoteivoire,comptoirsafricains,1914_1929,2,levy-g; mizraki-m
boiscoteivoire,cotonafricain,1914_1929,2,levy-g; mizraki-m
bordelaisecomptoirsafricains,kong,1914_1929,2,katz-m; levy-g
cotonafricain,kong,1914_1929,2,levy-g; mizraki-m
bordelaisecomptoirsafricains,industrielleafricaine,1914_1929,2,delmas-p; katz-m
commercialecoteafrique,consignatairesreunis,1914_1929,2,claverie-g; romanet-b
comptoirsafricains,industrielleafricaine,1914_1929,2,delmas-p; mizraki-m
cotonafricain,industrielleafricaine,1914_1929,2,delmas-p; mizraki-m
africainecommerce,comptoirsafricains,1914_1929,2,delmas; delmas-p
industrielleafricaine,salinssinesaloum,1914_1929,2,delmas-p; mathon-e
commercialeindustriellepalmeraiesafricaines,plantationstanoe,1914_1929,2,allibaud-j; weber-j
etablemilehubert,etablissementsemilehubert,1914_1929,2,cavadia-j; reboul-h
omniumfrancoafricain,senegalaisevoieseconomiques,1914_1929,2,giraud; giraud-a
marcelsimon,miniereguinee,1914_1929,2,burrage-r; garnier-g
industriellegrandepeche,ouestafricainecabotage,1914_1929,2,barris-p; corbin-p
industrielleafricaine,ouestafricain,1914_1929,2,dabou; dimbokro
etablissementspozzodiborgo,ouestafricain,1914_1929,2,cote-d-ivoire-grand-bassam; dabou
financierepalmeraies,huileriesafricaines,1914_1929,1,giraud-r
comptoirafriqueoccidentale,francoafricaineetudesparticipations,1914_1929,1,cochez-l
comptoirssenegalais,francoafricaineetudesparticipations,1914_1929,1,cochez-l
francoafricaineetudesparticipations,industrielleproduitscoloniaux,1914_1929,1,cochez-l
dahomey,francoafricaineetudesparticipations,1914_1929,1,diagne-b
africainecommerce,banqueafriqueoccidentale,1914_1929,1,ph-delmas
banqueafriqueoccidentale,bordelaisecomptoirsafricains,1914_1929,1,ph-delmas
anciensetablissementscarpotafricaineelectricite,auxiliaireafricainedeveloppementcommerceindustrie,1914_1929,1,casteincau-e
anciensetablissementscarpotafricaineelectricite,bamako,1914_1929,1,casteincau-e
anciensetablissementschpeyrissaccolonialeafrique,auxiliaireafricainedeveloppementcommerceindustrie,1914_1929,1,casteincau-e
anciensetablissementschpeyrissaccolonialeafrique,bamako,1914_1929,1,casteincau-e
auxiliaireafricainedeveloppementcommerceindustrie,bamako,1914_1929,1,casteincau-e
auxiliaireafricainedeveloppementcommerceindustrie,colonialebia,1914_1929,1,casteincau-e
auxiliaireafricainedeveloppementcommerceindustrie,salinscapvert,1914_1929,1,casteincau-e
bamako,colonialebia,1914_1929,1,casteincau-e
bamako,salinscapvert,1914_1929,1,casteincau-e
auxiliaireafricainedeveloppementcommerceindustrie,electricitesenegal,1914_1929,1,frere-m
bordelaisecomptoirsafricains,electricitesenegal,1914_1929,1,frere-m
auxiliaireafricainedeveloppementcommerceindustrie,huileriesafricaines,1914_1929,1,eug-mathon
auxiliaireafricainedeveloppementcommerceindustrie,etablissementsmaurelprom,1914_1929,1,maurel-l
banqueafriqueoccidentale,etablissementsmaurelprom,1914_1929,1,maurel-l
banqueafriqueoccidentale,salinssinesaloum,1914_1929,1,maurel-l
etablissementsmaurelprom,salinssinesaloum,1914_1929,1,maurel-l
auxiliaireafricainedeveloppementcommerceindustrie,cheminsferdahomey,1914_1929,1,nouvion-h
auxiliaireafricainedeveloppementcommerceindustrie,hortala,1914_1929,1,nouvion-h
banqueafriqueoccidentale,cheminsferdahomey,1914_1929,1,nouvion-h
banqueafriqueoccidentale,hortala,1914_1929,1,nouvion-h
cheminsferdahomey,hortala,1914_1929,1,nouvion-h
banqueafriqueoccidentale,forestiereafrique,1914_1929,1,boyer-p
africaine,bankbritishwestafricalimited,1914_1929,1,stuart-m
africaneasterntradecorporationltdroyalliverbuildingliverpool,bankbritishwestafricalimited,1914_1929,1,stuart-m
afriquecongo,intercontinentaleentreprisesreunies,1914_1929,1,vigouroux-l
afrique,anciensetablissementscarpotafricaineelectricite,1914_1929,1,gorgeu-m
afrique,cochez,1914_1929,1,gorgeu-m
afrique,colonialebia,1914_1929,1,gorgeu-m
boiscoteivoire,bordelaisecomptoirsafricains,1914_1929,1,levy-g
bordelaisecomptoirsafricains,constructionafricaine,1914_1929,1,superville-m
bordelaisecomptoirsafricains,entreprisesafricaines,1914_1929,1,superville-m
bordelaisecomptoirsafricains,silicocalcaireafricaine,1914_1929,1,superville-m
constructionafricaine,entreprisesafricaines,1914_1929,1,superville-m
entreprisesafricaines,silicocalcaireafricaine,1914_1929,1,superville-m
coteivoire,cotelvoire,1914_1929,1,lind-j
boiscoteivoire,industrielleafricaine,1914_1929,1,mizraki-m
forestiereindenie,industrielleafricaine,1914_1929,1,mizraki-m
kokumbocoltd,kong,1914_1929,1,terquem-l
afrique,comptoirsfrancoafricains,1914_1929,1,boussenot-g
anciensetablissementsmplanteyafrique,comptoirsfrancoafricains,1914_1929,1,boussenot-g
africainecommerce,cotonafricain,1914_1929,1,delmas-p
africainecommerce,industrielleafricaine,1914_1929,1,delmas-p
africainecommerce,salinssinesaloum,1914_1929,1,delmas-p
africainecommerce,senegal,1914_1929,1,delmas-p
bordelaisecomptoirsafricains,senegal,1914_1929,1,delmas-p
comptoirsafricains,senegal,1914_1929,1,delmas-p
cotonafricain,salinssinesaloum,1914_1929,1,delmas-p
cotonafricain,senegal,1914_1929,1,delmas-p
industrielleafricaine,senegal,1914_1929,1,delmas-p
salinssinesaloum,senegal,1914_1929,1,delmas-p
commerceindustrieparisservice,messageriesafricaines,1914_1929,1,charbonnel-h
commerceindustrieparisservice,minesfalemegambie,1914_1929,1,charbonnel-h
africainecommerce,associationcotonnierecoloniale,1914_1929,1,delmas
associationcotonnierecoloniale,comptoirsafricains,1914_1929,1,delmas
acajouscoteivoire,africaine,1914_1929,1,weber-j
acajouscoteivoire,commercialeindustriellepalmeraiesafricaines,1914_1929,1,weber-j
acajouscoteivoire,plantationstanoe,1914_1929,1,weber-j
africaine,commercialeindustriellepalmeraiesafricaines,1914_1929,1,weber-j
africaine,plantationstanoe,1914_1929,1,weber-j
bamako,coteafrique,1914_1929,1,hirsch-m
coteafrique,huileriesrizeriesguinee,1914_1929,1,loisy-x
coteafrique,huileriesrizeriesouestafricainesh,1914_1929,1,loisy-x
coteafrique,scieriesafricaines,1914_1929,1,loisy-x
culturecotonniereniger,huileriesrizeriesguinee,1914_1929,1,loisy-x
culturecotonniereniger,huileriesrizeriesouestafricainesh,1914_1929,1,loisy-x
culturecotonniereniger,scieriesafricaines,1914_1929,1,loisy-x
huileriesrizeriesguinee,scieriesafricaines,1914_1929,1,loisy-x
huileriesrizeriesouestafricainesh,scieriesafricaines,1914_1929,1,loisy-x
constructionafricaine,culturecotonniereniger,1914_1929,1,atthalin-a
constructionafricaine,forestiereafrique,1914_1929,1,legrand-r
constructionafricaine,huileriesrizeriesguinee,1914_1929,1,legrand-r
constructionafricaine,huileriesrizeriesouestafricainesh,1914_1929,1,legrand-r
forestiereafrique,huileriesrizeriesguinee,1914_1929,1,legrand-r
forestiereafrique,huileriesrizeriesouestafricainesh,1914_1929,1,legrand-r
forestiereafrique,silicocalcaireafricaine,1914_1929,1,legrand-r
cheminferdakarsaintlouis,culturesdiakandape,1914_1929,1,deves-p
coteafrique,cotonafricain,1914_1929,1,begouen-m
coteafrique,culturesdiakandape,1914_1929,1,begouen-m
cotonafricain,culturesdiakandape,1914_1929,1,begouen-m
commercialeindustriellecoteafrique,occidentaleafricaine,1914_1929,1,fouque-j
commercialeindustriellecoteafrique,unionforestiereafricaine,1914_1929,1,fouque-j
commercialeindustriellecoteafrique,usinagebois,1914_1929,1,fouque-j
coteafrique,occidentaleafricaine,1914_1929,1,fouque-j
coteafrique,unionforestiereafricaine,1914_1929,1,fouque-j
coteafrique,usinagebois,1914_1929,1,fouque-j
occidentaleafricaine,unionforestiereafricaine,1914_1929,1,fouque-j
occidentaleafricaine,usinagebois,1914_1929,1,fouque-j
forestiereafrique,senegalaisevoieseconomiques,1914_1929,1,bonfils-e
occidentaleafricaine,senegalaisevoieseconomiques,1914_1929,1,bonfils-e
commercecolonial,nationalecommerce,1914_1929,1,maroc
commercialeouestafricain,comptoirssenegalais,1914_1929,1,angoulvant-g
commercialeouestafricain,silicocalcaireafricaine,1914_1929,1,angoulvant-g
comptoirssenegalais,ouestafricain,1914_1929,1,angoulvant-g
comptoirssenegalais,silicocalcaireafricaine,1914_1929,1,angoulvant-g
ouestafricain,silicocalcaireafricaine,1914_1929,1,angoulvant-g
etablissementsbartheslesieur,senegalaisevoieseconomiques,1914_1929,1,barthes-j
cochez,senegalaisevoieseconomiques,1914_1929,1,thies
comptoircommercialfrancoafricain,ouestafricainecabotage,1914_1929,1,culture
comptoircommercialfrancoafricain,senegalaisevoieseconomiques,1914_1929,1,culture
ouestafricainecabotage,senegalaisevoieseconomiques,1914_1929,1,culture
colonialebia,commerceinternationalcolonial,1914_1929,1,lorin-h
afriqueoccidentale,industrielleafricaine,1914_1929,1,mathon-e
afriqueoccidentale,salinssinesaloum,1914_1929,1,mathon-e
commerceinternationalcolonial,figafrica,1914_1929,1,tricot-g
etablissementsmaurelprom,macinaniger,1914_1929,1,maurel-j
commercialeafricaineexportationimportation,omniumcommercialafricain,1914_1929,1,girard-m
bamako,commercialeouestafricain,1914_1929,1,poncin-h
nigeragricole,palmador,1914_1929,1,de-logiviere-h
minessiguiri,miniereguinee,1914_1929,1,drosso-c
kokumbocoltd,minierefoncierebandama,1914_1929,1,frot-h
briqueteriesbamako,cotonniereouestafricaincotoa,1914_1929,1,froment-guieysse-g
cotonniereouestafricaincotoa,immobilierethies,1914_1929,1,froment-guieysse-g
comptoirsafricains,huileriesrizeriesouestafricainesh,1914_1929,1,vezia
grandepeche,industriellegrandepeche,1914_1929,1,corbin-p
grandepeche,ouestafricainecabotage,1914_1929,1,corbin-p
comptoircommercialfrancoafricain,culturestropicalesafrique,1914_1929,1,monteux-m
nigeragricole,senegalaisevoieseconomiques,1914_1929,1,dalleau
ouestafricain,ouestafricainecabotage,1914_1929,1,tombouctou
comptoircommercialfrancoafricain,industrielleafricaine,1914_1929,1,tiassale
comptoircommercialfrancoafricain,salagna,1914_1929,1,tiassale
industrielleafricaine,salagna,1914_1929,1,tiassale
bordelaisecomptoirsafricains,macinaniger,1914_1929,1,prom-l
consignatairesreunis,industrielleafricaine,1914_1929,1,dimbokro
consignatairesreunis,ouestafricain,1914_1929,1,dimbokro
coteafrique,etablissementspozzodiborgo,1914_1929,1,dabou
coteafrique,industrielleafricaine,1914_1929,1,dabou
etablissementspozzodiborgo,industrielleafricaine,1914_1929,1,dabou
ouestafricain,salagna,1914_1929,1,bafata
alsaciennecoteivoire,culturesdiakandape,1930_1944,6,bedouet-j; begouen-m; calvet-g; godet-r; massena-prince-d-essling-a; renoux-l
agricoleindustriellesoudan,tambacuunda,1930_1944,5,cahen-fuzier-e; hermann-du-pasquier; hirsch-a; hirsch-h; villars-r
bamako,messageriesafricaines,1930_1944,5,cahen-fuzier-e; decron-c; hirsch-h; monnet-h; villars-r
alsaciennecoteivoire,colonialegeranceetudes,1930_1944,5,bedouet-j; begouen-m; demachy-r; massena-prince-d-essling-a; renoux-l
colonialegeranceetudes,culturesdiakandape,1930_1944,5,bedouet-j; begouen-m; de-lestapis-r; massena-prince-d-essling-a; renoux-l
africaine,eloka,1930_1944,5,berton-a; brussel-j; dromel-p; lehideux-j; lehideux-p
eloka,messageriesafricaines,1930_1944,5,berton-a; brussel-j; d-eudeville-h; dromel-p; lehideux-p
commerceafricain,officecommissionafrique,1930_1944,5,barthes-c; bastin-j; cladiere-v; dentz-a; lesieur-s
forestiereequatoriale,granddrewin,1930_1944,5,daudier-e; de-beaumont-j; de-rivaud-o; hallet-r; schoofs-m
bobodioulasso,omniumroutierouestafricain,1930_1944,5,barasse-a; bouyssou-j; doumic-j; marguin-j; simon-g
culturecotonniereniger,messageriesafricaines,1930_1944,4,cahen-fuzier-e; carde-j; hirsch-h; villars-r
agricoleindustriellesoudan,culturecotonniereniger,1930_1944,4,cahen-fuzier-e; hermann-du-pasquier; hirsch-h; villars-r
agricoleindustriellesoudan,messageriesafricaines,1930_1944,4,cahen-fuzier-e; hirsch-h; renoux-l; villars-r
bamako,culturecotonniereniger,1930_1944,4,cahen-fuzier-e; hirsch-h; level-e; villars-r
culturecotonniereniger,tambacuunda,1930_1944,4,cahen-fuzier-e; hermann-du-pasquier; hirsch-h; villars-r
alsaciennecoteivoire,plantationscasamance,1930_1944,4,begouen-m; demachy-r; gamichon-h; renoux-l
alsaciennecoteivoire,plantationshautevolta,1930_1944,4,begouen-m; demachy-r; massena-prince-d-essling-a; renoux-l
colonialegeranceetudes,plantationshautevolta,1930_1944,4,begouen-m; demachy-r; massena-prince-d-essling-a; renoux-l
culturesdiakandape,etablissementsdeveschaumet,1930_1944,4,begouen-m; chaumet-g; de-lestapis-r; deves-p
africaine,messageriesafricaines,1930_1944,4,berton-a; brussel-j; dromel-p; lehideux-p
delmas,etablissementsdeveschaumet,1930_1944,4,begouen-j; chaumet-g; deves-p; sorbe-e
automobilescoteafrique,briqueteriesbamako,1930_1944,4,daroussin-j; guieysse-p; mollard-j; you-e
briqueteriesbamako,senegalaisetransportscommun,1930_1944,4,daroussin-j; dujardin-e; guieysse-p; mollard-j
agricoleindustriellesoudan,bamako,1930_1944,3,cahen-fuzier-e; hirsch-h; villars-r
bamako,tambacuunda,1930_1944,3,cahen-fuzier-e; hirsch-h; villars-r
messageriesafricaines,tambacuunda,1930_1944,3,cahen-fuzier-e; hirsch-h; villars-r
alsaciennecoteivoire,plantationshuileriesbingerville,1930_1944,3,bedouet-j; begouen-m; godet-r
colonialegeranceetudes,plantationscasamance,1930_1944,3,begouen-m; demachy-r; renoux-l
culturesdiakandape,plantationshautevolta,1930_1944,3,begouen-m; massena-prince-d-essling-a; renoux-l
culturesdiakandape,plantationshuileriesbingerville,1930_1944,3,bedouet-j; begouen-m; godet-r
