company_id,name,sectors,n_ties,n_directors,first_year,last_year
africaine,L'Africaine,Commerce; Documents généraux (par ordre chronologique),88,49,1910,1958
portetienne,Port-Étienne,Documents généraux (par ordre chronologique),57,49,1932,1932
jcalve,J. Le Calvé,Documents généraux (par ordre chronologique),49,42,1931,1931
comptoircommercialfrancoafricain,Comptoir commercial franco-africain,Documents généraux (par ordre chronologique),47,40,1926,1963
ouestafricain,Compagnie de l'Ouest-Africain français [Compagnie de l'Ouest-Africain français],Documents généraux (par ordre chronologique),36,36,1925,1925
niger,Compagnie du Niger français,Commerce; Documents généraux (par ordre chronologique),56,33,1913,1963
messageriesafricaines,Messageries africaines,Documents généraux (par ordre chronologique),40,33,1937,1975
scieriesafricaines,Compagnie des Scieries africaines,Documents généraux (par ordre chronologique),38,31,1926,1963
oreinach,O. Reinach,Documents généraux (par ordre chronologique),47,28,1931,1931
constructionafricaine,La Construction africaine,Documents généraux (par ordre chronologique),45,28,1926,1938
culturecotonniereniger,"Compagnie de Culture cotonnière du Niger, puis Compagnie générale du Niger",Documents généraux (par ordre chronologique),44,27,1925,1963
commercialeouestafricain,Société Commerciale de l'Ouest-Africain,Documents généraux (par ordre chronologique),41,27,1926,1975
alsaciennecoteivoire,Société Alsacienne de la Côte d’Ivoire,Documents généraux (par ordre chronologique),30,27,1932,1963
afrique,L'Afrique française,Commerce; Documents généraux (par ordre chronologique),50,25,1911,1938
salinssinesaloum,Salins du Sine Saloum,Documents généraux (par ordre chronologique),41,24,1926,1975
senegalaisevoieseconomiques,Compagnie Sénégalaise de voies économiques,Documents généraux (par ordre chronologique),35,24,1926,1932
minesfalemegambie,Compagnie des Mines de Falémé-Gambie,Documents généraux (par ordre chronologique),40,23,1925,1975
soccommercialeindustriellecoteafrique,Soc. commerciale et industrielle de la CÔTE D'AFRIQUE,Documents généraux (par ordre chronologique),26,22,1925,1938
etablissementsmaurelprom,Établissements Maurel et Prom,Documents généraux (par ordre chronologique),36,21,1926,1975
afriqueoccidentale,Cie française de l'Afrique occidentale,Documents généraux (par ordre chronologique),29,21,1922,1951
ouestafricainecabotage,Compagnie Ouest-Africaine de cabotage,Documents généraux (par ordre chronologique),22,21,1926,1926
bordelaisecomptoirsafricains,Compagnie Bordelaise des Comptoirs africains,Commerce; Documents généraux (par ordre chronologique),47,20,1909,1943
comptoirsafricains,Compagnie Générale des Comptoirs africains,Commerce; Documents généraux (par ordre chronologique),33,20,1921,1926
commercialeindustrielleafriqueoccidentale,Société Commerciale et Industrielle de l’Afrique Occidentale,Documents généraux (par ordre chronologique),22,20,1926,1975
aboisso,ABOISSO,Documents généraux (par ordre chronologique),22,20,1932,1963
commercialeindustriellecoteafrique,Société Commerciale et Industrielle de la Côte d'Afrique,Documents généraux (par ordre chronologique),29,19,1926,1975
brasseriesouestafricain,Société des Brasseries de l'Ouest Africain,Documents généraux (par ordre chronologique),22,19,1937,1963
leoncochez,Léon COCHEZ,Documents généraux (par ordre chronologique),19,19,1925,1925
culturesdiakandape,Cultures de Diakandapé,Documents généraux (par ordre chronologique),32,18,1926,1963
energiemers,« Énergie des mers »,Documents généraux (par ordre chronologique),24,18,1949,1953
cheminferdakarsaintlouis,Compagnie du Chemin de fer de Dakar à Saint-Louis,Documents généraux (par ordre chronologique),23,18,1926,1943
frseafriqueoccidentale,Cie frse de l'AFRIQUE OCCIDENTALE,Documents généraux (par ordre chronologique),18,18,1938,1938
etablissementsdeveschaumet,Établissements Devès et Chaumet,Documents généraux (par ordre chronologique),25,17,1937,1963
salinscapvert,Salins du Cap Vert,Documents généraux (par ordre chronologique),22,17,1926,1975
entreprisesafricaines,"Société d'entreprises africaines, puis Société d'entreprises africaines et Matériel colonial réunis",Documents généraux (par ordre chronologique),21,17,1926,1958
huileriesrizeriesouestafricainesh,Société des huileries et rizeries ouest-africaines (S.H,Documents généraux (par ordre chronologique),21,17,1926,1963
