company_key,company_name,attribute,value,year,source_ref,doc_id
francoafricaineetudesparticipations,Société franco-africaine d'études et de participations,founded_date,1922-01-17,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
auxiliaireafricainedeveloppementcommerceindustrie,"Société auxiliaire africaine pour le développement du commerce, de l'industrie",capital,2.500.000 fr.,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
banqueafriqueoccidentale,Banque de l'Afrique Occidentale,founded_date,1901-06-29,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
anciensetablissementschpeyrissaccolonialeafrique,Anciens Établissements Ch. Peyrissac et Cie (Cie coloniale de l'Afrique,founded_date,1908-04-13,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
jbernardputhod,"J. Bernard, Puthod et Cie",head_office,d'exploit. à Dabou,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
clastresplantey,Clastres et Plantey,head_office,SAINT-LOUIS (Sénégal),1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
clastresplanteyseugnet,Clastres et Plantey et Seugnet,head_office,FATICK (Sénégal),1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
cohenfreres,Cohen frères,head_office,central à Tanger),1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
africainecommerce,Cie africaine de commerce,founded_date,1920-07-16,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
agriculturecommerceindustrieafrique,"Cie d'agriculture, de commerce et d'industrie d'Afrique",head_office,de l'exploitation :,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
colonialebia,Cie coloniale de la Bia,founded_date,1920-07-16,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
colonialebia,Cie coloniale de la Bia,head_office,de l'exploit. : Aboisso (Côte-d’Ivoire). — Import. et export,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialecoteafrique,Cie commerciale de la Côte d'Afrique,founded_date,1901-08-30,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialeextremeorient,Cie commerciale française d'Extrême-Orient,founded_date,1909-12-11,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
afriqueoccidentale,Cie française de l'Afrique occidentale,capital,25 millions fr.,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
afriqueoccidentale,Cie française de l'Afrique occidentale,head_office,"32, cours Pierre",1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
coteivoire,Cie française de la Côte-d'Ivoire,founded_date,1911-03-24,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
kong,Cie française de Kong,founded_date,1894-06-23,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
anciensetablissementsmplanteyafrique,anciens Établissements M. Plantey et Cie Cie générale de l'Afrique française,founded_date,1911-07-07,1922,Annuaire des entreprises coloniales,afrique-occidentale-aec-1922-aof-togo-9cef7c
comptoirsafricains,Cie générale des comptoirs africains,founded_date,1921-09-22,1925,"JORF, 17 janvier 1925",afrique-occidentale-aec-1922-aof-togo-9cef7c
commerceindustrieparisservice,"Cie générale française pour le commerce et l'industrie, PARIS. (Service",capital,19. 750.000 fr.,1925,"JORF, 17 janvier 1925",afrique-occidentale-aec-1922-aof-togo-9cef7c
niger,Cie du Niger français,founded_date,1913-09-15,1925,"JORF, 17 janvier 1925",afrique-occidentale-aec-1922-aof-togo-9cef7c
comptoirafriqueoccidentale,Comptoir général français de l'Afrique occidentale,founded_date,1912-03-23,1925,"JORF, 17 janvier 1925",afrique-occidentale-aec-1922-aof-togo-9cef7c
comptoirrepresentationsafrique,Comptoir général de représentations pour l'Afrique,founded_date,1919-11-11,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
comptoirsmarccaland,Comptoirs Marc Caland,capital,500.000 fr.,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
comptoirsreunisouestafricain,Comptoirs réunis de l'Ouest-Africain,founded_date,1920-10-19,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
etablissementsbartheslesieur,Établissements Barthès et Lesieur,head_office,"22, rue Ferrère, BORDEAUX",1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
etablissementsmaurelprom,Établissements Maurel et Prom,capital,10 millions fr.,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
ehortala,E. Hortala et Cie,head_office,RUFISQUE (Sénegal),1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
charlesregnault,Charles Regnault,head_office,RUFISQUE (Sénégal),1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
fsentenac,F. Sentenac,head_office,"Goumbo-Guéoul, Sénégal)",1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialeafricaineexportationimportation,Société commerciale africaine d'exportation et d'importation,founded_date,1920-08-02,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialeafricaineexportationimportation,Société commerciale africaine d'exportation et d'importation,head_office,"admin. : 24, rue de Milan, PARIS (9e)",1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialeindustriellepalmeraiesafricaines,Société commerciale et industrielle des palmeraies africaines,founded_date,1920-05-18,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialeouestafricain,Société commerciale de l'Ouest africain,founded_date,1907-04-04,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
commercialesoudanrotterdam,"Société commerciale du Soudan français, ROTTERDAM",founded_date,1997-06-14,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
unioncommercialedahomeennedahomey,Union commerciale dahoméenne Société française du Dahomey,founded_date,1930-10-08,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
unioncommercialedahomeennedahomey,Union commerciale dahoméenne Société française du Dahomey,head_office,que la Société du Pacifique jusqu’à ce que cette dernière,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
importationproduitscoloniaux,Société d'importation de produits coloniaux,founded_date,1919-08-05,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
industriellecommercialeagricoleguinee,"Société industrielle, commerciale et agricole de la Guinée française",founded_date,1919-12-12,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
pacifique,Société du Pacifique,founded_date,1918-07-17,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
palmador1,Société Palmador 1,capital,375.000 fr.,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
psoucail138alleestourny,"P. Soucail et Cie 138, allées de Tourny",founded_date,1914-06-01,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
unioncolonialeafriqueoccidentale,Union coloniale de l'Afrique Occidentale,founded_date,1921-11-18,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
cheminferdakarstlouis,Cie du chemin de fer de Dakar à St-Louis,founded_date,1883-06-04,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
cotiereafrique,Cie côtière d'Afrique,founded_date,1920-05-20,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
charbonnagesdakar,Cie française des charbonnages de Dakar,capital,1.250.000 fr.,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
cheminsferdahomey,Cie française de chemins de fer du Dahomey,founded_date,1901-05-22,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
minesfalemegambie,Cie des mines de Falémé-Gambie,founded_date,1911-04-10,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
minesfalemegambie,Cie des mines de Falémé-Gambie,capital,3.500.000 fr.,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
minessiguiri,Cie des mines de Siguiri,capital,2.125.000 fr.,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
minesorbouresiekeafriqueoccidentale,Cie des mines d'or du Bouré-Siéké et de l'Afrique occidentale française,founded_date,1906-12-13,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
minesorbouresiekeafriqueoccidentale,Cie des mines d'or du Bouré-Siéké et de l'Afrique occidentale française,head_office,d'exploit : à le Didi,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
miniereguinee,Cie minière de la Guinée française,head_office,"7, rue Gounod, PARIS (17e)",1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
financierecolonies,« La Financière des Colonies »,head_office,d’exploit à Lyndiane (Sénégal),1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
huileriesafricaines,Huileries africaines,founded_date,1920-05-27,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c
